Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
14.0,461.0,BA,The Boeing,USD,NYSE,Aerospace & Defense,"The Boeing Co. is an aerospace company, which engages in the manufacture of commercial jetliners and defense, space and security systems. The company is headquartered in Chicago, Illinois and currently employs 153,000 full-time employees. The firm operates in four segments: Commercial Airplanes (BCA); Defense, Space & Security (BDS); Global Services (BGS), and Boeing Capital (BCC). BCA segment develops, produces and markets commercial jet aircraft and provides fleet support services, principally to the commercial airline industry worldwide. BDS segment is engaged in the research, development, production and modification of manned and unmanned military aircraft and weapons systems for strike, surveillance and mobility. BGS segment provides services to commercial and defense customers worldwide. BCC's segment portfolio consists of equipment under operating leases, finance leases, notes and other receivables and assets held for sale.",Industrials,US,9/5/1934,Boeing Co,Stock,"['Industrials', 'Aerospace & Defense']","['LMT', 'GD', 'GE', 'HON', 'NOC', 'TXT', 'UTX', 'RTN', 'SPR', 'ERJ']",182.15,103000000000.0,The Boeing,$,Boeing,Boeing,False,Boeing,boeing,"$900,000,000,103,000,000,000.00 ",,Boeing,0.0,B
15.0,12403.0,BABA,Alibaba Group Holding Ltd,CNY,NYSE,Internet Retail,"ALIBABA GROUP HOLDING LIMITED is a holding company that provides the technology infrastructure and marketing reach to help merchants, brands and other businesses to leverage the power of new technology to engage with users and customers to operate. The Company operates four business segments. The Core Commerce segment provides China retail, China wholesale, International retail, International wholesale, Cainiao logistics services and local consumer services through Taobao Marketplace and Tmall. The Cloud Computing segment provides complete suite of cloud services, including database, storage, network virtualization services, big data analytics and others. The Digital Media and Entertainment segment provides consumer services beyond the core business operations. The Innovation Initiatives and Others segment is to innovate and deliver new services and products.",Consumer Cyclical,CN,9/19/2014,Alibaba,Stock,"['Consumer Cyclical', 'Specialty Retail', 'Retail - Apparel & Specialty']","['AMZN', 'EBAY', 'OSTK']",265.48,766000000000.0,Alibaba Group Holding Ltd,CNY,0,Alibaba,False,Alibaba,alibaba,"$900,000,000,766,000,000,000.00 ",,Alibaba,0.0,B
16.0,10660.0,BAC,Bank of America Corp,USD,NYSE,Banks Diversified,"Bank of America Corp. is a bank and financial holding company, which engages in the provision of banking and nonbank financial services. The company is headquartered in Charlotte, North Carolina and currently employs 209,000 full-time employees. The firm is a financial institution, serving individual consumers and others with a range of banking, investing, asset management and other financial and risk management products and services. The Company, through its banking and various non-bank subsidiaries, throughout the United States and in international markets, provides a range of banking and non-bank financial services and products through four business segments: Consumer Banking, which comprises Deposits and Consumer Lending; Global Wealth & Investment Management, which consists of two primary businesses: Merrill Lynch Global Wealth Management and U.S. Trust, Bank of America Private Wealth Management; Global Banking, which provides a range of lending-related products and services; Global Markets, which offers sales and trading services, and All Other, which consists of equity investments, residual expense allocations and other.",Financial Services,US,6/5/1979,Bank of America,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['TRMK', 'BCS', 'BBT', 'WFC', 'TCF', 'JPM', 'USB', 'C']",27.34,237000000000.0,Bank of America Corp,$,0,Bank of America,False,Bank of America,bank-of-america,"$900,000,000,237,000,000,000.00 ",,Bank of America,0.0,B
17.0,12398.0,BBL,BHP Billiton plc Sponsored ADR,USD,NYSE,Other Industrial Metals & Mining,,Basic Materials,AU,,BHP Billiton,Stock,"['Basic Materials', 'Industrial Metals & Minerals', 'Metals & Mining']","['TECK', 'FCX', 'RIO', 'XOM', 'CVX', 'RDS.A', 'VALE']",43.88,111000000000.0,BHP Billiton plc Sponsored ADR,$,0,BHP Billiton,False,BHP Billiton,bhp-billiton,"$900,000,000,111,000,000,000.00 ",,BHP Billiton,0.0,B
18.0,11489.0,BHP,BHP Billiton Limited,USD,NYSE,Other Industrial Metals & Mining,,Basic Materials,AU,,BHP Billiton,Stock,"['Basic Materials', 'Industrial Metals & Minerals', 'Metals & Mining']","['TECK', 'RIO', 'XOM', 'BP', 'CVX', 'RDS.A', 'VALE']",53.54,132000000000.0,BHP Billiton Limited,$,0,BHP Billiton,False,BHP Billiton,bhp-billiton,"$900,000,000,132,000,000,000.00 ",,BHP Billiton,0.0,B
19.0,9641.0,BLK,BlackRock Inc,USD,NYSE,Asset Management,"BlackRock, Inc. engages in providing investment management, risk management, and advisory services for institutional and retail clients worldwide. The company is headquartered in New York City, New York and currently employs 16,100 full-time employees. BlackRock provides a range of investment and risk management services to institutional and retail clients worldwide. Its diverse platform of active (alpha) and index (beta) investment strategies across asset classes enables the Company to tailor investment outcomes and asset allocation solutions for clients. Its product offerings include single- and multi-asset portfolios investing in equities, fixed income, alternatives and money market instruments. Its products are offered directly and through intermediaries in a range of vehicles, including open-end and closed-end mutual funds, iShares exchange-traded funds (ETFs), separate accounts, collective investment funds and other pooled investment vehicles. The company offers its Aladdin investment system, as well as risk management, outsourcing, advisory and technology services, to institutional investors and wealth management intermediaries under the BlackRock Solutions name.",Financial Services,US,10/1/1999,BlackRock,Stock,"['Financial Services', 'Asset Management']","['BAC', 'AMG', 'LM', 'AB', 'IVZ', 'WETF']",670.62,102000000000.0,BlackRock Inc,$,BlackRock,BlackRock,False,BlackRock,blackrock,"$900,000,000,102,000,000,000.00 ",,BlackRock,0.0,B
20.0,7735.0,BMY,Bristol-Myers Squibb Co,USD,NYSE,Drug Manufacturers General,"Bristol Myers Squibb Co. engages in the discovery, development, licensing, manufacture, marketing, distribution, and sale of biopharmaceutical products. The company is headquartered in New York City, New York and currently employs 23,300 full-time employees. The firm's pharmaceutical products include chemically synthesized drugs, or small molecules, and products produced from biological processes called biologics. Small molecule drugs are administered orally in the form of a pill or tablet. Biologics are administered to patients through injections or by infusion. The firm's products include Empliciti, Opdivo, Sprycel, Yervoy, Eliquis, Orencia, Baraclude, Hepatitis C Franchise, Reyataz Franchise and Sustiva Franchise. The company offers products for a range of therapeutic classes, which include virology, including human immunodeficiency virus (HIV) infection; oncology; immunoscience, and cardiovascular. Its products are sold to wholesalers, retail pharmacies, hospitals, government entities and the medical profession across the world. The Company’s subsidiary is Celgene Corp.",Healthcare,US,7/5/1929,Bristol-Myers Squibb,Stock,"['Healthcare', 'Drug Manufacturers - Major', 'Drug Manufacturers']","['AMGN', 'CELG', 'AZN', 'NVS', 'JNJ', 'LLY', 'PFE', 'SNY', 'MRK', 'ABBV', 'XLV']",63.42,143000000000.0,Bristol-Myers Squibb Co,$,Bristol-Myers Squibb,Bristol-Myers Squibb,False,Bristol-Myers Squibb,bristol-myers-squibb,"$900,000,000,143,000,000,000.00 ",,Bristol-Myers Squibb,0.0,B
21.0,1177.0,BRKA,Berkshire Hathaway Inc.,USD,NYSE,Insurance Diversified,,Industrials,,,Berkshire Hathaway Inc.,Stock,,,341260.0,562000000000.0,Berkshire Hathaway Inc.,$,0,Berkshire Hathaway Inc.,False,Berkshire Hathaway .,berkshire-hathaway,"$900,000,000,562,000,000,000.00 ",,Berkshire Hathaway,2.0,B
22.0,1176.0,BRK-A,Berkshire Hathaway Inc,USD,NYSE,Insurance Diversified,"Berkshire Hathaway Inc. is a holding company owning subsidiaries engaged in various business activities. Its segments include Insurance, such as GEICO, Berkshire Hathaway Primary Group, General Re Corporation and Berkshire Hathaway Reinsurance Group; Burlington Northern Santa Fe, LLC, which is engaged in the operation of the railroad system; Berkshire Hathaway Energy, which includes regulated electric and gas utility; Manufacturing, which includes manufacturers of various products, including industrial, consumer and building products; McLane Company, which is engaged in the wholesale distribution of groceries and non-food items; Service and retailing, which includes providers of various services, including fractional aircraft ownership programs, aviation pilot training and various retailing businesses, and Finance and financial products, which includes manufactured housing and related consumer financing, transportation equipment, manufacturing and leasing, and furniture leasing.",Financial Services,US,4/24/1991,Berkshire Hathaway Inc,Stock,,,341260.0,533000000000.0,Berkshire Hathaway Inc,$,0,Berkshire Hathaway Inc,False,Berkshire Hathaway ,berkshire-hathaway,"$900,000,000,533,000,000,000.00 ",,Berkshire Hathaway,1.0,B
23.0,1178.0,BRKB,Berkshire Hathaway Inc.,USD,NYSE,,,0,US,,Berkshire Hathaway Inc.,Stock,,,227.37,537000000000.0,Berkshire Hathaway Inc.,$,0,Berkshire Hathaway Inc.,False,Berkshire Hathaway .,berkshire-hathaway,"$900,000,000,537,000,000,000.00 ",,Berkshire Hathaway,2.0,B
