Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
2.0,11000.0,GOOG,Alphabet Inc.,USD,NASDAQ,Internet Content & Information,,Communication Services,US,,Alphabet,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['MSFT', 'AKAM', 'ADBE', 'AAPL', 'EBAY', 'BIDU', 'IAC', 'YNDX', 'FB', 'BCOR', 'XLK']",1752.71,1180000000000.0,Alphabet Inc.,$,0,Alphabet,False,Alphabet,alphabet,"$9,000,000,001,180,000,000,000.00 ",,Alphabet,0.0,G
3.0,9707.0,GOOGL,Alphabet Inc,USD,NASDAQ,Internet Content & Information,"Alphabet, Inc. is a holding company, which engages in the business of acquisition and operation of different companies. The company is headquartered in Mountain View, California and currently employs 114,096 full-time employees. The firm's businesses include Google Inc. (Google) and its Internet products, such as Access, Calico, CapitalG, GV, Nest, Verily, Waymo and X. The firm's segments include Google and Other Bets. The Google segment includes its Internet products, such as Search, Ads, Commerce, Maps, YouTube, Google Cloud, Android, Chrome and Google Play, as well as its hardware initiatives. The Google segment is engaged in advertising, sales of digital content, applications and cloud offerings, and sales of hardware products. The Other Bets segment is engaged in the sales of Internet and television services through Google Fiber, sales of Nest products and services, and licensing and research and development (R&D) services through Verily. The company offers Google Assistant, which allows users to type or talk with Google; Google Maps, which helps users navigate to a store, and Google Photos, which helps users store and organize all of their photos.",Communication Services,US,8/19/2004,Alphabet,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['MSFT', 'AKAM', 'ADBE', 'AAPL', 'EBAY', 'BIDU', 'IAC', 'YNDX', 'FB', 'BCOR', 'XLK']",1747.23,1180000000000.0,Alphabet Inc,$,Alphabet Class A,Alphabet Class A,False,Alphabet Class A,alphabet-class-a,"$9,000,000,001,180,000,000,000.00 ",,Alphabet Class A,0.0,G
389.0,10623.0,GD,General Dynamics Corp,USD,NYSE,Aerospace & Defense,"General Dynamics Corp. is an aerospace and defense company, which engages in the provision of tanks, rockets, missiles, submarines, warships, fighters and electronics to all of the military services. The company is headquartered in Reston, Virginia and currently employs 105,600 full-time employees. The firm offers a portfolio of products and services in business aviation; combat vehicles, weapons systems and munitions; information technology (IT) services and C4ISR (command, control, communications, computers, intelligence, surveillance and reconnaissance) solutions, and shipbuilding and ship repair. The company operates through four business groups: Aerospace, Combat Systems, Information Systems and Technology, and Marine Systems. Its Aerospace group offers aircraft design; cockpit and cabin systems, and product service and support. Its Combat Systems group offers combat vehicles, weapons systems and munitions. The Information Systems and Technology group provides technologies, products and services in support of various programs. The Marine Systems group is a designer and builder of nuclear-powered submarines, surface combatants and auxiliary and combat-logistics ships.",Industrials,US,4/25/1952,General Dynamics,Stock,"['Industrials', 'Aerospace & Defense']","['KTOS', 'LMT', 'BA', 'HON', 'NOC', 'TXT', 'RTN', 'COL']",150.29,43123007000.0,General Dynamics Corp,$,0,General Dynamics,False,General Dynamics,general-dynamics,"$90,000,000,043,123,000,000.00 ",,General Dynamics,0.0,G
390.0,9848.0,GDDY,GoDaddy Inc,USD,NYSE,Software Infrastructure,"GoDaddy, Inc. engages in the provision of domain name registration and web hosting services. The company is headquartered in Scottsdale, Arizona and currently employs 6,821 full-time employees. The firm delivers cloud-based products and personalized customer care. The company operates a domain marketplace, where its customers can find the digital real estate that matches their idea. The company provides Website building, hosting and security tools to help customers construct and protect online presence. The company provides applications that enable connecting to customers and managing businesses. The firm provides search, discovery and recommendation tools, as well as a selection of domain name for ventures. The company provides productivity tools, such as domain-specific e-mail, online storage, invoicing, bookkeeping and payment solutions to run ventures, as well as marketing products. The firm's products, including GoCentral enable to build a Website or online store for both desktop and mobile. Its products are powered by a cloud platform and enable its customers to get found online.",Technology,US,4/2/2015,GoDaddy,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['LPSN', 'MCHX', 'LLNW', 'XLK']",74.62,12603094000.0,GoDaddy Inc,$,GoDaddy,GoDaddy,False,GoDaddy,godaddy,"$90,000,000,012,603,000,000.00 ",,GoDaddy,0.0,G
391.0,12185.0,GDS,GDS Holdings Ltd,CNY,NASDAQ,Information Technology Services,"GDS Holdings Ltd. develops and operates data centers in China. The company is headquartered in Shanghai, Shanghai and currently employs 893 full-time employees. The firm is engaged in design, build-out and operation of data centers. The company operates as a carrier and cloud neutral, which enables its customers to connect to all the People's Republic of China telecommunications carriers, and to access a number of the People's Republic of China cloud service providers, whom it hosts in its facilities. The firm's base of approximately 370 customers consists of Internet companies, financial institutions, telecommunications and information technology (IT) service providers, and domestic private sector and multinational corporations. The company serves a community of approximately 160 People's Republic of China and foreign financial institutions across the banking, insurance, asset management, brokerage, digital payment and financial information verticals. The firm operates its data centers in Shanghai, Beijing, Shenzhen, Guangzhou and Chengdu.",Technology,CN,11/2/2016,GDS,Stock,"['Technology', 'Data Storage', 'Computer Hardware']","['PDFS', 'OMCL', 'XLK']",92.83,34374300000.0,GDS Holdings Ltd,CNY,0,GDS,False,GDS,gds,"$90,000,000,034,374,300,000.00 ",,GDS,0.0,G
392.0,7770.0,GE,General Electric Co,USD,NYSE,Specialty Industrial Machinery,"General Electric Co. is a technology and financial services company. The company is headquartered in Boston, Massachusetts and currently employs 283,000 full-time employees. The firm's products and services range from aircraft engines, power generation, and oil and gas production equipment to medical imaging, financing and industrial products. Its segments include Power, which includes products and services related to energy production; Renewable Energy, which offers renewable power sources; Oil & Gas, including liquefied natural gas and pipelines; Aviation, which includes commercial and military aircraft engines, and integrated digital components, among others; Healthcare, which provides healthcare technologies in medical imaging, digital solutions, patient monitoring and diagnostics, and drug discovery, among others; Transportation, which is a supplier to the railroad, mining, marine, stationary power and drilling industries; Energy Connections & Lighting, which includes Energy Connections and Lighting businesses, and Capital, which is a financial services division.",Industrials,US,1892-06-23,General Electric,Stock,"['Industrials', 'Diversified Industrials', 'Industrial Products']","['CAT', 'DHR', 'HON', 'TMO', 'UTX', 'PHG', 'MMM', 'MDT']",8.89,77875249000.0,General Electric Co,$,0,General Electric,False,General Electric,general-electric,"$90,000,000,077,875,200,000.00 ",,General Electric,0.0,G
393.0,10051.0,GGG,Graco Inc,USD,NYSE,Specialty Industrial Machinery,"Graco, Inc. is a manufacturing company, which designs, manufactures and markets systems and equipment used to move, measure, control, dispense and spray fluid and powder materials. The company is headquartered in Minneapolis, Minnesota and currently employs 3,700 full-time employees. The firm specializes in equipment for applications that involve materials with viscosities, materials with abrasive or corrosive properties, and multiple-component materials that require ratio control. The firm operates through three segments: Industrial, Process and Contractor. The Industrial segment markets equipment and pre-engineered packages for moving and applying paints, coatings, sealants, adhesives and other fluids. The Process segment markets pumps, valves, meters and accessories to move and dispense chemicals, oil and natural gas, water, wastewater, petroleum, food, lubricants and other fluids. The Contractor segment markets sprayers for architectural coatings for painting, corrosion control, texture and line striping. Its equipment is used in the manufacturing, processing, construction and maintenance industries.",Industrials,US,9/19/1996,Graco,Stock,"['Industrials', 'Diversified Industrials', 'Industrial Products']","['GTLS', 'FLS', 'DOV', 'GRC', 'IEX', 'ITW', 'CFX', 'XYL', 'ITT']",67.86,11369331700.0,Graco Inc,$,0,Graco,False,Graco,graco,"$90,000,000,011,369,300,000.00 ",,Graco,0.0,G
394.0,11269.0,GGP,GGP Inc.,USD,NYSE,REITs,,Real Estate,,,GGP,Stock,"['Real Estate', 'REIT - Retail', 'REITs']",[],22.07,16552500000.0,GGP Inc.,$,0,GGP,False,GGP,ggp,"$90,000,000,016,552,500,000.00 ",,GGP,0.0,G
395.0,3294.0,GH,Guardant Health Inc,USD,NASDAQ,Diagnostics & Research,"Guardant Health, Inc. is a precision oncology company, which engages in treatment of cancer through use of proprietary blood-based tests, vast data sets, and advanced analytics. The company is headquartered in Redwood City, California and currently employs 454 full-time employees. The firm is focused on helping conquer cancer through use of its blood tests, data sets and analytics. The company provides Guardant Health Oncology Platform. The company provides liquid biopsy tests, such as Guardant360 and GuardantOMNI, for advanced stage cancer. Its liquid biopsy tests fuels its programs developing tests for recurrence and early detection, LUNAR-1 and LUNAR-2. Guardant360 is a molecular diagnostic test that measures 73 cancer-related genes from circulating tumor deoxyribonucleic acid (ctDNA). Its Guardant360 process includes blood collection, laboratory processing, analysis and reporting. Guardant360 is used for a range of applications, including translational science research and identifying target patient populations, drug development and commercialization post-drug approval.",Healthcare,US,10/4/2018,Guardant Health Inc,Stock,,,116.89,11685773300.0,Guardant Health Inc,$,0,Guardant Health Inc,False,Guardant Health ,guardant-health-inc,"$90,000,000,011,685,700,000.00 ",,Guardant Health,1.0,G
396.0,10130.0,GIB,CGI Inc,CAD,NYSE,Information Technology Services,"CGI, Inc. engages in the provision of information technology (IT) and consulting services. The company is headquartered in Montreal, Quebec and currently employs 77,500 full-time employees. The firm delivers an end-to-end portfolio of capabilities, from IT and business consulting to systems integration, outsourcing services and intellectual property solutions. CGI Inc works with clients through a local relationship model complemented by a global delivery network.",Technology,CA,12/17/1986,CGI,Stock,"['Technology', 'Information Technology Services', 'Application Software']","['ECA', 'BCE', 'CTSH', 'MDSO', 'WIT', 'INFY', 'TU', 'XLK']",71.09,18479632400.0,CGI Inc,CAD,0,CGI,False,CGI,cgi,"$90,000,000,018,479,600,000.00 ",,CGI,0.0,G
