Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
73.0,6082.0,RDS-A,Royal Dutch Shell plc,USD,NYSE,Oil & Gas Integrated,,Energy,NL,,Royal Dutch Shell plc,Stock,,,31.39,119000000000.0,Royal Dutch Shell plc,$,0,Royal Dutch Shell plc,False,Royal Dutch Shell plc,royal-dutch-shell,"$900,000,000,119,000,000,000.00 ",,Royal Dutch Shell plc,0.0,74,R
74.0,6083.0,RDS-B,Royal Dutch Shell plc,USD,NYSE,Oil & Gas Integrated,,Energy,NL,,Royal Dutch Shell plc,Stock,,,29.72,119000000000.0,Royal Dutch Shell plc,$,0,Royal Dutch Shell plc,False,Royal Dutch Shell plc,royal-dutch-shell,"$900,000,000,119,000,000,000.00 ",,Royal Dutch Shell plc,0.0,75,R
75.0,5927.0,RTX,Raytheon Technologies Corp,USD,NYSE,Aerospace & Defense,"Raytheon Technologies Corp, formerly United Technologies Corporation, is engaged in providing technology products and services to the building systems and aerospace industries. The Company operates through segments such as Pratt & Whitney and Collins Aerospace Systems. The Pratt & Whitney segment supplies aircraft engines for the commercial, military, business jet and general aviation markets. Pratt & Whitney segment provides fleet management services and aftermarket maintenance, repair and overhaul services. The Collins Aerospace Systems segment provides aerospace products and aftermarket service solutions for aircraft manufacturers, airlines, regional, business and general aviation markets, military, space and undersea operations.",Industrials,US,9/5/1934,Raytheon Technologies Corp,Stock,,,65.85,100000000000.0,Raytheon Technologies Corp,$,Raytheon Technologies,Raytheon Technologies,False,Raytheon Tech,raytheon-tech,"$900,000,000,100,000,000,000.00 ",,Raytheon Tech,0.0,76,R
76.0,6079.0,RY,Royal Bank of Canada,CAD,NYSE,Banks Diversified,"Royal Bank of Canada engages in the provision of banking and financial solutions. The company is headquartered in Toronto, Ontario and currently employs 85,000 full-time employees. The firm provides personal and commercial banking, wealth management services, insurance, investor services and capital markets products and services on a global basis. The firm serves personal, business, public sector and institutional clients in Canada, the United States and approximately 40 other countries. The firm's business segments include Personal and Commercial Banking, Wealth Management, Insurance, Investor and Treasury Services, Capital Markets. The Company, through its segments, serves various lines of businesses, which include Personal Financial Services, Business Financial Services, Cards and Payment Solutions (Canadian Banking), Caribbean and United States Banking, Canadian Wealth Management, United States and International Wealth Management, Global Asset Management, Canadian Insurance, International Insurance, Corporate and Investment Banking, Global Markets and Other.",Financial Services,CA,6/17/1905,Royal Bank Of Canada,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['BMO', 'BNS', 'CM', 'TD', 'BAC']",76.7,109000000000.0,Royal Bank of Canada,CAD,Royal Bank of Canada,Royal Bank of Canada,False,Royal Bank of Canada,royal-bank-of-canada,"$900,000,000,109,000,000,000.00 ",,Royal Bank of Canada,0.0,77,R
637.0,7843.0,RACE,Ferrari NV,EUR,NYSE,Auto Manufacturers,"Ferrari NV is a holding company. The company is headquartered in Maranello, Modena and currently employs 4,130 full-time employees. The company operates under the Ferrari brand. Its sports cars portfolio includes, among others, F12berlinetta, FF, Ferrari 488 GTB, 488 Spider, 458 Speciale, Ferrari California T, F12tdf and LaFerrari. The firm also offers financing services through Ferrari Financial Services. The company also produces limited series and one-off cars. The firm divides its regional markets in EMEA (Europe, the Middle East, India and Africa), Americas, Greater China and Rest of APAC (Asia-Pacific region, excluding Greater China) and is active in over 60 markets worldwide through a network of authorized dealers.",Consumer Cyclical,IT,1/4/2016,Ferrari,Stock,"['Consumer Cyclical', 'Auto Manufacturers', 'Autos']",['RACE'],209.27,51937886000.0,Ferrari NV,€,0,Ferrari,False,Ferrari,ferrari,"$90,000,000,051,937,800,000.00 ",,Ferrari,0.0,638,R
638.0,12394.0,RBS,Royal Bank of Scotland Group Plc New ADS,USD,NYSE,Banks Diversified,,Financial Services,GB,,Royal Bank of Scotland Group,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['BMO', 'TD', 'BCS', 'HSBC', 'CIB']",3.09,18590459900.0,Royal Bank of Scotland Group Plc New (The) ADS,$,0,Royal Bank of Scotland Group,False,Royal Bank of Scotland ,royal-bank-of,"$90,000,000,018,590,400,000.00 ",,Royal Bank of Scotland,1.0,639,R
639.0,10468.0,RCI,Rogers Communications Inc,CAD,NYSE,Telecom Services,"Rogers Communications, Inc. engages in the provision of wireless communications services. The company is headquartered in Toronto, Ontario and currently employs 26,100 full-time employees. The firm provides wireless communications services, and cable television, Internet, information technology (IT) and telephony services to consumers and businesses. Its segments include Wireless, Cable, Business Solutions and Media. The Wireless segment is engaged in wireless telecommunications operations for Canadian consumers and businesses. The Cable segment include cable telecommunications operations, including Internet, television and telephony (phone) services for Canadian consumers and businesses. The Business Solutions segment is engaged in network connectivity through its fiber network and data center assets to support a range of voice, data, networking, hosting, and cloud-based services for the enterprise, public sector and carrier wholesale markets. The Media segment has a portfolio of media properties, including sports media and entertainment, multi-platform shopping, digital media and publishing.",Communication Services,CA,6/1/1905,Rogers Communication,Stock,"['Communication Services', 'Telecom Services']","['SJR', 'BCE', 'NFLX', 'TU', 'CCA']",46.37,23673182200.0,Rogers Communications Inc,CAD,0,Rogers Communication,False,Rogers Communication,rogers-communication,"$90,000,000,023,673,100,000.00 ",,Rogers Communication,0.0,640,R
640.0,8378.0,RCL,Royal Caribbean Cruises Ltd,USD,NYSE,Travel Services,"Royal Caribbean Cruises Ltd. operates as a global cruise vacation company. The company is headquartered in Miami, Florida and currently employs 77,000 full-time employees. The firm owns and operates three global cruise brands: Royal Caribbean International, Celebrity Cruises and Azamara Club Cruises (Global Brands). The firm also own joint venture interest in the German brand TUI Cruises, interest in the Spanish brand Pullmantur and interest in the Chinese brand SkySea Cruises (collectively, Partner Brands). Together, its Global Brands and its Partner Brands operate a combined total of 50 ships in the cruise vacation industry with an aggregate capacity of approximately 123,270 berths as of December 31, 2016. As of July 31, 2018, the Company's ships offer a selection of itineraries that call on approximately 540 destinations in 105 countries, covering all seven continents. Royal Caribbean International offers a range of itineraries to the destinations, including Alaska, Asia, Australia, Canada, the Caribbean, the Panama Canal and New Zealand with cruise lengths that range from 2 to 24 nights.",Consumer Cyclical,US,4/28/1993,Royal Caribbean Cruises,Stock,"['Consumer Cyclical', 'Leisure', 'Travel & Leisure']","['DIS', 'CUK', 'CCL', 'WYND', 'MAR', 'IHG', 'NCLH']",70.88,15901076500.0,Royal Caribbean Cruises Ltd,$,Royal Caribbean Group,Royal Caribbean Group,False,Royal Caribbean ,royal-caribbean,"$90,000,000,015,901,000,000.00 ",,Royal Caribbean,1.0,641,R
641.0,8275.0,RDY,Dr. Reddy's Laboratories Ltd,USD,NYSE,Drug Manufacturers General Specialty & Generic,,Healthcare,IN,,Dr. Reddy's Laboratories,Stock,"['Healthcare', 'Drug Manufacturers - Specialty & Generic', 'Drug Manufacturers']","['GSK', 'NVS', 'PFE', 'SNY', 'TEVA', 'XLV']",64.49,10792788000.0,Dr. Reddy's Laboratories Ltd,$,Dr. Reddy's Laboratories,Dr. Reddy's Laboratories,False,Dr. Reddy's Laboratories,dr-reddy-s,"$90,000,000,010,792,700,000.00 ",,Dr. Reddy's Laboratories,0.0,642,R
642.0,8244.0,REGN,Regeneron Pharmaceuticals Inc,USD,NASDAQ,Biotechnology,"Regeneron Pharmaceuticals, Inc. is a biotechnology company, which engages in the discovery, invention, development, manufacture, and commercialization of medicines. The company is headquartered in Tarrytown, New York and currently employs 7,400 full-time employees. The firm commercializes medicines for eye diseases, high low-density lipoprotein (LDL) cholesterol, and an inflammatory condition and have product candidates in development in other areas, including rheumatoid arthritis, asthma, atopic dermatitis, pain, cancer, and infectious diseases. The firm's marketed products include EYLEA (aflibercept) Injection, Praluent (alirocumab) Injection, ARCALYST (rilonacept) Injection for Subcutaneous Use, Kevzara (sarilumab) Solution for Subcutaneous Injection and ZALTRAP (ziv-aflibercept) Injection for Intravenous Infusion. As of December 31, 2016, the Company had 16 product candidates in clinical development, which consisted of a Trap-based clinical program and 15 fully human monoclonal antibody product candidates.",Healthcare,US,1/1/1991,Regeneron Pharmaceuticals,Stock,"['Healthcare', 'Biotechnology']","['AMGN', 'BIIB', 'ALNY', 'NVS', 'JNJ', 'SNY', 'OPHT', 'XLV']",567.73,60580196000.0,Regeneron Pharmaceuticals Inc,$,Regeneron,Regeneron,False,Regeneron,regeneron,"$90,000,000,060,580,100,000.00 ",,Regeneron,0.0,643,R
