Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
27.0,9645.0,C,Citigroup Inc,USD,NYSE,Banks Diversified,"Citigroup, Inc. is a holding company, which engages in the provision of financial products and services. The company is headquartered in New York City, New York and currently employs 199,000 full-time employees. The firm's whose businesses provide consumers, corporations, governments and institutions with a range of financial products and services, including consumer banking and credit, corporate and investment banking, securities brokerage, trade and securities services and wealth management. The firm operates through two segments: Citicorp and Citi Holdings. Citicorp is the Company's global bank for consumers and businesses and represents its core franchises. Citicorp is focused on providing products and services to customers and leveraging the Company's global network, including various economies. As of December 31, 2016, Citicorp was present in 97 countries and jurisdictions, and offered services in over 160 countries and jurisdictions. Global Consumer Banking (GCB) provides traditional banking services to retail customers through retail banking, including Citi-branded cards and Citi retail services.",Financial Services,US,5/9/2011,Citigroup,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['BCS', 'MS', 'BAC', 'DB', 'HSBC', 'WFC', 'JPM', 'USB', 'MUFG']",48.93,102000000000.0,Citigroup Inc,$,Citigroup,Citigroup,False,Citigroup,citi,"$900,000,000,102,000,000,000.00 ",,Citigroup,0.0,28,C
28.0,11491.0,CHL,China Mobile Limited,USD,NYSE,Telecom Services,,Communication Services,HK,,China Mobile,Stock,"['Communication Services', 'Telecom Services']","['ERIC', 'CHU', 'CHA', 'VEON']",34.47,140000000000.0,China Mobile Limited,$,0,China Mobile,False,China Mobile,china-mobile,"$900,000,000,140,000,000,000.00 ",,China Mobile,0.0,29,C
29.0,8409.0,CHTR,Charter Communications Inc,USD,NASDAQ,Entertainment,"Charter Communications, Inc. engages in the provision of broadband communications services. The company is headquartered in Stamford, Connecticut and currently employs 98,000 full-time employees. The firm is a cable operator in the United States and a broadband communications services company. The firm operates in cable services segment. As of December 31, 2016, the Company was engaged in providing video, Internet and voice services to approximately 26.2 million residential and business customers. In addition, it sells video and online advertising inventory to local, regional and national advertising customers and fiber-delivered communications and managed information technology (IT) solutions to enterprise customers. The firm also owns and operates regional sports networks and local sports, news and lifestyle channels and sells security and home management services to the residential marketplace. The firm offers its customers subscription-based video services, including video on demand (VOD), high definition (HD) television, and digital video recorder (DVR) service), Internet services and voice services.",Communication Services,US,12/2/2009,Charter Communications,Stock,"['Communication Services', 'Pay TV']","['CMCSA', 'DISH', 'VZ', 'T']",636.92,127000000000.0,Charter Communications Inc,$,Charter Communications,Charter Communications,False,Charter Communications,charter-communications,"$900,000,000,127,000,000,000.00 ",,Charter Communications,0.0,30,C
30.0,11069.0,CMCSA,Comcast Corp,USD,NASDAQ,Entertainment,"Comcast Corp. is a media, entertainment, and communications company, which engages in the provision of video, Internet, and phone services. The company is headquartered in Philadelphia, Pennsylvania and currently employs 184,000 full-time employees. The firm has two primary businesses: Comcast Cable and NBCUniversal. Its Comcast Cable business operates in the Cable Communications segment. Its NBCUniversal business operates in four business segments: Cable Networks, Broadcast Television, Filmed Entertainment and Theme Parks. Its Cable Communications segment consists of the operations of Comcast Cable, which provides video, high-speed Internet and voice services to residential customers under the XFINITY brand. Its Cable Networks segment consists of a portfolio of national cable networks. Its Broadcast Television segment operates the NBC and Telemundo broadcast networks. Its Filmed Entertainment segment primarily produces, acquires, markets and distributes filmed entertainment across the world, and it also develops, produces and licenses live stage plays. Its Theme Parks segment consists primarily of its Universal theme parks in Orlando, Florida and Hollywood, California.",Communication Services,US,12/7/2001,Comcast,Stock,"['Communication Services', 'Pay TV']","['RCI', 'SJR', 'DISH', 'CTL', 'DIS', 'CBS', 'VIAB', 'FOXA']",47.67,218000000000.0,Comcast Corp,$,0,Comcast,False,Comcast,comcast,"$900,000,000,218,000,000,000.00 ",,Comcast,0.0,31,C
31.0,10614.0,COST,Costco Wholesale Corp,USD,NASDAQ,Discount Stores,"Costco Wholesale Corp. engages in the operation of membership warehouses. The company is headquartered in Issaquah, Washington and currently employs 149,000 full-time employees. As of August 28, 2016, the Company operated 715 warehouses across the world. The firm's average warehouse space is approximately 144,000 square feet. The firm's warehouses on average operate on a seven-day, 70-hour week. The firm offers merchandise in various categories, which include foods (including dry foods, packaged foods and groceries); sundries (including snack foods, candy, alcoholic and nonalcoholic beverages, and cleaning supplies); hardlines (including appliances, electronics, health and beauty aids, hardware, and garden and patio); fresh foods (including meat, produce, deli and bakery); softlines (including apparel and small appliances), and other (including gas stations and pharmacy).",Consumer Defensive,US,12/5/1985,Costco Wholesale,Stock,"['Consumer Defensive', 'Discount Stores', 'Retail - Defensive']","['PSMT', 'DLTR', 'WMT', 'TGT', 'BIG', 'DG', 'FIVE']",372.92,165000000000.0,Costco Wholesale Corp,$,0,Costco Wholesale,False,Costco Wholesale,costco-wholesale,"$900,000,000,165,000,000,000.00 ",,Costco Wholesale,0.0,32,C
32.0,9275.0,CRM,Salesforce.Com Inc,USD,NYSE,Software Application,"salesforce.com, inc. engages in the design and development of cloud-based enterprise software for customer relationship management. The company is headquartered in San Francisco, California and currently employs 35,000 full-time employees. The firm focuses on cloud, mobile, social, Internet of Things (IoT) and artificial intelligence technologies. The firm's service offerings are configured and integrated with other platforms and enterprise applications. The firm delivers its service offerings via Internet browsers and on mobile devices. Its Customer Success Platform is a portfolio of service offerings providing sales force automation, customer service and support, marketing automation, digital commerce, community management, analytics, application development, IoT integration, collaborative productivity tools and its professional cloud services. Its cloud service offerings include Sales Cloud, Service Cloud, Marketing Cloud, Commerce Cloud, Community Cloud, Analytics Cloud, Salesforce Quip and Salesforce Platform.",Technology,US,6/23/2004,Salesforce.com,Stock,"['Technology', 'Software - Application', 'Application Software']","['MSFT', 'INTU', 'ADBE', 'SYMC', 'BVSN', 'SAP', 'ORCL', 'XLK']",254.31,231000000000.0,Salesforce.Com Inc,$,0,Salesforce.com,False,Salesforce.com,salesforce-com,"$900,000,000,231,000,000,000.00 ",,Salesforce.com,0.0,33,C
33.0,9308.0,CSCO,Cisco Systems Inc,USD,NASDAQ,Communication Equipment,"Cisco Systems, Inc. engages in the design, manufacture, and sale of Internet Protocol based networking products and services related to the communications and information technology industry. The company is headquartered in San Jose, California and currently employs 75,900 full-time employees. The company operates through three geographic segments: Americas; Europe, Middle East, and Africa; and Asia Pacific, Japan, and China. Its product and technologies includes infrastructure platforms; applications; security and other products. The company also offers technical support services and advanced services. Infrastructure Platforms consists of its core networking technologies of switching, routing, data center products and wireless that are designed to work together to deliver networking capabilities and transport and store data. Application product category consists primarily of software-related offerings that utilize the core networking and data center platforms to provide their functions. Security product category primarily includes Companyâ€™s unified threat management products, advanced threat security products, and web security products.",Technology,US,2/1/1990,Cisco Systems,Stock,"['Technology', 'Communication Equipment']","['MSFT', 'CTXS', 'FFIV', 'NTGR', 'ERIC', 'JNPR', 'IBM', 'VMW', 'MSI', 'HPQ', 'XLK']",39.33,166000000000.0,Cisco Systems Inc,$,0,Cisco Systems,False,Cisco Systems,cisco-systems,"$900,000,000,166,000,000,000.00 ",,Cisco Systems,0.0,34,C
34.0,11068.0,CVX,Chevron Corp,USD,NYSE,Oil & Gas Integrated,"Chevron Corp. engages in the provision of administrative, financial management, and technology support for energy and chemical operations. The company is headquartered in San Ramon, California and currently employs 48,600 full-time employees. The firm operates through two business segments: Upstream and Downstream. Upstream operations consist primarily of exploring for, developing and producing crude oil and natural gas; liquefaction, transportation and regasification associated with liquefied natural gas; transporting crude oil by international oil export pipelines; processing, transporting, storage and marketing of natural gas, and a gas-to-liquids plant. Downstream operations consist primarily of refining of crude oil into petroleum products; marketing of crude oil and refined products; transporting of crude oil and refined products, and manufacturing and marketing of commodity petrochemicals.",Energy,US,6/24/1921,Chevron,Stock,"['Energy', 'Oil & Gas Integrated', 'Oil & Gas - Integrated']","['SU', 'TOT', 'PBR.A', 'XOM', 'BP', 'COP', 'RDS.A', 'HES', 'PSX']",82.46,159000000000.0,Chevron Corp,$,0,Chevron,False,Chevron,chevron,"$900,000,000,159,000,000,000.00 ",,Chevron,0.0,35,C
212.0,11291.0,CA,CA Inc.,USD,NASDAQ,Software Application,,Technology,,,CA,Stock,"['Technology', 'Software - Infrastructure', 'Application Software']",['XLK'],44.45,18444675000.0,CA Inc.,$,0,CA,False,CA,ca,"$90,000,000,018,444,600,000.00 ",,CA,0.0,213,C
213.0,9642.0,CABO,Cable One Inc,USD,NYSE,Telecom Services,"Cable ONE, Inc. is a cable and broadband communications provider. The company is headquartered in Phoenix, Arizona and currently employs 2,224 full-time employees. The firm offers products, including Residential Video Services, Residential Data Services, Residential Voice Services, Business Services and Advertising. As of May 1, 2017, the Company provided data, video and voice services in 21 Western, Midwestern and Southern states. As of December 31, 2016, the Company provided these broadband services to residential and business customers in more than 35 cable systems covering over 400 cities and towns. The firm provides these broadband services to residential and business customers in approximately 40 cable systems covering over 400 cities and towns. The markets it serves are non-metropolitan, secondary markets, with its customers located in five states: Arizona, Idaho, Mississippi, Oklahoma and Texas. The firm offers a range of residential video services, generally ranging from a basic video service to digital service with access to hundreds of channels.",Communication Services,US,6/11/2015,Cable One,Stock,"['Communication Services', 'Telecom Services']","['RNET', 'HCOM', 'GTT', 'LBRDK']",1893.39,11398851600.0,Cable One Inc,$,Cable One,Cable One,False,Cable One,cable-one,"$90,000,000,011,398,800,000.00 ",,Cable One,0.0,214,C
