Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
90.0,9801.0,UL,Unilever PLC,USD,NYSE,Household & Personal Products,,Consumer Defensive,NL,,Unilever,Stock,"['Consumer Defensive', 'Household & Personal Products', 'Consumer Packaged Goods']","['CL', 'GIS', 'PG', 'PEP']",62.95,166000000000.0,Unilever PLC,$,Unilever,Unilever,False,Unilever,unilever,"$900,000,000,166,000,000,000.00 ",,Unilever,0.0,91,U
91.0,6936.0,UN,Unilever NV,USD,NYSE,Household & Personal Products,,Consumer Defensive,NL,,Unilever NV,Stock,"['Consumer Defensive', 'Household & Personal Products', 'Consumer Packaged Goods']","['EL', 'CHD', 'CL', 'PG']",62.57,165000000000.0,Unilever NV,$,0,Unilever NV,False,Unilever ,unilever,"$900,000,000,165,000,000,000.00 ",,Unilever,1.0,92,U
92.0,11659.0,UNH,UnitedHealth Group Inc,USD,NYSE,Health Care Plans,"UnitedHealth Group, Inc. engages in the provision of health care coverage, software, and data consultancy services. The company is headquartered in Hopkins, Minnesota and currently employs 300,000 full-time employees. The firm operates through four segments: UnitedHealthcare, OptumHealth, OptumInsight and OptumRx. The company conducts its operations through two business platforms: health benefits operating under UnitedHealthcare and health services operating under Optum. UnitedHealthcare provides healthcare benefits to an array of customers and markets, and includes UnitedHealthcare Employer & Individual, UnitedHealthcare Medicare & Retirement, UnitedHealthcare Community & State, and UnitedHealthcare Global businesses. Optum is a health services business serving the healthcare marketplace, including payers, care providers, employers, governments, life sciences companies and consumers, through its OptumHealth, OptumInsight and OptumRx businesses. OptumInsight provides services, technology and healthcare solutions to participants in the healthcare industry. OptumRx provides retail network contracting, purchasing and clinical solutions.",Healthcare,US,10/17/1984,UnitedHealth,Stock,"['Healthcare', 'Health Care Plans']","['CI', 'HUM', 'AET', 'CNC', 'ANTM', 'XLV']",351.7,334000000000.0,UnitedHealth Group Inc,$,0,UnitedHealth,False,UnitedHealth,unitedhealth,"$900,000,000,334,000,000,000.00 ",,UnitedHealth,0.0,93,U
93.0,10817.0,UNP,Union Pacific Corp,USD,NYSE,Railroads,"Union Pacific Corp. engages in the provision of railroad and freight transportation services. The company is headquartered in Omaha, Nebraska and currently employs 38,456 full-time employees. The firm operates through its principal operating company, Union Pacific Railroad Company (UPRR). Its business mix includes Agricultural Products, Automotive, Chemicals, Coal, Industrial Products and Intermodal. Its freight traffic consists of bulk, manifest, and premium business. Bulk traffic primarily consists of coal, grain, soda ash, ethanol, rock and crude oil shipped in unit trains-trains transporting a single commodity from one origin to one destination. Manifest traffic includes individual carload or less than train-load business involving commodities, such as lumber, paper, food and chemicals. The transportation of finished vehicles, auto parts, intermodal containers and truck trailers are included as part of its premium business. As of December 31, 2016, its network included 32,070 route miles, linking Pacific Coast and Gulf Coast ports with the Midwest and Eastern United States gateways.",Industrials,US,6/20/1969,Union Pacific,Stock,"['Industrials', 'Railroads', 'Transportation & Logistics']","['CNI', 'CP', 'GWR', 'NSC', 'KSU', 'CSX']",200.0,135000000000.0,Union Pacific Corp,$,0,Union Pacific,False,Union Pacific,union-pacific,"$900,000,000,135,000,000,000.00 ",,Union Pacific,0.0,94,U
94.0,8581.0,UPS,United Parcel Service Inc,USD,NYSE,Integrated Freight & Logistics,"United Parcel Service, Inc. operates as a logistics and package delivery company providing supply chain management services. The company is headquartered in Atlanta, Georgia and currently employs 481,000 full-time employees. The firm is a provider of global supply chain management solutions. The firm operates through three segments: U.S. Domestic Package operations, International Package operations, and Supply Chain & Freight operations. As of December 31, 2016, the Company delivered packages in over 220 countries and territories. The firm offers a spectrum of the United States domestic guaranteed ground and air package transportation services. The International Package segment includes the small package operations in Europe, Asia-Pacific, Canada and Latin America, the Indian sub-continent, the Middle East and Africa. The Supply Chain & Freight segment includes its forwarding and logistics services, truckload freight brokerage, UPS Freight and its financial offerings through UPS Capital. The firm serves the global market for logistics services, which include transportation, distribution, contract logistics and ground freight.",Industrials,US,11/10/1999,United Parcel Service,Stock,"['Industrials', 'Integrated Shipping & Logistics', 'Transportation & Logistics']","['AIRT', 'EXPD', 'CHRW', 'ATSG', 'FDX']",166.64,144000000000.0,United Parcel Service Inc,$,UPS,UPS,False,UPS,ups,"$900,000,000,144,000,000,000.00 ",,UPS,0.0,95,U
95.0,11844.0,UTX,United Technologies Corp.,USD,NYSE,Aerospace & Defense,,Industrials,,,United Technologies,Stock,"['Industrials', 'Aerospace & Defense']","['LMT', 'TGI', 'BA', 'ESL', 'GE', 'HON', 'NOC', 'SIF']",86.01,130000000000.0,United Technologies Corporation,$,0,United Technologies,False,United Tech,united-tech,"$900,000,000,130,000,000,000.00 ",,United Tech,0.0,96,U
757.0,11606.0,UAL,United Airlines Holdings Inc,USD,NASDAQ,Airlines,"United Airlines Holdings, Inc. is a holding company, which offers satellite based Wi-Fi, including on long-haul overseas routes. The company is headquartered in Chicago, Illinois and currently employs 95,000 full-time employees. The firm transports people and cargo throughout North America and to destinations in Asia, Europe, the Middle East and Latin America. Through United and its regional carriers, it operates across five continents, with hubs at Newark Liberty International Airport (Newark), Chicago O'Hare International Airport (Chicago O'Hare), Denver International Airport (Denver), George Bush Intercontinental Airport (Houston Bush), Los Angeles International Airport (LAX), A.B. Won Pat International Airport (Guam), San Francisco International Airport (SFO) and Washington Dulles International Airport (Washington Dulles). The company has contractual relationships with various regional carriers to provide regional aircraft service branded as United Express.",Industrials,US,10/1/2010,United Continental,Stock,"['Industrials', 'Airlines']","['SKYW', 'JBLU', 'HA', 'ALGT', 'ALK', 'LUV', 'DAL', 'AAL', 'SAVE']",38.51,11205831700.0,United Airlines Holdings Inc,$,0,United Continental,False,United Continental,united-continental,"$90,000,000,011,205,800,000.00 ",,United Continental,0.0,758,U
758.0,6914.0,UBER,Uber Technologies Inc,USD,NYSE,Software Application,"Uber Technologies, Inc. operates as a technology platform for people and things mobility. The company is headquartered in San Francisco, California and currently employs 22,263 full-time employees. Its operating segments include Rides, Eats, Freight, Other Bets, and Advanced Technologies Group (ATG) and Other Technology Programs. The Rides products connect consumers with drivers who provide rides in a variety of vehicles, such as cars, auto rickshaws, or taxis. The Eats offering allows consumers to search for restaurants, order a meal and have the meal delivered. Freight connects carriers with shippers on its platform and gives the ability to book a shipment. The Other Bets segment consists of multiple investment stage offerings, including new mobility offering that refers to products that provide consumers with access to rides through a variety of modes, including electronic scooters. The ATG and Other Technology Programs segment is responsible for the development and commercialization of autonomous vehicle and ridesharing technologies.",Technology,US,5/10/2019,Uber Technologies Inc,Stock,,,46.23,81539088000.0,Uber Technologies Inc,$,Uber,Uber,False,Uber,uber,"$90,000,000,081,539,000,000.00 ",,Uber,0.0,759,U
759.0,288.0,UBS,UBS Group AG Registered,USD,NYSE,Banks Diversified,"UBS Group AG is a holding company, which engages in the provision of financial management solutions. The company is headquartered in Zuerich, Zuerich and currently employs 67,634 full-time employees. The firm comprises Corporate Center and five business divisions: Wealth Management, Wealth Management Americas, Personal & Corporate Banking, Asset Management and the Investment Bank. Wealth Management division provides advice and tailored financial services to wealthy private clients around the world, except those served by Wealth Management Americas. Wealth Management Americas division is a wealth manager in the Americas in terms of financial advisor productivity and invested assets by financial advisor. Personal & Corporate Banking division provides financial products and services to private, corporate and institutional clients in Switzerland. Asset Management division provides investment management products and services, platform solutions and advisory support. Investment Bank division provides investment advice, financial solutions and capital markets access.",Financial Services,CH,11/28/2014,UBS Group AG,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['CBSH', 'UVSP', 'BAP', 'FFWM']",13.65,48948625000.0,UBS Group AG Registered,$,UBS,UBS,False,UBS,ubs,"$90,000,000,048,948,600,000.00 ",,UBS,0.0,760,U
760.0,10145.0,UDR,UDR Inc,USD,NYSE,REIT Residential,"UDR, Inc. is a real estate investment trust, which owns, operates, acquires, renovates, develops, redevelops, disposes of, and manages multifamily apartment communities. The company is headquartered in Highlands Ranch, Colorado and currently employs 1,405 full-time employees. The firm owns, operates, acquires, renovates, develops, redevelops, disposes of and manages multifamily apartment communities generally located in various markets across the United States. The firm's segments are Same-Store Communities and Non-Mature Communities/Other. As of December 31, 2016, the Company's consolidated real estate portfolio included 127 communities located in 18 markets, with a total of 39,454 completed apartment homes. As of December 31, 2016, the Company also had an ownership interest in 27 communities containing 6,849 apartment homes through unconsolidated joint ventures or partnerships. As of December 31, 2016, the Company's properties were in various locations, such as Orange County, San Francisco and Los Angeles in California; Seattle, Washington; Richmond, Virginia; Baltimore, Maryland; Orlando and Tampa in Florida; Nashville, Tennessee, and Dallas and Austin in Texas.",Real Estate,US,5/7/1990,UDR,Stock,"['Real Estate', 'REIT - Residential', 'REITs']","['MMLP', 'EQR', 'CPT', 'MAA', 'ESS', 'FGP', 'AIV', 'AVB', 'IRT', 'AMH']",38.68,11390563300.0,UDR Inc,$,0,UDR,False,UDR,udr,"$90,000,000,011,390,500,000.00 ",,UDR,0.0,761,U
