Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
82.0,10078.0,T,AT&T Inc,USD,NYSE,Telecom Services,"AT&T, Inc. is a holding company, which engages in the provision of telecommunications media and technology service. The company is headquartered in Dallas, Texas and currently employs 252,000 full-time employees. The firm is a provider of telecommunications, media and technology services globally. The firm operates through four segments: Communication segment, WarnerMedia segment, Latin America segment and Xandr segment. The Communications segment provides wireless and wireline telecom, video and broadband services to consumers.The business units of the Communication segment includes Mobility, Entertainment Group and Business Wireline. The WarnerMedia segment develops, produces and distributes feature films, television, gaming and other content over various physical and digital formats. The business units of the WarnerMedia segment includes Turner, Home Box Office and Warner Bros. Latin America segment provides entertainment services in Latin America and wireless services in Mexico. Viro and Mexico are the business units of the Latin America segment. The Xandr segment provides advertising services.",Communication Services,US,11/21/1983,AT&T,Stock,"['Communication Services', 'Telecom Services']","['SHEN', 'CMCSA', 'CTL', 'USM', 'DIS', 'VZ', 'AMX', 'TDS', 'TMUS']",28.73,205000000000.0,AT&T Inc,$,0,AT&T,False,AT&T,at-t,"$900,000,000,205,000,000,000.00 ",,AT&T,0.0,T
83.0,11893.0,TM,Toyota Motor Corp.,USD,NYSE,Auto Manufacturers,,Consumer Cyclical,JP,,Toyota Motor,Stock,"['Consumer Cyclical', 'Auto Manufacturers', 'Autos']","['TSLA', 'HMC', 'F']",142.48,197000000000.0,Toyota Motor Corporation,$,0,Toyota Motor,False,Toyota Motor,toyota-motor,"$900,000,000,197,000,000,000.00 ",,Toyota Motor,0.0,T
84.0,8311.0,TMO,Thermo Fisher Scientific Inc,USD,NYSE,Diagnostics & Research,"Thermo Fisher Scientific, Inc. engages in the provision of analytical instruments, equipment, reagents and consumables, software and services for research, analysis, discovery, and diagnostics. The company is headquartered in Waltham, Massachusetts and currently employs 70,000 full-time employees. The firm operates through four segments: Life Sciences Solutions, Analytical Instruments, Specialty Diagnostics, and Laboratory Products and Services. The company offers its products and services through various brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific and Unity Lab Services. Life Sciences Solutions segment provides a portfolio of reagents, instruments and consumables used in biological and medical research, discovery and production of new drugs and vaccines. Analytical Instruments segment provides a broad offering of instruments, consumables, software and services that are used for a range of applications in the laboratory. Specialty Diagnostics segment offers a wide range of diagnostic test kits, reagents, culture media, instruments and associated products. Its Laboratory Products and Services segment offers products and solutions needed for the laboratory.",Healthcare,US,8/27/1980,Thermo Fisher Scientific,Stock,"['Healthcare', 'Diagnostics & Research', 'Medical Diagnostics & Research']","['HBIO', 'ISRG', 'WAT', 'A', 'BAX', 'BDX', 'BIO', 'DHR', 'TFX', 'PKI', 'XLV']",484.0,192000000000.0,Thermo Fisher Scientific Inc,$,Thermo Fisher Scientific,Thermo Fisher Scientific,False,Thermo Fisher Scientific,thermo-fisher,"$900,000,000,192,000,000,000.00 ",,Thermo Fisher Scientific,0.0,T
85.0,9529.0,TMUS,T-Mobile US Inc,USD,NASDAQ,Telecom Services,"T-Mobile US, Inc. engages in the provision of wireless communications services under the T-Mobile and MetroPCS brands. The company is headquartered in Bellevue, Washington and currently employs 52,000 full-time employees. As of December 31, 2016, the Company provided wireless communications services, including voice, messaging and data, to over 71 million customers in the postpaid, prepaid and wholesale markets. The company provides services, devices and accessories across its brands, T-Mobile and MetroPCS. The company provides wireless communication services through a range of service plan options. The firm offers a device trade-in program, Just Upgrade My Phone (JUMP! ), which provides customers a specified-price trade-in right to upgrade their device. The company offers a range of wireless devices, including handsets, tablets and other mobile communication devices, and accessories for sale, as well as financing through equipment installment plans (EIPs) and leasing through JUMP On Demand. The Company, through Layer3 TV provides television services that works on any device with an internet connection.",Communication Services,US,4/18/2007,T-Mobile US,Stock,"['Communication Services', 'Telecom Services']","['SHEN', 'USM', 'VZ', 'AMX', 'T', 'WIFI', 'TDS', 'SPOK']",125.15,155000000000.0,T-Mobile US Inc,$,T-Mobile,T-Mobile,False,T-Mobile,t-mobile,"$900,000,000,155,000,000,000.00 ",,T-Mobile,0.0,T
86.0,11233.0,TOT,Total S.A.,USD,NYSE,Oil & Gas Integrated,,Energy,FR,,Total,Stock,"['Energy', 'Oil & Gas Integrated', 'Oil & Gas - Integrated']","['SU', 'XOM', 'BP', 'CEO', 'CVX', 'MRO', 'RDS.A', 'HES']",38.1,101000000000.0,Total S.A.,$,0,Total,False,Total,total,"$900,000,000,101,000,000,000.00 ",,Total,0.0,T
87.0,10070.0,TSLA,Tesla Inc,USD,NASDAQ,Auto Manufacturers,"Tesla, Inc. engages in the design, development, manufacture, and sale of fully electric vehicles, energy generation and storage systems. The company is headquartered in Palo Alto, California and currently employs 48,817 full-time employees. The firm operates through two segments: Automotive, and Energy generation and storage. The Automotive segment includes the design, development, manufacturing, and sales of electric vehicles. The Energy generation and storage segment includes the design, manufacture, installation, and sale or lease of stationary energy storage products and solar energy systems to residential and commercial customers, or sale of electricity generated by its solar energy systems to customers. The firm produces and distributes two fully electric vehicles, the Model S sedan and the Model X sport utility vehicle (SUV). The company also offers Model 3, a sedan designed for the mass market. The company develops energy storage products for use in homes, commercial facilities and utility sites.",Consumer Cyclical,US,6/29/2010,Tesla,Stock,"['Consumer Cyclical', 'Auto Manufacturers', 'Autos']","['HMC', 'TM', 'F', 'GM']",417.13,395000000000.0,Tesla Inc,$,0,Tesla,False,Tesla,tesla,"$900,000,000,395,000,000,000.00 ",,Tesla,0.0,T
88.0,11976.0,TSM,Taiwan Semiconductor Manufacturing Company Ltd.,USD,NYSE,Semiconductors,,Technology,TW,,Taiwan Semiconductor Manufacturing,Stock,"['Technology', 'Semiconductors']","['AMAT', 'INTC', 'TSEM', 'XLNX', 'NVDA', 'STM', 'SMI', 'TXN', 'ADI', 'XLK']",90.88,424000000000.0,Taiwan Semiconductor Manufacturing Company Ltd.,$,0,Taiwan Semiconductor Manufacturing,False,Taiwan Semiconductor Manufacturing,taiwan-semiconductor,"$900,000,000,424,000,000,000.00 ",,Taiwan Semiconductor Manufacturing,0.0,T
89.0,8987.0,TXN,Texas Instruments Inc,USD,NASDAQ,Semiconductors,"Texas Instruments Incorporated engages in the design and manufacture semiconductor solutions for analog and digital embedded and application processing. The company is headquartered in Dallas, Texas and currently employs 29,888 full-time employees. The firm operates through two segments: Analog and Embedded Processing. As of December 31, 2016, the Company had design, manufacturing or sales operations in more than 30 countries. The firm's Analog segment's product line includes High Volume Analog & Logic (HVAL), Power Management (Power), High Performance Analog (HPA) and Silicon Valley Analog (SVA). HVAL products support applications, such as automotive safety devices, touchscreen controllers, low-voltage motor drivers and integrated motor controllers. The firm's Embedded Processing segment's product line includes Processor, Microcontrollers and Connectivity. Processor products include digital signal processors (DSPs) and applications processors. DSPs perform mathematical computations to process digital data.",Technology,US,10/1/1953,Texas Instruments,Stock,"['Technology', 'Semiconductors']","['INTC', 'MXIM', 'QCOM', 'NVDA', 'ON', 'STM', 'ADI', 'XLK']",155.7,143000000000.0,Texas Instruments Inc,$,Texas Instruments,Texas Instruments,False,Texas Instruments,texas-instruments,"$900,000,000,143,000,000,000.00 ",,Texas Instruments,0.0,T
717.0,6638.0,TAK,Takeda Pharmaceutical Company Limited,USD,NYSE,Drug Manufacturers General Specialty & Generic,,Healthcare,JP,,Takeda Pharmaceutical Company Limited,Stock,,,17.3,53430702000.0,Takeda Pharmaceutical Company Limited,$,Takeda Pharmaceutical,Takeda Pharmaceutical,False,Takeda Pharmaceutical,takeda-pharmaceutical,"$90,000,000,053,430,700,000.00 ",,Takeda Pharmaceutical,0.0,T
718.0,6639.0,TAL,TAL Education Group,USD,NYSE,Education & Training Services,"TAL Education Group is a holding company for a group of companies engaged in provision of after-school tutoring programs for primary and secondary school students in the People's Republic of China (the PRC). The Company mainly offer tutoring services to kindergarten through twelfth grade (K-12) students covering core academic subjects, including among others, mathematics, physics, chemistry, biology, history, geography, political science, English and Chinese. It also provides consulting services for overseas studies and preparation courses for major standardized tests, as well as operate several online community platforms including www.jzb.com (together with the Jiazhang Bang application (app)) and www.mmbang.com (together with the Mama Bang app). The Company’s main brands are Xueersi, Mobby, Firstleap, Izhikang and Shunshun Liuxue. The Company mainly operates its businesses in Mainland China and Hong Kong.",Consumer Defensive,CN,10/20/2010,TAL Education Group,Stock,"['Consumer Defensive', 'Education & Training Services', 'Education']","['ATAI', 'EDU', 'DL']",69.11,41492746000.0,TAL Education Group,$,TAL Education Group,TAL Education Group,False,TAL Education ,tal-education,"$90,000,000,041,492,700,000.00 ",,TAL Education,1.0,T
