Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
,,8069.HK,WWPKG Holdings Company Ltd,HKD,HKSE,Consumer Services,"WWPKG Holdings Company Limited operates as a travel agent in Hong Kong and Macau. It designs, develops, and sells package tours; and sells air tickets and hotel accommodations, as well as ancillary travel related products and services under the WWPKG brand, as well as invests in tourism and travel technology related businesses. The company was founded in 1979 and is headquartered in Kowloon, Hong Kong. WWPKG Holdings Company Limited is a subsidiary of WWPKG Investment Holdings Limited.","Hotels, Restaurants & Leisure",HK,1/12/2017,WWPKG Holdings Company Ltd,,,,0.27,108000008.0,WWPKG Holdings Company Ltd,HKD,WWPKG Holdings Company Ltd,WWPKG Holdings Company Ltd,,WWPKG Holdings Company Ltd,8069.hk,,,WWPKG Holdings Company Ltd,,8
,,8076.HK,Sing Lee Software (Group) Ltd,HKD,HKSE,Software & Services,"Sing Lee Software (Group) Limited, an investment holding company, develops and sells information and network technologies and services to the financial industry in the People's Republic of China. It engages in the development and sale of software products; sale of related hardware products; and provision of technical support services. The company was founded in 1993 and is headquartered in Wan Chai, Hong Kong. Sing Lee Software (Group) Limited is a subsidiary of Goldcorp Industrial Limited.",Technology,HK,9/5/2001,Sing Lee Software (Group) Ltd,,,,0.067,88255088.0,Sing Lee Software (Group) Ltd,HKD,Sing Lee Software (Group) Ltd,Sing Lee Software (Group) Ltd,,Sing Lee Software (Group) Ltd,8076.hk,,,Sing Lee Software (Group) Ltd,,8
,,8041.HK,Luxey International (Holdings) Ltd,HKD,HKSE,Consumer Durables & Apparel,"Luxey International (Holdings) Ltd. is an investment company, which engages in the provision of online shopping services. The company employs 711 full-time employees The firm operates through two business segments. The Swimwear and Garment segment is engaged in the manufacturing and trading of swimwear and garment products. The On-line Shopping and Advertising segment is engaged in the provision of on-line shopping, advertising and media related services.","Textiles, Apparel & Luxury Goods",HK,7/7/2000,Luxey International (Holdings) Ltd,,,,0.375,296154752.0,Luxey International (Holdings) Ltd,HKD,Luxey International (Holdings) Ltd,Luxey International (Holdings) Ltd,,Luxey International (Holdings) Ltd,8041.hk,,,Luxey International (Holdings) Ltd,,8
,,8392.HK,Satu Holdings Ltd,HKD,HKSE,Consumer Durables & Apparel,"Satu Holdings Limited, an investment holding company, designs, develops, produces, and trades in homeware products. The company offers home decorations, bathroom accessories, and kitchenware and tableware under the Satu Brown brand name. It serves brand owners and licensee, chain supermarkets, and department stores through a third party e-commerce platform in the United Kingdom, United States, Denmark, France, Poland, Australia, Germany, Switzerland, Italy, and internationally. The company was founded in 2000 and is headquartered in Kwun Tong, Hong Kong.",Consumer products,HK,10/16/2017,Satu Holdings Ltd,,,,0.097,97000000.0,Satu Holdings Ltd,HKD,Satu Holdings Ltd,Satu Holdings Ltd,,Satu Holdings Ltd,8392.hk,,,Satu Holdings Ltd,,8
,,8042.HK,KOS International Holdings Ltd,HKD,HKSE,Commercial  & Professional Services,"KOS International Holdings Limited provides human resources (HR) services to clients from various industries in Hong Kong, Macau, and the People's Republic of China. It offers recruitment services, and secondment and payroll services. Its recruitment services include for various positions at all levels, including administrative, executive, managerial, and professional. The company also assists in payroll and other administration services at its clients' requests. KOS International Holdings Limited was founded in 2009 and is headquartered in Tsim Sha Tsui, Hong Kong. KOS International Holdings Limited is a subsidiary of KJE Limited.",Professional Services,HK,10/12/2018,KOS International Holdings Ltd,,,,0.044,35200000.0,KOS International Holdings Ltd,HKD,KOS International Holdings Ltd,KOS International Holdings Ltd,,KOS International Holdings Ltd,8042.hk,,,KOS International Holdings Ltd,,8
,,8001.HK,Orient Securities International Holdings Ltd,HKD,HKSE,Diversified Financials,"Orient Securities International Holdings Limited, an investment holding company, provides brokerage, and underwriting and placing services in Hong Kong. It also offers margin financing and money lending, securities trading, nominee, and initial public offering financing services. The company was incorporated in 2009 and is headquartered in Central, Hong Kong.",Financial Services,HK,1/15/2014,Orient Securities International Holdings Ltd,,,,0.22,95040000.0,Orient Securities International Holdings Ltd,HKD,Orient Securities International Holdings Ltd,Orient Securities International Holdings Ltd,,Orient Securities International Holdings Ltd,8001.hk,,,Orient Securities International Holdings Ltd,,8
,,8395.HK,Tree Holdings Ltd,HKD,HKSE,Retailing,"Tree Holdings Limited is a holding company principally engaged in the sale of furniture and home accessories. The Company operating its business under the brand name of TREE. The Company’s products portfolio includes furniture and home accessories such as tables, chairs, storage products, sofas, beds, kitchenware, bed and bathroom related products, jars, cushions, mattresses, utensils and baskets, among others. The Company also engaged in the provision of styling and consulting services, consignment sales services, the distribution and licensing of its intellectual property rights, and operation of the cafe inside its retail shop.",Distributors,HK,1/25/2018,Tree Holdings Ltd,,,,0.6,950400060.0,Tree Holdings Ltd,HKD,Tree Holdings Ltd,Tree Holdings Ltd,,Tree Holdings Ltd,8395.hk,,,Tree Holdings Ltd,,8
,,8003.HK,Great World Company Holdings Ltd,HKD,HKSE,Materials,"Great World Company Holdings Ltd, an investment holding company, engages in property, forestry, and general trading, and advertising businesses in the People's Republic of China. It is involved in the property investment and development activities; and operation and management of residential and commercial properties. The company also cultivates forestry and wood material products, Chinese herbal medicine ingredients and specialty agricultural byproducts; sells processed and prepackaged food; and offers information consultation services. In addition, it engages in the provision of mobile advertising media services for property market customers; railroad magazine distribution; and e-commerce platform management. Additionally, the company distributes information technology products, industrial consumer products, as well as engages in related research and development, and product manufacturing activities. The company was formerly known as T S Telecom Technologies Limited and changed its name to Great World Company Holdings Ltd in November 2008. Great World Company Holdings Ltd was founded in 1991 and is headquartered in Wanchai, Hong Kong.",Paper & Forest,HK,12/2/1999,Great World Company Holdings Ltd,,,,0.079,256964896.0,Great World Company Holdings Ltd,HKD,Great World Company Holdings Ltd,Great World Company Holdings Ltd,,Great World Company Holdings Ltd,8003.hk,,,Great World Company Holdings Ltd,,8
,,8005.HK,Yuxing Infotech Investment Holdings Ltd,HKD,HKSE,Consumer Durables & Apparel,"Yuxing InfoTech Investment Holdings Limited, an investment holding company, primarily manufactures, sells, and distributes information home appliances and complementary products to consumer markets in the People's Republic of China, Hong Kong, the United States, Australia, and internationally. It operates through Information Home Appliances, Internet Data Centre (IDC), Investing, Leasing, and Other Operations segments. The company provides broadband internet digital audio and video products; and develops, constructs, operates, merges, acquires, and leases properties that are used as IDC. It also offers high digital set-top box (STB), hybrid dual mode STB, over-the-top /Internet protocol television STB, STB equipped with an Android system products, etc. In addition, the company trades in securities; invests in financial instruments; provides investment consultancy and trustee services; and holds and leases properties. Further, it is involved in the manufacture, sale, and trade of electronic components and miscellaneous products; provision of asset management services; research and development of software and hardware, and network technology services; and research and development, and software designing activities. The company was incorporated in 1999 and is headquartered in Beijing, the People's Republic of China.",Consumer products,HK,1/31/2000,Yuxing Infotech Investment Holdings Ltd,,,,0.45,1119464960.0,Yuxing Infotech Investment Holdings Ltd,HKD,Yuxing Infotech Investment Holdings Ltd,Yuxing Infotech Investment Holdings Ltd,,Yuxing Infotech Investment Holdings Ltd,8005.hk,,,Yuxing Infotech Investment Holdings Ltd,,8
,,8006.HK,Sino Splendid Holdings Ltd,HKD,HKSE,Media & Entertainment,"Sino Splendid Holdings Limited, an investment holding company, engages in publishing and events organizing business in Singapore and Hong Kong. It operates through four segments: Travel Media Business, Financial Magazine Business, Securities Investment, and Money Lending. The Travel Media Business segment provides advertising services through the Internet and travel magazines; organizes events; and publishes magazines. The Financial Magazine Business segment offers contents and advertising services in a financial magazine distributed in the People's Republic of China. The Securities Investment segment invests in securities. The Money Lending segment provides funds to clients and receives loan interest income in return. The company was formerly known as China.com Inc. and changed its name to Sino Splendid Holdings Limited in October 2013. Sino Splendid Holdings Limited was founded in 1974 and is headquartered in Sheung Wan, Hong Kong.",Media,HK,3/9/2000,Sino Splendid Holdings Ltd,,,,0.08,37038480.0,Sino Splendid Holdings Ltd,HKD,Sino Splendid Holdings Ltd,Sino Splendid Holdings Ltd,,Sino Splendid Holdings Ltd,8006.hk,,,Sino Splendid Holdings Ltd,,8
