Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
,,1640.HK,Ruicheng China Media Group Ltd,HKD,HKSE,Media & Entertainment,"Ruicheng (China) Media Group Limited, an investment holding company, provides various advertising services primarily in the People's Republic of China. The company offers television, online, outdoor, and other advertising services. It serves advertising companies and advertising agents. The company was founded in 2003 and is headquartered in Beijing, China.",Media,CN,11/12/2019,Ruicheng China Media Group Ltd,,,,0.255,102000000.0,Ruicheng China Media Group Ltd,HKD,Ruicheng China Media Group Ltd,Ruicheng China Media Group Ltd,,Ruicheng China Media Group Ltd,1640.hk,,,Ruicheng China Media Group Ltd,,1
,,1582.HK,CR Construction Group Holdings Ltd,HKD,HKSE,Capital Goods,"CR Construction Group Holdings Limited, an investment holding company, operates as a building contractor in Hong Kong. The company provides building construction, as well as repair, maintenance, addition, and alteration work services. It serves public and private sectors. The company was founded in 1967 and is headquartered in Kwun Tong, Hong Kong. CR Construction Group Holdings Limited is a subsidiary of CR Construction Investments Limited.",Construction,HK,10/16/2019,CR Construction Group Holdings Ltd,,,,0.57,285000000.0,CR Construction Group Holdings Ltd,HKD,CR Construction Group Holdings Ltd,CR Construction Group Holdings Ltd,,CR Construction Group Holdings Ltd,1582.hk,,,CR Construction Group Holdings Ltd,,1
,,1591.HK,Shun Wo Group Holdings Ltd,HKD,HKSE,Capital Goods,"Shun Wo Group Holdings Limited, an investment holding company, engages in undertaking foundation works in Hong Kong. It undertakes excavation and lateral support, socketed H-piling and mini-piling, and pile caps construction works. The company was founded in 1995 and is headquartered in Sai Wan Ho, Hong Kong. Shun Wo Group Holdings Limited is a subsidiary of May City Holdings Limited.",Construction,HK,9/28/2016,Shun Wo Group Holdings Ltd,,,,0.022,88000000.0,Shun Wo Group Holdings Ltd,HKD,Shun Wo Group Holdings Ltd,Shun Wo Group Holdings Ltd,,Shun Wo Group Holdings Ltd,1591.hk,,,Shun Wo Group Holdings Ltd,,1
,,1601.HK,Zhongguancun Science Tech Leasing Co Ltd,HKD,HKSE,Diversified Financials,"Zhongguancun Science-Tech Leasing Co., Ltd. provides financial leasing solutions and diversified consulting services for technology and new economy companies. The company was founded in 2012 and is based in Beijing, China.",Financial Services,CN,1/21/2020,Zhongguancun Science Tech Leasing Co Ltd,,,,0.96,1279996800.0,Zhongguancun Science Tech Leasing Co Ltd,HKD,Zhongguancun Science Tech Leasing Co Ltd,Zhongguancun Science Tech Leasing Co Ltd,,Zhongguancun Science Tech Leasing Co Ltd,1601.hk,,,Zhongguancun Science Tech Leasing Co Ltd,,1
,,1393.HK,Hidili Industry International Development Ltd,HKD,HKSE,Energy,"Hidili Industry International Development Limited, an investment holding company, engages in the coal mining, and manufacture and sale of raw coal and clean coal in the People's Republic of China. It also provides clean coal washing services. The company was incorporated in 2006 and is headquartered in Panzhihua, the People's Republic of China. Hidili Industry International Development Limited is a subsidiary of Sanlian Investment Holding Limited.",Energy ,CN,9/21/2007,Hidili Industry International Development Ltd,,,,0.24,490944000.0,Hidili Industry International Development Ltd,HKD,Hidili Industry International Development Ltd,Hidili Industry International Development Ltd,,Hidili Industry International Development Ltd,1393.hk,,,Hidili Industry International Development Ltd,,1
,,1655.HK,Okura Holdings Ltd,HKD,HKSE,Consumer Services,"Okura Holdings Limited, an investment holding company, operates pachinko and pachislot halls in Japan. As of June 30, 2020, the company operated 17 pachinko halls under the Big Apple, K's Plaza, Big Apple, YOUPARK, and Monaco names in the Kyushu, Kanto, Kansai, and Chugoku regions. It also invests in and rents real estate properties; and provides business consulting services. The company was founded in 1968 and is headquartered in Nagasaki, Japan.","Hotels, Restaurants & Leisure",JP,5/15/2017,Okura Holdings Ltd,,,,0.68,340000000.0,Okura Holdings Ltd,HKD,Okura Holdings Ltd,Okura Holdings Ltd,,Okura Holdings Ltd,1655.hk,,,Okura Holdings Ltd,,1
,,1756.HK,Huali University Group Ltd,HKD,HKSE,Consumer Services,"Huali University Group Limited, an investment holding company, provides private higher education and vocational education services in the People's Republic of China. The company offers applied science-focused and practice-oriented programs. It also provides student accommodation services. As of February 29, 2020, it had approximately 45,617 students enrolled at its 3 schools. The company was founded in 2000 and is headquartered in Guangzhou, the People's Republic of China.",Diversified Consumer Services,CN,11/25/2019,Huali University Group Ltd,,,,2.9,3480000000.0,Huali University Group Ltd,HKD,Huali University Group Ltd,Huali University Group Ltd,,Huali University Group Ltd,1756.hk,,,Huali University Group Ltd,,1
,,1793.HK,Wecon Holdings Ltd,HKD,HKSE,Capital Goods,"Wecon Holdings Limited, an investment holding company, operates as a construction contractor in Hong Kong. The company operates in two segments, Construction Contracts; and Repair, Maintenance, Alteration and Addition (RMAA) Works Services. It offers building construction services for residential, commercial, and industrial buildings; RMAA works services, such as general upkeep, maintenance, improvement, refurbishment, alteration, and addition of existing facilities and components of buildings and their surroundings. The company was founded in 1974 and is headquartered in Central, Hong Kong.",Construction,HK,2/27/2019,Wecon Holdings Ltd,,,,0.245,196000000.0,Wecon Holdings Ltd,HKD,Wecon Holdings Ltd,Wecon Holdings Ltd,,Wecon Holdings Ltd,1793.hk,,,Wecon Holdings Ltd,,1
,,1795.HK,YADONG GROUP,HKD,HKSE,Textile Manufacturing,"Yadong Group Holdings Limited engages in the design, processing, and sale of textile fabric products to garment manufacturers and trading companies. Its products include plain weave fabrics and corduroy fabrics. The company sells and distributes its products in China, Japan, Taiwan, Vietnam, Bangladesh, and Indonesia. Yadong Group Holdings Limited was founded in 2011 and is headquartered in Hong Kong, Hong Kong.",Consumer Cyclical,HK,11/6/2020,YADONG GROUP,,,,0.64,384000000.0,YADONG GROUP,HKD,YADONG GROUP,YADONG GROUP,,YADONG GROUP,1795.hk,,,YADONG GROUP,,1
,,1500.HK,IN Construction Holdings Ltd,HKD,HKSE,Capital Goods,"In Construction Holdings Limited, an investment holding company, engages in construction and engineering activities in Hong Kong. The company undertakes foundation works and related works, including demolition, site formation, ground investigation field, and general building works. It serves building and construction industries. The company was formerly known as Crownland Construction Limited. In Construction Holdings Limited was founded in 1996 and is headquartered in Causeway Bay, Hong Kong.",Construction,HK,4/16/2015,IN Construction Holdings Ltd,,,,0.194,161020000.0,IN Construction Holdings Ltd,HKD,IN Construction Holdings Ltd,IN Construction Holdings Ltd,,IN Construction Holdings Ltd,1500.hk,,,IN Construction Holdings Ltd,,1
,,1027.HK,China Jicheng Holdings Ltd,HKD,HKSE,Consumer Durables & Apparel,"China Jicheng Holdings Ltd. is an investment holding company principally engaged in the manufacture and sales of polyolefin elastomer (POE) umbrellas and nylon umbrellas. The Company is also engaged in the manufacture and sales of umbrella parts such as plastic cloth and shaft. The Company’s production site locates in Dongshi Town and Yonghe Town of Jinjiang City in Fujian province of China. The Company mainly exports its products to customers in Japan, Hong Kong, South Korea, Taiwan, France and Cambodia.","Textiles, Apparel & Luxury Goods",CN,2/13/2015,China Jicheng Holdings Ltd,,,,0.71,215044800.0,China Jicheng Holdings Ltd,HKD,China Jicheng Holdings Ltd,China Jicheng Holdings Ltd,,China Jicheng Holdings Ltd,1027.hk,,,China Jicheng Holdings Ltd,,1
,,1000.HK,Beijing Media Corp Ltd,HKD,HKSE,Media & Entertainment,"Beijing Media Corporation Limited, together with its subsidiaries, provides newspaper, magazine, and outdoor advertising services in the People's Republic of China. The company operates through Advertising, Printing, Trading of Print-Related Material, and Distribution segments. The Advertising segment sells advertising spaces and outdoor advertising of media. The Printing segment provides printing services. The Trading of Print-Related Material segment sells papers, inks, lubricants, films, pre-coating photosensitive liquid plates, and rubber plates used for printing and other print-related materials. The Distribution segment engages in the distribution of newspapers that are primarily published by Chongqing Youth Daily. In addition, it is involved in the provision of logistics and warehousing services; investment management, travel rental and services, and game development businesses; and the provision of commerce related services. The company was incorporated in 2001 and is based in Central, Hong Kong. Beijing Media Corporation Limited is a subsidiary of Beijing Youth Daily Agency.",Media,CN,12/22/2004,Beijing Media Corp Ltd,,,,0.88,173632800.0,Beijing Media Corp Ltd,HKD,Beijing Media Corp Ltd,Beijing Media Corp Ltd,,Beijing Media Corp Ltd,1000.hk,,,Beijing Media Corp Ltd,,1
,,1001.HK,Hong Kong Shanghai Alliance Holdings Ltd,HKD,HKSE,Capital Goods,"Hong Kong Shanghai Alliance Holdings Limited, together with its subsidiaries, engages in the distribution and processing of construction materials in Hong Kong and Mainland China. It operates through four segments: Construction Materials Business, Building and Design Solution Business, Engineering Plastics Business, and Property Investment and Project Management. The company distributes construction materials, such as reinforcing steel, sheet piles, plates, and H-piles/H-beams; and cut and bent reinforcement and rebar couplers, as well as offers integrated rebar processing, rebars threading/coupling, traceability, and supply chain services. It also provides surface critical coils, such as cold roll, hot roll, electro galvanized, galvanized, and silicon steel products, as well as slitting, cut to length, and stamping services for the automotive, home appliance, and construction industries. In addition, the company engages in property investment and holding, and project management businesses; and trades in sanitary wares, kitchen cabinets, and engineering plastics. Further, it installs kitchen cabinets; operates land situated in Tsing Yi; and provides fund management, management, investment advisory, asset and investment management, property agency, and investment consultancy services, as well as stockholding activities. Additionally, the company offers design, installation, inventory management, and logistics services, as well as technical support for sanitary wares, and fittings and kitchen. It serves the commercial, government, hospitality, infrastructure, and residential industries. The company was formerly known as Van Shung Chong Holdings Limited and changed its name to Hong Kong Shanghai Alliance Holdings Limited in December 2015. Hong Kong Shanghai Alliance Holdings Limited was founded in 1961 and is headquartered in Wanchai, Hong Kong.",Trading Companies & Distributors,HK,2/18/1994,Hong Kong Shanghai Alliance Holdings Ltd,,,,0.25,160308000.0,Hong Kong Shanghai Alliance Holdings Ltd,HKD,Hong Kong Shanghai Alliance Holdings Ltd,Hong Kong Shanghai Alliance Holdings Ltd,,Hong Kong Shanghai Alliance Holdings Ltd,1001.hk,,,Hong Kong Shanghai Alliance Holdings Ltd,,1
,,1002.HK,VS International Group Ltd,HKD,HKSE,Capital Goods,"V.S. International Group Limited, an investment holding company, manufactures and sells plastic molded products and parts. It operates through three segments: Plastic Injection and Moulding, Assembling of Electronic Products, and Mould Design and Fabrication. The company also manufactures, assembles, trades in, and sells electronic products, parts, and components; and manufactures and sells plastic injection molds, as well as engages in the operation and management of rooftop solar plants. It operates in Mainland China, Hong Kong, Southeast Asia, Europe, the United States, and internationally. The company was founded in 1997 and is headquartered in Central, Hong Kong. V.S. International Group Limited is a subsidiary of V.S. Industry Berhad.",Machinery,HK,2/8/2002,VS International Group Ltd,,,,0.161,371509120.0,VS International Group Ltd,HKD,VS International Group Ltd,VS International Group Ltd,,VS International Group Ltd,1002.hk,,,VS International Group Ltd,,1
,,1003.HK,Huanxi Media Group Ltd,HKD,HKSE,Media & Entertainment,"Huanxi Media Group Limited, an investment holding company, engages in the media and entertainment, and related businesses in the People's Republic of China. The company develops and/or invests in films and television drama series; and provides property agency, project consulting, and related services. It also develops an online streaming platform; and offers securities trading and investment, as well as Internet audio-visual programs services. The company was formerly known as 21 Holdings Limited and changed its name to Huanxi Media Group Limited in October 2015. Huanxi Media Group Limited is headquartered in Admiralty, Hong Kong.",Media,HK,2/21/1994,Huanxi Media Group Ltd,,,,1.67,5797388300.0,Huanxi Media Group Ltd,HKD,Huanxi Media Group Ltd,Huanxi Media Group Ltd,,Huanxi Media Group Ltd,1003.hk,,,Huanxi Media Group Ltd,,1
