Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
77.0,11452.0,SAP,SAP SE ADS,USD,NYSE,Software Application,,Technology,DE,,SAP,Stock,"['Technology', 'Software - Application', 'Application Software']","['MSFT', 'INTU', 'ADBE', 'EA', 'SYMC', 'IBM', 'CRM', 'VMW', 'ORCL', 'XLK']",119.51,143000000000.0,SAP SE ADS,$,0,SAP,False,SAP,sap,"$900,000,000,143,000,000,000.00 ",,SAP,0.0,78,S
78.0,10984.0,SBUX,Starbucks Corp,USD,NASDAQ,Restaurants,"Starbucks Corp. engages in the production, marketing, and retailing of specialty coffee. The company is headquartered in Seattle, Washington and currently employs 346,000 full-time employees. As of October 2, 2016, the Company operated in 75 countries. The firm operates through four segments: Americas, which is inclusive of the United States, Canada, and Latin America; China/Asia Pacific (CAP); Europe, Middle East, and Africa (EMEA), and Channel Development. The firm's Americas, CAP, and EMEA segments include both company-operated and licensed stores. Its Channel Development segment includes roasted whole bean and ground coffees, Tazo teas, Starbucks- and Tazo-branded single-serve products, a range of ready-to-drink beverages, such as Frappuccino, Starbucks Doubleshot and Starbucks Refreshers beverages and other branded products sold across the world through channels, such as grocery stores, warehouse clubs, specialty retailers, convenience stores and the United States foodservice accounts.",Consumer Cyclical,US,6/1/1992,Starbucks,Stock,"['Consumer Cyclical', 'Restaurants']","['CBRL', 'DRI', 'EAT', 'MCD', 'YUM', 'DNKN', 'WEN', 'QSR', 'PEP']",95.04,112000000000.0,Starbucks Corp,$,0,Starbucks,False,Starbucks,starbucks,"$900,000,000,112,000,000,000.00 ",,Starbucks,0.0,79,S
79.0,311.0,SHOP,Shopify Subordinate,USD,NYSE,Software Application,"Shopify, Inc. operates a cloud-based commerce platform designed for small and medium-sized businesses. The company is headquartered in Ottawa, Ontario and currently employs 4,000 full-time employees. The firm offers subscription solutions and merchant solutions. The firm's software is used by merchants to run their business across all of their sales channels, including Web and mobile storefronts, physical retail locations, social media storefronts and marketplaces. The Shopify platform provides merchants with a single view of their business and customers across all of their sales channels and enables them to manage products and inventory, process orders and payments, ship orders, build customer relationships and leverage analytics and reporting all from one integrated back office. The Shopify platform includes a mobile-optimized checkout system, which is designed to enable merchants' consumers to buy products over mobile Websites. Its merchants are able to offer their customers the ability to check out by using Apple Pay.",Technology,CA,5/21/2015,Shopify Inc,Stock,"['Technology', 'Software - Application', 'Application Software']","['CNXN', 'STMP', 'MELI', 'XLK']",947.18,116000000000.0,Shopify Subordinate,$,Shopify,Shopify,False,Shopify,shopify,"$900,000,000,116,000,000,000.00 ",,Shopify,0.0,80,S
80.0,11963.0,SNE,Sony Corp.,USD,NYSE,Consumer Electronics,,Technology,JP,,Sony,Stock,"['Technology', 'Consumer Electronics', 'Computer Hardware']","['MSFT', 'CAJ', 'PHG', 'DLB', 'FOXA', 'XLK']",88.09,107000000000.0,Sony Corporation,$,0,Sony,False,Sony,sony,"$900,000,000,107,000,000,000.00 ",,Sony,0.0,81,S
81.0,12554.0,SNY,Sanofi ADR,USD,NASDAQ,Drug Manufacturers General,,Healthcare,FR,,Sanofi,Stock,"['Healthcare', 'Drug Manufacturers - Major', 'Drug Manufacturers']","['GSK', 'NVS', 'BMY', 'JNJ', 'LLY', 'PFE', 'MRK', 'TEVA', 'XLV']",51.62,130000000000.0,Sanofi American Depositary Shares (Each repstg one-half of one),$,0,Sanofi,False,Sanofi,sanofi,"$900,000,000,130,000,000,000.00 ",,Sanofi,0.0,82,S
663.0,11952.0,S,Sprint Corp.,USD,NYSE,Communication Services,,Communication Services,,,Sprint,Stock,"['Communication Services', 'Telecom Services']","['TDS', 'TU', 'FTR']",8.62,35440525000.0,Sprint Corporation,$,0,Sprint,False,Sprint,sprint,"$90,000,000,035,440,500,000.00 ",,Sprint,0.0,664,S
664.0,11895.0,SAM,Boston Beer Company Inc,USD,NYSE,Beverages Brewers,"Boston Beer Co., Inc. engages in the business of alcoholic beverages. The company is headquartered in Boston, Massachusetts and currently employs 1,543 full-time employees. The firm is engaged in the business of producing and selling alcohol beverages primarily in the domestic market and in selected international markets. The firm operates through two segments: Boston Beer Company segment, and A&S Brewing Collaborative segment. The Boston Beer Company segment comprises of the Company's Samuel Adams, Twisted Tea, Angry Orchard and Truly Spiked & Sparkling brands. The A&S Brewing Collaborative segment comprises of The Traveler Beer Company, Coney Island Brewing Company, Angel City Brewing Company and Concrete Beach Brewing Company. Both segments sell low alcohol beverages. The firm produces malt beverages and hard cider at the Company-owned breweries and under contract arrangements at other brewery locations. As of December 31, 2016, the Company sold its products to a network of approximately 350 wholesalers in the United States and to a network of distributors.",Consumer Defensive,US,11/21/1995,Boston Beer,Stock,"['Consumer Defensive', 'Beverages - Brewers', 'Beverages - Alcoholic']","['DEO', 'BREW', 'CCU', 'STZ', 'TAP', 'BUD']",958.4,11733308400.0,Boston Beer Company Inc,$,0,Boston Beer,False,Boston Beer,boston-beer,"$90,000,000,011,733,300,000.00 ",,Boston Beer,0.0,665,S
665.0,12484.0,SAN,Banco Santander S.A. Sponsored ADR,USD,NYSE,Banks Diversified,,Financial Services,ES,,Banco Santander,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['BCS', 'BAC', 'DB', 'HSBC', 'CIB', 'BBVA', 'BSAC', 'ITUB']",2.55944,46045917000.0,Banco Santander S.A. Sponsored ADR (Spain),$,0,Banco Santander,False,Banco Santander,banco-santander,"$90,000,000,046,045,900,000.00 ",,Banco Santander,0.0,666,S
666.0,10542.0,SBAC,SBA Communications Corp,USD,NASDAQ,REIT Specialty,"SBA Communications Corp. is a real estate investment trust, which engages in the provision of wireless communications infrastructures. The company is headquartered in Boca Raton, Florida and currently employs 1,347 full-time employees. The firm's operating segments include site leasing and site development. The site leasing business includes segments, domestic site leasing and international site leasing. The firm's primary business line is its site leasing business. In its site leasing business, the Company leases antenna space to wireless service providers on towers that it owns or operates, and manages rooftop and tower sites for property owners under various contractual arrangements. The firm owns approximately 25,460 towers. The company also manages or leases approximately 5,500 actual or potential towers. The firm's other business line is its site development business, through which it assists wireless service providers in developing and maintaining their own wireless service networks.",Real Estate,US,6/16/1999,SBA Communications,Stock,"['Communication Services', 'Telecom Services']",[],298.59,33156329500.0,SBA Communications Corp,$,0,SBA Communications,False,SBA Communications,sba-communications,"$90,000,000,033,156,300,000.00 ",,SBA Communications,0.0,667,S
667.0,10702.0,SCCO,Southern Copper Corp,USD,NYSE,Copper,"Southern Copper Corp. engages in the development, production, and exploration of copper, molybdenum, zinc, and silver. The company is headquartered in Phoenix, Arizona and currently employs 13,899 full-time employees. The company produces copper and, in the production process, obtains several by-products, including molybdenum, silver, zinc, sulfuric acid and other metals. Its segments include the Peruvian operations, the Mexican open-pit operations and the Mexican underground mining operations segment identified as the IMMSA unit. The Peruvian operations segment includes the Toquepala and Cuajone mine complexes, and the smelting and refining plants, including a metals plant industrial railroad and port facilities that service both mines. The Mexican open-pit operations segment includes the La Caridad and Buenavista mine complexes, and the smelting and refining plants, including a metals plant and a copper rod plant, and support facilities that service both mines. As of December 31, 2016, the Mexican underground mining operations segment included five underground mines that produce zinc, copper, silver and gold, a coal mine and a zinc refinery.",Basic Materials,US,6/18/1905,Southern Copper,Stock,"['Basic Materials', 'Copper', 'Metals & Mining']","['FM', 'TECK', 'BBL', 'FCX', 'RIO', 'BHP']",54.14,41854173000.0,Southern Copper Corp,$,0,Southern Copper,False,Southern Copper,southern-copper,"$90,000,000,041,854,100,000.00 ",,Southern Copper,0.0,668,S
668.0,10727.0,SCHW,Charles Schwab Corp,USD,NYSE,Capital Markets,"The Charles Schwab Corp. is a savings and loan holding company, which engages in the provision of wealth management, securities brokerage, banking, asset management, custody, and financial advisory services. The company is headquartered in San Francisco, California and currently employs 19,800 full-time employees. The Company, through its subsidiaries, engages in wealth management, securities brokerage, banking, money management and financial advisory services. The firm provides financial services to individuals and institutional clients through two segments: Investor Services and Advisor Services. The Investor Services segment provides retail brokerage and banking services, retirement plan services and other corporate brokerage services. The Advisor Services segment provides custodial, trading, and support services as well as retirement business services. The firm offers a range of products to address individuals' varying investment and financial needs. Its product offerings include brokerage, mutual funds, ETFs, advice solutions, banking and trust. Brokerage provides a range of brokerage accounts with cash management capabilities. Mutual funds offer third-party mutual funds through the Mutual Fund Marketplace.",Financial Services,US,3/5/2010,Charles Schwab,Stock,"['Financial Services', 'Capital Markets', 'Brokers & Exchanges']","['SEIC', 'AMTD', 'ETFC', 'MS', 'BAC', 'RJF', 'SF', 'LPLA', 'IBKR']",46.23,86729794000.0,Charles Schwab Corp,$,0,Charles Schwab,False,Charles Schwab,charles-schwab,"$90,000,000,086,729,700,000.00 ",,Charles Schwab,0.0,669,S
669.0,85.0,SE,Sea Limited each,USD,NYSE,Electronic Gaming & Multimedia,"Sea Ltd. (Singapore) is an internet and mobile platform company. The company employs 22,600 full-time employees The firm operates through three segments: digital entertainment, e-commerce and digital financial services. The firm has developed an integrated platform consisting of digital entertainment focused on online games, e-commerce, and digital financial services focused on e-wallet services. Its platforms include Garena, Shopee, and AirPay. Garena provides access to engaging mobile and personal computer (PC) online games, live streaming game play, as well as social features such as user chat and online forums. Shopee is an e-commerce marketplace where users come together to browse, shop and sell on-the-go, anytime, anywhere. AirPay App is the Companyâ€™s digital financial services business that provides e-wallet services to consumers through the AirPay App and to small businesses through the AirPay counter application.",Communication Services,SG,10/20/2017,Sea Ltd,Stock,"['Technology', 'Electronic Gaming & Multimedia', 'Application Software']","['RENN', 'XLK']",169.3,82574041000.0,Sea Limited each representing one,$,Sea Limited,Sea Limited,False,Sea ,sea-limited,"$90,000,000,082,574,000,000.00 ",,Sea,1.0,670,S
670.0,8464.0,SEDG,Solaredge Technologies Inc,USD,NASDAQ,Solar,"SolarEdge Technologies, Inc. engages in the development of smart energy technology. The firm's products include SolarEdge Power Optimizer, SolarEdge Inverter, StorEdge Solutions and SolarEdge Monitoring Software. Its product roadmap consists of categories, including power optimizers, inverters, monitoring services, energy storage and smart energy management. The firm's power optimizers provide module-level maximum power point (MPP) tracking and real-time adjustments of current and voltage to the optimal working point of each individual PV module. The firm's solution consists of a direct current (DC) power optimizer, an inverter and a cloud-based monitoring platform that operates as a single integrated system.",Technology,IL,3/26/2015,SolarEdge Technologies,Stock,"['Technology', 'Solar', 'Semiconductors']","['DIOD', 'TRMB', 'TER', 'ADI', 'XLK']",235.19,12044408800.0,Solaredge Technologies Inc,$,SolarEdge,SolarEdge,False,SolarEdge,solaredge,"$90,000,000,012,044,400,000.00 ",,SolarEdge,0.0,671,S
671.0,6519.0,SEP,Spectra Energy Partners LP,USD,NYSE,Oil & Gas Midstream,,Energy,,,Spectra Energy Partners LP,Stock,"['Energy', 'Oil & Gas Midstream', 'Oil & Gas - Midstream']","['ENB', 'TRP', 'EPD', 'WMB', 'DCP', 'EQT', 'KMI']",35.45,10989500000.0,Spectra Energy Partners LP representing Limited Partner Interests,$,0,Spectra Energy Partners LP,False,Spectra Energy Partners ,spectra-energy,"$90,000,000,010,989,500,000.00 ",,Spectra Energy Partners,1.0,672,S
672.0,9072.0,SGEN,Seattle Genetics Inc,USD,NASDAQ,Biotechnology,"Seattle Genetics, Inc. is a biotechnology company, which engages in the development and commercialization of antibody-based therapies for the treatment of cancer. The company is headquartered in Bothell, Washington and currently employs 1,302 full-time employees. The firm is engaged in the development and sale of pharmaceutical products on its own behalf or in collaboration with others. The firm's marketed product ADCETRIS, or brentuximab vedotin, is an antibody-drug conjugate (ADC). In addition to ADCETRIS, the Company's pipeline includes other clinical-stage ADC programs, such as ASG-22ME, SGN-LIV1A, SGN-CD19A, SGN-CD19B, SGN-CD123A, SGN-352A, and ASG-15ME, as well as two immuno-oncology agents, SEA-CD40, which is based on its sugar-engineered antibody (SEA) technology, and SGN-2FF, which is a small molecule. The company also has multiple preclinical and research-stage programs that employ its technologies, including SGN-CD48A and a preclinical ADC. ADCETRIS is an ADC comprising an anti-CD30 monoclonal antibody attached by a protease-cleavable linker to a microtubule disrupting agent.",Healthcare,US,3/7/2001,Seattle Genetics,Stock,"['Healthcare', 'Biotechnology']","['PGNX', 'CELG', 'IMGN', 'SPPI', 'BIIB', 'CLDX', 'GSK', 'BMY', 'PFE', 'ABBV', 'XLV']",170.75,30563735600.0,Seattle Genetics Inc,$,0,Seattle Genetics,False,Seattle Genetics,seattle-genetics,"$90,000,000,030,563,700,000.00 ",,Seattle Genetics,0.0,673,S
673.0,12510.0,SHG,Shinhan Financial Group Co Ltd ADR,USD,NYSE,Banks Regional,,Financial Services,KR,,Shinhan Financial Group,Stock,"['Financial Services', 'Banks - Regional - Asia', 'Banks']","['KB', 'MFG', 'C']",30.38,14401091600.0,Shinhan Financial Group Co Ltd American Depositary Shares,$,0,Shinhan Financial Group,False,Shinhan Financial ,shinhan-financial,"$90,000,000,014,401,000,000.00 ",,Shinhan Financial,1.0,674,S
674.0,10067.0,SHPG,Shire plc,USD,NASDAQ,Biotechnology,,Healthcare,,,Shire,Stock,"['Healthcare', 'Biotechnology']",['XLV'],179.33,54516320000.0,Shire plc,$,0,Shire,False,Shire,shire,"$90,000,000,054,516,300,000.00 ",,Shire,0.0,675,S
675.0,7774.0,SHW,Sherwin-Williams Co,USD,NYSE,Specialty Chemicals,"The Sherwin-Williams Co. engages in the manufacture and trade of paint and coatings. The company is headquartered in Cleveland, Ohio and currently employs 53,368 full-time employees. The firm's segments are Paint Stores Group, Consumer Group, Global Finishes Group, Latin America Coatings Group and Administrative. The Paint Stores Group markets and sells Sherwin-Williams branded architectural paint and coatings, protective and marine products, original equipment manufacturer (OEM) product finishes and related items. The Consumer Group segment manufactures and distributes a range of paint, coatings and related products. The Global Finishes Group develops, licenses and manufactures a range of protective and marine products, automotive finishes and refinish products, OEM product finishes and related products. The Latin America Coatings Group develops, licenses, manufactures and distributes a range of architectural paint and coatings, protective and marine products, OEM product finishes and related products.",Basic Materials,US,2/11/1964,Sherwin-Williams,Stock,"['Basic Materials', 'Specialty Chemicals', 'Chemicals']","['FUL', 'HD', 'MAS', 'PPG', 'RPM']",727.48,66073002000.0,Sherwin-Williams Co,$,Sherwin-Williams,Sherwin-Williams,False,Sherwin-Williams,sherwin-williams,"$90,000,000,066,073,000,000.00 ",,Sherwin-Williams,0.0,676,S
676.0,12109.0,SIRI,Sirius XM Holdings Inc,USD,NASDAQ,Broadcasting,"Sirius XM Holdings, Inc. is a radio company. The company is headquartered in New York City, New York and currently employs 2,699 full-time employees. Subscribers can also receive music and other channels, and features, such as SiriusXM On Demand and MySXM, over its Internet radio service, including through applications for mobile devices, home devices and other consumer electronic equipment. The company also provides connected vehicle services. The company is developing a product, 360L, which combines its satellite and Internet services into a single, cohesive in-vehicle entertainment experience. The company also offers satellite radio services to customers of certain rental car companies. Its Internet radio service also includes channels and features that are not available on its satellite radio service. As of December 31, 2016, the Company owned a fleet of five satellites: SIRIUS FM-5, SIRIUS FM-6, XM-3, XM-4 and XM-5.",Communication Services,US,9/13/1994,Sirius XM,Stock,"['Consumer Cyclical', 'Broadcasting - Radio', 'Entertainment']","['P', 'TRCO', 'EMMS', 'UONE']",6.18,26261909500.0,Sirius XM Holdings Inc,$,0,Sirius XM,False,Sirius XM,sirius-xm,"$90,000,000,026,261,900,000.00 ",,Sirius XM,0.0,677,S
677.0,11396.0,SIVB,SVB Financial Group,USD,NASDAQ,Banks Regional,"SVB Financial Group is a holding company, which engages in the provision of banking and financial services. The company is headquartered in Santa Clara, California and currently employs 3,460 full-time employees. The firm's segments include Global Commercial Bank, SVB Private Bank and SVB Capital. The Global Commercial Bank segment consists of the operations of its Commercial Bank, and of SVB Wine, SVB Analytics and its Debt Fund Investments. SVB Private Bank is the private banking division of the Bank, which provides a range of personal financial solutions for consumers. SVB Capital is the venture capital investment arm of SVB Financial Group, which focuses primarily on funds management. The Company, through its subsidiaries and divisions, offers a range of banking and financial products and services to clients across the United States. The company offers services in the technology, life science/healthcare, private equity/venture capital and wine industries. The Bank and its subsidiaries, also offer asset management, private wealth management, brokerage and other investment services.",Financial Services,US,10/26/1987,SVB Financial,Stock,"['Financial Services', 'Banks - Regional - US', 'Banks']","['CWBC', 'CATY', 'CVBF', 'HTBK', 'EWBC', 'CVCY', 'BMRC', 'TCF', 'OPB']",328.82,17031857200.0,SVB Financial Group,$,0,SVB Financial,False,SVB Financial,svb-financial,"$90,000,000,017,031,800,000.00 ",,SVB Financial,0.0,678,S
678.0,7630.0,SJM,J M Smucker Co,USD,NYSE,Packaged Foods,"The J. M. Smucker Co. engages in the manufacture and marketing of food and beverage products. The company is headquartered in Orrville, Ohio and currently employs 7,400 full-time employees. The firm's segments include U.S. Retail Coffee, U.S. Retail Consumer Foods, U.S. Retail Pet Foods, and International and Foodservice. The firm's U.S. retail market segments consist of the sale of branded food products to consumers through retail outlets in North America. In the U.S. retail market segments, the Company's products are sold to food retailers, food wholesalers, drug stores, club stores, mass merchandisers, discount and dollar stores, military commissaries, natural foods stores and distributors, and pet specialty stores. In International and Foodservice, the Company's products are distributed domestically and in foreign countries through retail channels and foodservice distributors and operators, such as restaurants, lodging, schools and universities, healthcare operators.",Consumer Defensive,US,10/20/1965,J.M. Smucker,Stock,"['Consumer Defensive', 'Packaged Foods', 'Consumer Packaged Goods']","['FARM', 'HAIN', 'JVA', 'CAG', 'GIS', 'BGS', 'THS', 'KHC']",119.8,13666065400.0,J M Smucker Co,$,J.M. Smucker,J.M. Smucker,False,J.M. Smucker,j-m-smucker,"$90,000,000,013,666,000,000.00 ",,J.M. Smucker,0.0,679,S
679.0,11524.0,SKM,SK Telecom Co. Ltd.,USD,NYSE,Telecom Services,,Communication Services,KR,,SK Telecom,Stock,"['Communication Services', 'Telecom Services']","['TLK', 'KT', 'PHI']",23.11,15101599700.0,SK Telecom Co. Ltd.,$,0,SK Telecom,False,SK Telecom,sk-telecom,"$90,000,000,015,101,500,000.00 ",,SK Telecom,0.0,680,S
680.0,7808.0,SLB,Schlumberger NV,USD,NYSE,Oil & Gas Equipment & Services,"Schlumberger NV engages in the provision of technology for reservoir characterization, drilling, production and processing to the oil and gas industry. The company is headquartered in Houston, Texas and currently employs 105,000 full-time employees. The firm's segments include Reservoir Characterization Group, Drilling Group, Production Group and Cameron Group. The Reservoir Characterization Group consists of the principal technologies involved in finding and defining hydrocarbon resources. The Drilling Group consists of the principal technologies involved in the drilling and positioning of oil and gas wells. The Production Group consists of the principal technologies involved in the lifetime production of oil and gas reservoirs and includes Well Services, Completions, Artificial Lift, Integrated Production Services (IPS) and Schlumberger Production Management (SPM). The Cameron Group consists of the principal technologies involved in pressure and flow control for drilling and intervention rigs, oil and gas wells and production facilities.",Energy,US,2/2/1962,Schlumberger,Stock,"['Energy', 'Oil & Gas Equipment & Services', 'Oil & Gas - Services']","['CKH', 'NOV', 'HAL', 'OII', 'AROC', 'BHGE']",17.71,24652849200.0,Schlumberger NV,$,0,Schlumberger,False,Schlumberger,schlumberger,"$90,000,000,024,652,800,000.00 ",,Schlumberger,0.0,681,S
681.0,8885.0,SLF,Sun Life Financial Inc,CAD,NYSE,Insurance Diversified,"Sun Life Financial, Inc. is a holding company. The company is headquartered in Toronto, Ontario and currently employs 22,318 full-time employees. The firm is a financial services company providing a range of insurance, wealth and asset management solutions to individuals and corporate Clients. The company operates through five segments. The Sun Life Financial Canada segment provides retail insurance and investment advice, products and services to people across Canada. The SLF U.S. segment has three business units: Group Benefits, International and In-force Management. Its Sun Life Financial Asset Management segment consists of MFS Investment Management and Sun Life Investment Management. The SLF Asia segment operates through subsidiaries in the Philippines, Hong Kong, Indonesia and Vietnam, as well as through joint ventures and associates with local partners in the Philippines, India, China and Malaysia. Its Corporate segment includes SLF U.K. and Corporate Support. Corporate Support operations consist of its Run-off reinsurance business.",Financial Services,CA,3/22/2000,Sun Life Financial,Stock,"['Financial Services', 'Insurance - Diversified', 'Insurance']","['MFC', 'MIC', 'PUK', 'AEG', 'AET', 'VOYA']",45.72,26809524200.0,Sun Life Financial Inc,CAD,Sun Life,Sun Life,False,Sun Life,sun-life,"$90,000,000,026,809,500,000.00 ",,Sun Life,0.0,682,S
682.0,12513.0,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored ADR,USD,NYSE,Banks Diversified,,Financial Services,JP,,Sumitomo Mitsui Financial Group Inc Unsponsored,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['BCS', 'STT', 'IBN', 'SHG', 'MUFG', 'MFG', 'C']",6.03,40611930000.0,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),$,0,Sumitomo Mitsui Financial Group Inc Unsponsored,False,Sumitomo Mitsui Financial   Unsponsored,sumitomo-mitsui,"$90,000,000,040,611,900,000.00 ",,Sumitomo Mitsui Financial   Unsponsored,0.0,683,S
683.0,11783.0,SMI,Semiconductor Manufacturing International Corporation ADR,USD,NYSE,Semiconductors,,Technology,,,Semiconductor Manufacturing International ADR,Stock,"['Technology', 'Semiconductors']","['TSEM', 'AMKR', 'TSM', 'IBM', 'UMC', 'XLK']",5.55,15226898925.0,Semiconductor Manufacturing International Corporation ADR,$,0,Semiconductor Manufacturing International ADR,False,Semiconductor Manufacturing  ADR,semiconductor-manufacturing,"$90,000,000,015,226,800,000.00 ",,Semiconductor Manufacturing  ADR,0.0,684,S
684.0,10112.0,SNAP,Snap Inc,USD,NYSE,Internet Content & Information,"Snap, Inc. engages in the operation of its camera platform. The company is headquartered in Santa Monica, California and currently employs 2,884 full-time employees. The Companyâ€™s flagship product, Snapchat, is a camera application that helps people to communicate through short videos and images known as a Snap. The firm provides Camera, Friends Page, Discover, Snap Map, Memories and Spectacles. Snapchat opens directly into the Camera, helping in creating a Snap and sending it to friends. The company offers a range of creative tools that enables people to personalize and add content to their Snaps. Its chat services includes creating and watching stories, chatting with groups, making voice and video calls, and communicating through a range of stickers and Bitmojis. Memories enable users to create Snaps and stories from their saved snaps, as well as their camera roll. The company also offers Spectacles, its sunglasses that make Snap. The Companyâ€™s advertising products include Snap Ads and Sponsored Creative Tools, such as Sponsored Lenses and Sponsored Geofilters.",Communication Services,US,3/2/2017,Snap,Stock,"['Technology', 'Internet Content & Information', 'Online Media']",['XLK'],38.46,57304629000.0,Snap Inc,$,0,Snap,False,Snap,snap,"$90,000,000,057,304,600,000.00 ",,Snap,0.0,685,S
685.0,10471.0,SNN,Smith & Nephew SNATS Inc.,USD,NYSE,Medical Devices,,Healthcare,,,Smith & Nephew SNATS,Stock,"['Healthcare', 'Medical Devices']","['CNMD', 'BSX', 'JNJ', 'SYK', 'EW', 'ZBH', 'XLV']",41.3,18260297700.0,Smith & Nephew SNATS Inc.,$,0,Smith & Nephew SNATS,False,Smith & Nephew SNATS,smith-nephew-snats,"$90,000,000,018,260,200,000.00 ",,Smith & Nephew SNATS,0.0,686,S
