Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
38.0,9568.0,HD,Home Depot Inc,USD,NYSE,Home Improvement Retail,"The Home Depot, Inc. engages in the sale of building materials and home improvement products. The company is headquartered in Atlanta, Georgia and currently employs 413,000 full-time employees. The firm sells an assortment of building materials, home improvement products, and lawn and garden products, and provides various services. The Home Depot stores serves three primary customer groups: do-it-yourself (DIY) customers, do-it-for-me (DIFM) customers and professional customers. Its DIY customers are home owners purchasing products and completing their own projects and installations. The firm assists these customers with specific product and installation questions both in its stores and through online resources and other media designed to provide product and project knowledge. Its DIFM customers are home owners purchasing materials themselves and hiring third parties to complete the project or installation. Professional Customers are primarily professional renovators/remodelers, general contractors, repairmen, installers, small business owners and tradesmen.",Consumer Cyclical,US,4/19/1984,Home Depot,Stock,"['Consumer Cyclical', 'Home Improvement Stores', 'Retail - Apparel & Specialty']","['BLDR', 'LOW', 'LL', 'SHOS']",277.75,313000000000.0,Home Depot Inc,$,0,Home Depot,False,Home Depot,home-depot,"$900,000,000,313,000,000,000.00 ",,Home Depot,0.0,39,H
39.0,11499.0,HDB,HDFC Bank Limited,USD,NYSE,Banks,,Financial Services,,,HDFC Bank,Stock,"['Financial Services', 'Banks - Regional - Asia', 'Banks']",['IBN'],66.49,102000000000.0,HDFC Bank Limited,$,0,HDFC Bank,False,HDFC Bank,hdfc-bank,"$900,000,000,102,000,000,000.00 ",,HDFC Bank,0.0,40,H
40.0,8356.0,HON,Honeywell International Inc,USD,NYSE,Specialty Industrial Machinery,"Honeywell International, Inc. is a software industrial company, which offers industry specific solutions to aerospace and automotive products and services. The company is headquartered in Charlotte, North Carolina and currently employs 114,000 full-time employees. The firm operates through four segments: Aerospace, Home and Building Technologies, Performance Materials and Technologies, and Safety and Productivity Solutions. The firm's Aerospace segment supplies products, software and services for aircraft and vehicles that it sells to original equipment manufacturers (OEMs) and other customers. The Home and Building Technologies segment provides products, software, solutions and technologies that help owners of homes stay connected and in control of their comfort, security and energy use. The Performance Materials and Technologies segment is engaged in developing and manufacturing materials, process technologies and automation solutions. The Safety and Productivity Solutions segment is engaged in providing products, software and connected solutions to customers that manage productivity, workplace safety and asset performance.",Industrials,US,9/19/1985,Honeywell International,Stock,"['Industrials', 'Diversified Industrials', 'Industrial Products']",[],199.29,140000000000.0,Honeywell International Inc,$,Honeywell,Honeywell,False,Honeywell,honeywell,"$900,000,000,140,000,000,000.00 ",,Honeywell,0.0,41,H
41.0,9251.0,HSBC,HSBC Holdings plc.,USD,NYSE,Banks Diversified,,Financial Services,GB,,HSBC Holdings.,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['TD', 'BCS', 'SAN', 'BAC', 'DB', 'JPM', 'BBD', 'ITUB', 'C']",25.31,104000000000.0,HSBC Holdings plc.,$,0,HSBC Holdings.,False,HSBC Holdings.,hsbc,"$900,000,000,104,000,000,000.00 ",,HSBC Holdings.,0.0,42,H
413.0,7813.0,HAL,Halliburton Co,USD,NYSE,Oil & Gas Equipment & Services,"Halliburton Co. engages in the provision of services and products to the energy industry related to the exploration, development, and production of oil and natural gas. The company is headquartered in Houston, Texas and currently employs 60,000 full-time employees. The company operates through two segments: the Completion and Production segment, and the Drilling and Evaluation segment. The Completion and Production segment delivers cementing, stimulation, intervention, pressure control, specialty chemicals, artificial lift and completion services. The Drilling and Evaluation segment provides field and reservoir modeling, drilling, evaluation and wellbore placement solutions that enable customers to model, measure, drill and optimize their well construction activities. The company serves national and independent oil and natural gas companies. As of December 31, 2016, it had conducted business in approximately 70 countries around the world.",Energy,US,9/15/1948,Halliburton,Stock,"['Energy', 'Oil & Gas Equipment & Services', 'Oil & Gas - Services']","['CKH', 'SPN', 'NOV', 'SLB', 'NR', 'OII', 'RES', 'TTI', 'RDS.A', 'BHGE']",14.18,12535219200.0,Halliburton Co,$,Halliburton,Halliburton,False,Halliburton,halliburton,"$90,000,000,012,535,200,000.00 ",,Halliburton,0.0,414,H
414.0,9961.0,HAS,Hasbro Inc,USD,NASDAQ,Leisure,"Hasbro, Inc. engages in the provision of children and family leisure time products and services with a portfolio of brands and entertainment properties. The company is headquartered in Pawtucket, Rhode Island and currently employs 5,800 full-time employees. The firm's operating segments include the U.S. and Canada, International, and Entertainment and Licensing. From toys and games to content development, including television programming, motion pictures, digital gaming and a consumer products licensing program, Hasbro fulfills the fundamental need for play and connection for children and families around the world. The firm's U.S. and Canada segment is engaged in the marketing and sale of its products in the United States and Canada. The International segment is engaged in the marketing and sale of the Company's product categories to retailers and wholesalers in most countries in Europe, Latin and South America, and the Asia Pacific region and through distributors in those countries where it has no direct presence. The Entertainment and Licensing segment includes the Company's consumer products licensing, digital gaming, television and movie entertainment operations.",Consumer Cyclical,US,6/23/1999,Hasbro,Stock,"['Consumer Cyclical', 'Leisure', 'Travel & Leisure']","['JAKK', 'EA', 'MAT', 'SGMS', 'ATVI', 'DIS', 'VIAB', 'PTE']",86.53,11856601100.0,Hasbro Inc,$,0,Hasbro,False,Hasbro,hasbro,"$90,000,000,011,856,600,000.00 ",,Hasbro,0.0,415,H
415.0,8534.0,HBAN,Huntington Bancshares Inc,USD,NASDAQ,Banks Regional,"Huntington Bancshares, Inc. operates as a bank holding company. The company is headquartered in Columbus, Ohio and currently employs 15,659 full-time employees. Through its subsidiaries, including its bank subsidiary, The Huntington National Bank (the Bank), the Company provides commercial and consumer banking services, mortgage banking services, automobile financing, recreational vehicle and marine financing, equipment leasing, investment management, trust services, brokerage services, insurance programs, and other financial products and services. Its segments include Consumer and Business Banking, Commercial Banking, Commercial Real Estate and Vehicle Finance, Regional Banking and The Huntington Private Client Group, Home Lending and Treasury/Other. The Bank offers commercial and consumer loans. Its consumer loans include automobile, home equity, residential mortgage, and recreational vehicle (RV) and marine finance loans. The company offers demand deposits-noninterest-bearing, demand deposits-interest-bearing, money market deposits, and savings and other domestic deposits.",Financial Services,US,9/18/2009,Huntington Bancshares,Stock,"['Financial Services', 'Banks - Regional - US', 'Banks']","['OVBC', 'UBOH', 'FITB', 'FFBC', 'WSBC', 'BBT', 'BAC', 'FNB', 'PRK', 'LCNB']",11.64,11841488900.0,Huntington Bancshares Inc,$,Huntington Bank,Huntington Bank,False,Huntington Bank,huntington-bank,"$90,000,000,011,841,400,000.00 ",,Huntington Bank,0.0,416,H
416.0,11973.0,HBANO,Huntington Bancshares Incorporated Depositary Shares,USD,NASDAQ,Banks Regional,,Financial Services,US,,Huntington Bancshares Depositary Shares,Stock,"['Financial Services', 'Banks - Regional - US', 'Banks']",[],25.67,13331047400.0,Huntington Bancshares Incorporated Depositary Shares,$,0,Huntington Bancshares Depositary Shares,False,Huntington Bancshares Depositary Shares,huntington-banc,"$90,000,000,013,331,000,000.00 ",,Huntington Bancshares Depositary Shares,0.0,417,H
417.0,9245.0,HCA,HCA Healthcare Inc,USD,NYSE,Medical Care Facilities,"HCA Healthcare, Inc. is a health care services company, which engages in operating hospitals, freestanding surgery centers and emergency rooms, and urgent care centers. The company is headquartered in Nashville, Tennessee and currently employs 262,000 full-time employees. The Company, through its subsidiaries, owns and operates hospitals and related healthcare entities. As of December 31, 2016, the Company operated in two geographically organized groups, including the National and American Groups. As of December 31, 2016, the National Group included 84 hospitals, which were located in Alaska, California, Florida, southern Georgia, Idaho, Indiana, northern Kentucky, Nevada, New Hampshire, South Carolina, Utah and Virginia. As of December 31, 2016, the American Group included 80 hospitals, which were located in Colorado, northern Georgia, Kansas, southern Kentucky, Louisiana, Mississippi, Missouri, Oklahoma, Tennessee and Texas. As of December 31, 2016, the Company operated six hospitals in England. The firm owns, manages or operates hospitals, freestanding surgery centers and freestanding emergency care facilities, walk-in clinics, diagnostic and imaging centers, among others.",Healthcare,US,3/10/2011,HCA Healthcare,Stock,"['Healthcare', 'Medical Care', 'Health Care Providers']","['LPNT', 'UHS', 'CYH', 'THC', 'XLV']",145.47,49223414000.0,HCA Healthcare Inc,$,0,HCA Healthcare,False,HCA Healthcare,hca-healthcare,"$90,000,000,049,223,400,000.00 ",,HCA Healthcare,0.0,418,H
418.0,11271.0,HCP,HCP Inc.,USD,NYSE,REITs,,Real Estate,,,HCP,Stock,"['Real Estate', 'REIT - Healthcare Facilities', 'REITs']","['VTR', 'UHT', 'SBRA', 'DOC', 'TIPT', 'HTA', 'WELL']",31.57,15089923100.0,HCP Inc.,$,0,HCP,False,HCP,hcp,"$90,000,000,015,089,900,000.00 ",,HCP,0.0,419,H
