Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
7363.0,529.0,2CRSI.PA,2Crsi SA,EUR,EURONEXT,Computer Hardware,"2CRSI SA designs and manufactures computer servers. The company is headquartered in Strasbourg, Grand Est and currently employs 136 full-time employees. Its portfolio of solutions includes Data Centers, which provides customers with smarter storage; Independent Software Vendors (ISV), which enables users to create solutions that optimize customers' data experience; Industries, which provides information technology (IT) equipment for a number of industries, including the aerospace, petroleum, oil & gas and healthcare sectors, among others. Additionally, 2Crsi manufactures a range of products, which includes servers, storage solutions, converged platform, appliances and micro clusters. Its customers include OVH, Free, Dassault Group, CGG Veritas, and many independent software vendors, data centers, distributors, and other businesses, among others.",Technology,FR,6/22/2018,2Crsi SA,Stock,,,3.83,54412424.0,2Crsi SA,€,0,2Crsi SA,False,2Crsi SA,2crsi-sa,"$154,412,424.00 ",,2Crsi SA,0.0,7364,2
,,2003.HK,VCREDIT Holdings Ltd,HKD,HKSE,Diversified Financials,"VCREDIT Holdings Limited, an investment holding company, provides online consumer finance services to prime and near-prime borrowers in China. The company offers credit card balance transfer and consumption credit products. It also provides loan facilitation, guarantee, micro credit, and financial leasing services, as well as technology services. The company was formerly known as Vision Capital Group Limited. VCREDIT Holdings Limited was founded in 2006 and is headquartered in Admiralty, Hong Kong.",Financial Services,CN,6/21/2018,VCREDIT Holdings Ltd,,,,6.0,2958744060.0,VCREDIT Holdings Ltd,HKD,VCREDIT Holdings Ltd,VCREDIT Holdings Ltd,,VCREDIT Holdings Ltd,2003.hk,,,VCREDIT Holdings Ltd,,9899,2
,,2202.HK,"China Vanke Co., Ltd.",HKD,HKSE,Real Estate,"China Vanke Co., Ltd., a real-estate company, develops and sells properties in the People's Republic of China. The company operates through Property Development and Property Management segments. It develops residential, retail, and office properties; and other ancillary facilities. The company also provides property management and related services to purchasers and tenants of its own developed residential properties and shopping arcades, as well as to the external property developers; and undertakes construction contracts. In addition, it is involved in logistics and warehousing, ski resorts, education, and elderly care activities; and rents housing properties. China Vanke Co., Ltd. was founded in 1984 and is headquartered in Shenzhen, the People's Republic of China.",Real Estate,CN,,"China Vanke Co., Ltd.",,,,29.5,394000000000.0,"China Vanke Co., Ltd.",HKD,"China Vanke Co., Ltd.","China Vanke Co., Ltd.",,"China Vanke Co., Ltd.",2202.hk,,,"China Vanke Co., Ltd.",,9905,2
,,2000.HK,SIM Technology Group Ltd,HKD,HKSE,Technology Hardware & Equipment,"SIM Technology Group Limited, an investment holding company, primarily designs, develops, manufactures, and sells handsets and Internet of Things (IOT) terminals. It operates through six segments: Handsets and IOT Terminals Business, Electronic Manufacturing Services Business, IOT System and Online-to-Offline Business, Intelligent Manufacturing Business, Property Development, and Property Management. The company also offers electronic manufacturing services; and intelligent manufacturing products. In addition, it provides goods to vending machine customers and franchisees; and procurement agency and equipment finance lease services. Further, the company develops automated test equipment; trades in snacks; and holds land use rights. Additionally, it engages in the property development and management activities; and design and construction of smart homes. The company has operations in the People's Republic of China, Europe, the United States, Hong Kong, and other Asian countries. SIM Technology Group Limited was founded in 1986 and is headquartered in Kwun Tong, Hong Kong.",Communications,CN,6/30/2005,SIM Technology Group Ltd,,,,0.46,1087941500.0,SIM Technology Group Ltd,HKD,SIM Technology Group Ltd,SIM Technology Group Ltd,,SIM Technology Group Ltd,2000.hk,,,SIM Technology Group Ltd,,9926,2
,,2001.HK,China New Higher Education Group Ltd,HKD,HKSE,Consumer Services,"China New Higher Education Group Limited, an investment holding company, provides higher education services in various fields of applied sciences in the People's Republic of China. The company operates education institutions under the Yunnan School, Guizhou School, Northeast School, Central China School, Guangxi School, Henan School, and Gansu College names. It also offers technical and management consultancy services. The company was founded in 1999 and is headquartered in Beijing, the People's Republic of China.",Diversified Consumer Services,CN,4/19/2017,China New Higher Education Group Ltd,,,,5.31,8418845200.0,China New Higher Education Group Ltd,HKD,China New Higher Education Group Ltd,China New Higher Education Group Ltd,,China New Higher Education Group Ltd,2001.hk,,,China New Higher Education Group Ltd,,9927,2
,,2002.HK,China Sunshine Paper Holdings Co Ltd,HKD,HKSE,Materials,"China Sunshine Paper Holdings Company Limited, together with its subsidiaries, produces and sells paper products in the People's Republic of China and internationally. It offers white top linerboard that is used to provide the outer facing surface of the corrugating medium; coated white top linerboards; and core boards that are used as base for various products, such as paper and yarn. The company also provides premium medium papers, which are used to shape corrugated boards into micro flute, profiled flute, center liner, and other products; and specialty papers that are used for medium and high density fiberboards, multi-layer plywood, particle boards and armour layers, surface layers, and bottom layers of artificial boards, as well as preprint products, paper bags, and carton boxes. In addition, it trades in paper products and waste materials; provides transportation, package design, medicine packaging design, and business factoring services; generates and supplies electricity and steam; and operates hotel. The company was founded in 2000 and is based in Weifang, the People's Republic of China.",Packaging,CN,12/12/2007,China Sunshine Paper Holdings Co Ltd,,,,2.32,1900919810.0,China Sunshine Paper Holdings Co Ltd,HKD,China Sunshine Paper Holdings Co Ltd,China Sunshine Paper Holdings Co Ltd,,China Sunshine Paper Holdings Co Ltd,2002.hk,,,China Sunshine Paper Holdings Co Ltd,,9928,2
,,2005.HK,SSY Group Ltd,HKD,HKSE,"Pharmaceuticals, Biotechnology & Life Sciences","SSY Group Limited, an investment holding company, researches, develops, manufactures, and sells various pharmaceutical products to hospitals and distributors in the People's Republic of China and internationally. The company offers intravenous infusion solutions, including non-PVC soft bags, upright soft bags, PP plastic bottles, and glass bottle infusion solutions, as well as ampoule injections. It also provides small volume injections, oral preparations, Chinese medicine preparations, and biological preparations, as well as bulk pharmaceutical products and medical materials. In addition, the company is involved in the research, development, and consulting of pharmaceutical technology; provision of logistics services for pharmaceutical products; and food, beverages, and catering business. It sells its products under Shimen brand name. The company was formerly known as Lijun International Pharmaceutical (Holding) Co., Ltd. and changed its name to SSY Group Limited in May 2015. The company was incorporated in 2004 and is headquartered in Wanchai, Hong Kong. SSY Group Limited is a subsidiary of China Pharmaceutical Co., Ltd.",Pharmaceuticals,HK,12/20/2005,SSY Group Ltd,,,,4.5,13621815300.0,SSY Group Ltd,HKD,SSY Group Ltd,SSY Group Ltd,,SSY Group Ltd,2005.hk,,,SSY Group Ltd,,9930,2
,,2006.HK,Shanghai Jin Jiang Capital Co Ltd,HKD,HKSE,Consumer Services,"Shanghai Jin Jiang Capital Company Limited, together with its subsidiaries, engages in the hotel, passenger transportation vehicles and logistics, and travel agency businesses. The company operates through Full Service Hotels, Select Service Hotels, Food and Restaurants, Passenger Transportation Vehicles and Logistics, Travel Agency, and Other Operations segments. It owns, operates, and manages full service hotels, as well as franchises self-owned select service hotels. As of December 31, 2019, the company owned or managed 8,606 hotels with a total of 873,594 guest rooms located in 66 countries worldwide. It also operates fast food or upscale restaurants; and produces moon cakes. In addition, the company provides vehicle operating, refrigerated logistics, freight forwarding, and related services; and trades in automobiles, as well as offers vehicle rental services. Further, it offers travel agency and related services. The company was formerly known as Shanghai Jin Jiang International Hotels (Group) Company Limited and changed its name to Shanghai Jin Jiang Capital Company Limited in July 2019. The company was founded in 1995 and is based in Shanghai, the People's Republic of China. Shanghai Jin Jiang Capital Company Limited is a subsidiary of Jin Jiang International Holdings Company Limited.","Hotels, Restaurants & Leisure",CN,12/15/2006,Shanghai Jin Jiang Capital Co Ltd,,,,1.54,8571639800.0,Shanghai Jin Jiang Capital Co Ltd,HKD,Shanghai Jin Jiang Capital Co Ltd,Shanghai Jin Jiang Capital Co Ltd,,Shanghai Jin Jiang Capital Co Ltd,2006.hk,,,Shanghai Jin Jiang Capital Co Ltd,,9931,2
,,2007.HK,Country Garden Holdings Co Ltd,HKD,HKSE,Real Estate,"Country Garden Holdings Company Limited, an investment holding company, invests, develops, and constructs real estae properties primarily in Mainland China. The company operates through two segments, Property Development and Construction. It develops residential projects, such as townhouses and condos; and car-parks and retail shops. The company also develops, operates, and manages hotels. In addition, it is researches and develops robot intelligence; develops electronic hardware and biomass energy; sells food; and provides interior decoration, landscape design, agriculture and animal husbandry, investment consulting, cultural activity planning, and real estate consulting services. Country Garden Holdings Company Limited was founded in 1992 and is headquartered in Foshan, the People's Republic of China.",Real Estate,CN,4/20/2007,Country Garden Holdings Co Ltd,,,,9.26,204000000000.0,Country Garden Holdings Co Ltd,HKD,Country Garden Holdings Co Ltd,Country Garden Holdings Co Ltd,,Country Garden Holdings Co Ltd,2007.hk,,,Country Garden Holdings Co Ltd,,9932,2
,,2008.HK,Phoenix Media Investment (Holdings) Ltd,HKD,HKSE,Media & Entertainment,"Phoenix Media Investment (Holdings) Limited, an investment holding company, provides satellite television broadcasting services in the People's Republic of China and internationally. The company operates in five segments: Television Broadcasting, Internet Media, Outdoor Media, Real Estate, and Other Activities. The Television Broadcasting segment engages in broadcasting television programs and commercials; and provision of promotion activities through the operation of Phoenix Chinese and Phoenix InfoNews channels, as well as Phoenix Movies, Phoenix North America Chinese, Phoenix Chinese News and Entertainment, Phoenix Hong Kong, and other channels. The Internet Media segment offers website portal and value-added telecommunication services. The Outdoor Media segment provides outdoor advertising services. The Real Estate segment is involved in the property development and investment activities. The Other Activities segment offers program production and ancillary services, merchandising services, magazine publication and distribution, and other related services. It also provides radio broadcasting; research and development; cultural development; software and games development; trademark and property holding; hotel management; publishing and distributing periodicals; technical and financial consulting; aircraft chartering; exhibition; data technology; technology promotion; programme production; mobile value-add; capital market; and management and related services. Phoenix Media Investment (Holdings) Limited was founded in 1996 and is headquartered in Tai Po, Hong Kong.",Media,HK,6/30/2000,Phoenix Media Investment (Holdings) Ltd,,,,1.13,5642620900.0,Phoenix Media Investment (Holdings) Ltd,HKD,Phoenix Media Investment (Holdings) Ltd,Phoenix Media Investment (Holdings) Ltd,,Phoenix Media Investment (Holdings) Ltd,2008.hk,,,Phoenix Media Investment (Holdings) Ltd,,9933,2
