Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
96.0,10117.0,V,Visa Inc,USD,NYSE,Credit Services,"Visa, Inc. engages in the provision of digital payment services. The company is headquartered in San Francisco, California and currently employs 19,500 full-time employees. The firm operates through payment services segment. The firm enables global commerce through the transfer of value and information among the participants. The firm's transaction processing network facilitates authorization, clearing and settlement of payment transactions and enables to provide its financial institution and merchant clients a range of products, platforms and value-added services. The firm is a retail electronic payment network based on payments volume, number of transactions and number of cards in circulation. Its products/services include core products, processing infrastructure, transaction processing services, digital products, merchant products, and risk products and payment security initiatives.",Financial Services,US,3/19/2008,Visa,Stock,"['Financial Services', 'Credit Services']","['EBAY', 'UEPS', 'FIS', 'MA', 'WEX']",212.7,466000000000.0,Visa Inc,$,0,Visa,False,Visa,visa,"$900,000,000,466,000,000,000.00 ",,Visa,0.0,V
97.0,10652.0,VSM,Versum Materials Inc.,USD,NYSE,Chemicals,,Basic Materials,,,Versum Materials,Stock,"['Basic Materials', 'Chemicals']",['TAIT'],10.31,127000000000.0,Versum Materials Inc.,$,0,Versum Materials,False,Versum Materials,versum-materials,"$900,000,000,127,000,000,000.00 ",,Versum Materials,0.0,V
98.0,8477.0,VZ,Verizon Communications Inc,USD,NYSE,Telecom Services,"Verizon Communications, Inc. is a holding company, which engages in the provision of communications, information, and entertainment products and services to consumers, businesses, and governmental agencies. The company is headquartered in New York City, New York and currently employs 135,400 full-time employees. The Company, through its subsidiaries, provides communications, information and entertainment products and services to consumers, businesses and governmental agencies. Its segments include Wireless and Wireline. The Wireless segment offers communications products and services, including wireless voice and data services and equipment sales, to consumer, business and government customers across the United States. The Wireline segment offers voice, data and video communications products and services, such as broadband video, data center and cloud services, security and managed network services, and local and long distance voice services. The firm has combined Yahoo! Inc.’s operating assets with its existing AOL Inc. business to create a new subsidiary, Oath Inc., owns a diverse house of more than 50 media and technology brands. The Oath portfolio includes HuffPost, Yahoo Sports, AOL.com, MAKERS, Tumblr, Yahoo Finance and Yahoo Mail.",Communication Services,US,2/15/1984,Verizon Communications,Stock,"['Communication Services', 'Telecom Services']","['SHEN', 'AAPL', 'USM', 'T', 'TDS', 'VOD', 'SPOK', 'GOOGL', 'TMUS']",61.0,252000000000.0,Verizon Communications Inc,$,Verizon,Verizon,False,Verizon,verizon,"$900,000,000,252,000,000,000.00 ",,Verizon,0.0,V
768.0,12499.0,VALE,VALE S.A. ADR Each,USD,NYSE,Metals & Mining,,Basic Materials,,,VALE Each,Stock,"['Basic Materials', 'Industrial Metals & Minerals', 'Metals & Mining']","['TECK', 'BBL', 'SID', 'RIO', 'BHP', 'MT']",11.84,60738134000.0,VALE S.A. American Depositary Shares Each Representing one,$,0,VALE Each,False,VALE Each,vale-each,"$90,000,000,060,738,100,000.00 ",,VALE Each,0.0,V
769.0,8476.0,VAR,Varian Medical Systems Inc,USD,NYSE,Medical Instruments & Supplies,"Varian Medical Systems, Inc. engages in the manufacture of medical devices and software for treating cancer and other medical conditions. The company is headquartered in Palo Alto, California and currently employs 10,062 full-time employees. The firm also has Varian Particle Therapy (VPT) and the operations of the Ginzton Technology Center (GTC). Its VPT business develops, designs, manufactures, sells and services products and systems for delivering proton therapy, another form of external beam radiotherapy using proton beams for the treatment of cancer. Its ProBeam system is capable of delivering intensity modulated proton therapy (IMPT) using pencil beam scanning technology. Its ProBeam Compact is a single room proton therapy product. Through its subsidiary, Cooperative CL Enterprises, the Company distributes radiotherapy equipments in Taiwan.",Healthcare,US,9/14/1959,Varian Medical Systems,Stock,"['Healthcare', 'Medical Instruments & Supplies', 'Medical Instruments & Equipment']","['HOLX', 'ARAY', 'RMD', 'BDX', 'GE', 'TMO', 'PHG', 'ISR', 'ICAD', 'LLL', 'XLV']",173.43,15810103300.0,Varian Medical Systems Inc,$,Varian,Varian,False,Varian,varian,"$90,000,000,015,810,100,000.00 ",,Varian,0.0,V
770.0,9389.0,VEEV,Veeva Systems Inc,USD,NYSE,Health Information Services,"Veeva Systems, Inc. provides industry-specific, cloud-based software solutions for the life sciences industry. The company is headquartered in Pleasanton, California and currently employs 2,553 full-time employees. The firm offers solutions for a range of requirements within life sciences companies, including multichannel customer relationship management, regulated content and information management, master data management and customer data. The firm offers solutions to areas, including the Veeva CRM family of applications for multichannel customer relationship management to enable coordinated and personalized customer engagement through multiple touch points; Veeva Vault for regulated content management and information management solutions to enable the management of content-centric processes; the Veeva Network master data management solutions for the management of customer master and product master data, and Veeva's data and data services offerings, including Veeva OpenData for customer reference data and Veeva KOL Data for data.",Healthcare,US,10/16/2013,Veeva Systems,Stock,"['Technology', 'Health Information Services', 'Application Software']","['MSFT', 'CERN', 'HSTM', 'CPSI', 'NUAN', 'MODN', 'CSLT', 'DXC', 'XLK']",272.56,41109135000.0,Veeva Systems Inc,$,Veeva Systems,Veeva Systems,False,Veeva Systems,veeva-systems,"$90,000,000,041,109,100,000.00 ",,Veeva Systems,0.0,V
771.0,7876.0,VFC,VF Corp,USD,NYSE,Apparel Manufacturing,"VF Corp. designs, produces, procures, markets and distributes lifestyle apparel, footwear and related products. The company is headquartered in Greenwood Village, Colorado and currently employs 75,000 full-time employees. Corporation is engaged in the design, production, procurement, marketing and distribution of branded lifestyle apparel, footwear and related products. The firm's segments include Outdoor & Action Sports, Jeanswear, Imagewear and Sportswear. The company owns a portfolio of brands in the outerwear, footwear, denim, backpack, luggage, accessory, sportswear, occupational and performance apparel categories. Its products are marketed to consumers shopping in specialty stores, department stores, national chains, mass merchants and its own direct-to-consumer operations. Its direct-to-consumer business includes concession retail stores and e-commerce sites. Its brands sell products in international markets through licensees, distributors and independently-operated partnership stores. Its brands primarily include The North Face, Vans, Timberland, and Kipling.",Consumer Cyclical,US,7/25/1966,V.F.,Stock,"['Consumer Cyclical', 'Apparel Manufacturing', 'Manufacturing - Apparel & Furniture']","['GIL', 'CHKE', 'NKE', 'HBI', 'PVH', 'RL', 'VNCE', 'TPR']",76.99,30026407900.0,VF Corp,$,VF,VF,False,VF,vf,"$90,000,000,030,026,400,000.00 ",,VF,0.0,V
772.0,7225.0,VIAC,ViacomCBS Inc,USD,NASDAQ,Entertainment,"ViacomCBS, Inc. operates as a mass media company, which creates and distributes content across a variety of platforms to audiences around the world. The company is headquartered in New York City, New York and currently employs 12,770 full-time employees. The firm is focused on creating premium content and experiences for audiences worldwide. The company operates through various brands, including CBS, Showtime Networks, Paramount Pictures, Nickelodeon, MTV, Comedy Central, BET, CBS All Access, Pluto TV and Simon & Schuster, among others. The company also offers production, distribution and advertising solutions for partners across five continents. BET is the primary channel of BET Networks, that provides entertainment, music, news and public affairs television programming for the African-American audience. CBS Sports brand is a broadcaster of television sports. Its Paramount Pictures brand is a producer and global distributor of filmed entertainment. Its CBS Television Studios is a supplier of programming with more than 70 series in production across broadcast and cable networks, streaming services and other platforms. Its brands also include Bellator MMA and COLORS.",Communication Services,US,4/8/1999,ViacomCBS Inc,Stock,,,30.2,18726385700.0,ViacomCBS Inc,$,ViacomCBS,ViacomCBS,False,ViacomCBS,viacomcbs,"$90,000,000,018,726,300,000.00 ",,ViacomCBS,0.0,V
773.0,7226.0,VIACA,ViacomCBS Inc.,USD,NASDAQ,Entertainment,,Communication Services,US,,ViacomCBS Inc.,Stock,,,31.61,18592843800.0,ViacomCBS Inc.,$,ViacomCBS,ViacomCBS,False,ViacomCBS,viacomcbs,"$90,000,000,018,592,800,000.00 ",,ViacomCBS,0.0,V
774.0,9201.0,VICI,VICI Properties Inc,USD,NYSE,REIT Diversified,"VICI Properties, Inc. owns, acquires and develops gaming, hospitality and entertainment properties. The company is headquartered in New York City, New York and currently employs 140 full-time employees. The company operates through two segments: real property business and golf course business. The firm's portfolio consists of approximately 27 properties, including Caesars Palace Las Vegas and Harrah’s Las Vegas. The entertainment facilities are leased to various brands. Across more than 40 million square feet, its properties are located in nine states, containing approximately 15,500 hotel rooms and features more than 150 restaurants, bars and nightclubs. Its portfolio also includes approximately 34 acres of undeveloped land adjacent to the Strip that is leased to Caesars. The firm also owns and operates four championship golf courses.",Real Estate,US,10/17/2017,VICI Properties,Stock,"['Real Estate', 'REIT - Diversified', 'REITs']",[],25.4,13631418400.0,VICI Properties Inc,$,0,VICI Properties,False,VICI Properties,vici-properties,"$90,000,000,013,631,400,000.00 ",,VICI Properties,0.0,V
