Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
99.0,10918.0,WFC,Wells Fargo & Co,USD,NYSE,Banks Diversified,"Wells Fargo & Co. is a diversified, community-based financial services company. The company is headquartered in San Francisco, California and currently employs 261,400 full-time employees. The firm is a diversified financial services company. The company has three operating segments: Community Banking, Wholesale Banking, and Wealth and Investment Management. The firm offers its services under three categories: personal, small business and commercial. The company provides retail, commercial and corporate banking services through banking locations and offices, the Internet and other distribution channels to individuals, businesses and institutions in all 50 states, the District of Columbia and in other countries. The company provides other financial services through its subsidiaries engaged in various businesses, including wholesale banking, mortgage banking, consumer finance, equipment leasing, agricultural finance, commercial finance, securities brokerage and investment banking, computer and data processing services, investment advisory services, mortgage-backed securities servicing and venture capital investment.",Financial Services,US,12/10/1962,Wells Fargo,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['GSBC', 'KEY', 'BAC', 'PNC', 'TCF', 'JPM', 'USB', 'FHN', 'RF', 'C']",24.19,100000000000.0,Wells Fargo & Co,$,0,Wells Fargo,False,Wells Fargo,wells-fargo,"$900,000,000,100,000,000,000.00 ",,Wells Fargo,0.0,100,W
100.0,9912.0,WMT,Walmart Inc,USD,NYSE,Discount Stores,"Walmart, Inc. engages in retail and wholesale business. The company is headquartered in Bentonville, Arkansas and currently employs 2,200,000 full-time employees. The firm offers an assortment of merchandise and services at everyday low prices (EDLP). The firm operates through three segments: Walmart U.S., Walmart International and Sam's Club. The Walmart U.S. segment includes the Company's mass merchant concept in the United States operating under the Walmart brands, as well as digital retail. The Walmart International segment consists of the Company's operations outside of the United States, including various retail Websites. The Sam's Club segment includes the warehouse membership clubs in the United States, as well as samsclub.com. The firm operates approximately 11,600 stores under 59 banners in 28 countries and e-commerce Websites in 11 countries.",Consumer Defensive,US,8/25/1972,Walmart,Stock,"['Consumer Defensive', 'Discount Stores', 'Retail - Defensive']","['AMZN', 'COST', 'EBAY', 'DLTR', 'KSS', 'JCP', 'TGT', 'M', 'DG']",147.98,419000000000.0,Walmart Inc,$,0,Walmart,False,Walmart,walmart,"$900,000,000,419,000,000,000.00 ",,Walmart,0.0,101,W
786.0,9913.0,W,Wayfair Inc,USD,NYSE,Internet Retail,"Wayfair, Inc. engages in an online home furnishing store. The company is headquartered in Boston, Massachusetts and currently employs 12,124 full-time employees. The firm operates through two segments: U.S. and International. The U.S. segment consists of amounts earned through product sales through the Company's five sites in the United States and through sites operated by third parties in the United States. The International segment consists of amounts earned through product sales through its international sites. The company has an online selection of furniture, decor, decorative accents, housewares, seasonal decor and other home goods. As of December 31, 2016, it had offered five sites, including Websites, mobile-optimized Websites and mobile applications: Wayfair, Joss & Main, AllModern, DwellStudio and Birch Lane. Wayfair is an online destination for all things home. Birch Lane offers a collection of furnishings and home decor. Its sites feature certain products under its house brands, such as Three Posts and Mercury Row.",Consumer Cyclical,US,10/2/2014,Wayfair,Stock,"['Consumer Cyclical', 'Specialty Retail', 'Retail - Apparel & Specialty']","['CONN', 'PIR', 'PRTY', 'BOOT']",251.74,25035040800.0,Wayfair Inc,$,0,Wayfair,False,Wayfair,wayfair,"$90,000,000,025,035,000,000.00 ",,Wayfair,0.0,787,W
787.0,10207.0,WAB,Westinghouse Air Brake Technologies Corp,USD,NYSE,Railroads,"Westinghouse Air Brake Technologies Corp. engages in the provision of equipment, systems, and value-added services for the rail industry. The company is headquartered in Pittsburgh, Pennsylvania and currently employs 18,000 full-time employees. The firm's segments include the Freight Segment and the Transit Segment. The Freight Segment primarily manufactures and services components for new and existing freight cars and locomotives, builds new switcher locomotives, rebuilds freight locomotives, supplies railway electronics, positive train control equipment, signal design and engineering services, and provides related heat exchange and cooling systems. The Transit Segment primarily manufactures and services components for new and existing passenger transit vehicles, typically regional trains, high speed trains, subway cars, light-rail vehicles and buses, builds new commuter locomotives, refurbishes subway cars, provides heating, ventilation, and air conditioning equipment, and doors for buses and subways.",Industrials,US,6/15/1995,Westinghouse Air Brake Technologies,Stock,"['Industrials', 'Railroads', 'Transportation & Logistics']","['RAIL', 'ARII', 'GBX', 'GE', 'TRN']",68.11,12963103700.0,Westinghouse Air Brake Technologies Corp,$,0,Westinghouse Air Brake Technologies,False,Westinghouse Air Brake Tech,westinghouse-air,"$90,000,000,012,963,100,000.00 ",,Westinghouse Air Brake Tech,0.0,788,W
788.0,11190.0,WAT,Waters Corp,USD,NYSE,Diagnostics & Research,"Waters Corp. is a measurement company, which engages in the analytical workflow solutions involving liquid chromatography, mass spectrometry and thermal analysis innovations. The company is headquartered in Milford, Massachusetts and currently employs 7,200 full-time employees. The firm operates through two segments: Waters and TA. The company designs, manufactures, sells and services high performance liquid chromatography (HPLC), ultra performance liquid chromatography (UPLC and together with HPLC, referred to as LC) and mass spectrometry (MS) technology systems and support products, including chromatography columns, other consumable products and post-warranty service plans. The company also designs, manufactures, sells and services thermal analysis, rheometry and calorimetry instruments through its TA product line. The company is also a developer and supplier of software-based products that interface with the Company's instruments, as well as other suppliers' instruments. Its LC and LC-MS instruments are utilized in a range of industries to detect, identify, monitor and measure the chemical, physical and biological composition of materials, and to purify a range of compounds.",Healthcare,US,11/17/1995,Waters,Stock,"['Healthcare', 'Diagnostics & Research', 'Medical Diagnostics & Research']","['MTSC', 'HBIO', 'BRKR', 'MTD', 'A', 'BIO', 'DHR', 'GE', 'TMO', 'PKI', 'XLV']",223.14,13845323800.0,Waters Corp,$,0,Waters,False,Waters,waters,"$90,000,000,013,845,300,000.00 ",,Waters,0.0,789,W
789.0,11239.0,WB,Weibo Corp,USD,NASDAQ,Online Media,"Weibo Corporation is a social media platform for people to create, distribute and discover Chinese-language content. The Company provides ways for people and organizations to publicly express themselves in real time, interact with others on a global platform and stay connected with the world. It operates in two segments: advertising and marketing services and other services. It offers self-expression products that enable its users to express themselves on its platform; social products to promote social interaction between users on its platform; discovery products to help users discover content on its platform, and notifications to notify users on Weibo account activities through short message service (SMS) or push notification on their device. It offers advertising and marketing solutions to enable its customers to promote their brands and conduct marketing activities. It offers its platform partners with tools and application programming interfaces (APIs).",Technology,CN,4/17/2014,Weibo,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['SINA', 'BIDU', 'FENG', 'FB', 'RENN', 'MEET', 'XLK']",46.29,10482926600.0,Weibo Corp,$,0,Weibo,False,Weibo,weibo,"$90,000,000,010,482,900,000.00 ",,Weibo,0.0,790,W
790.0,8316.0,WBA,Walgreens Boots Alliance Inc,USD,NASDAQ,Pharmaceutical Retailers,"Walgreens Boots Alliance, Inc. engages in the provision of drug store services. The company is headquartered in Deerfield, Illinois and currently employs 232,000 full-time employees. The firm is a pharmacy-led health and wellbeing company. The firm operates through three segments: Retail Pharmacy USA, Retail Pharmacy International and Pharmaceutical Wholesale. The Retail Pharmacy USA segment consists of the Walgreen Co. (Walgreens) business, which includes the operation of retail drugstores, care clinics and providing specialty pharmacy services. The Retail Pharmacy International segment consists primarily of the Alliance Boots pharmacy-led health and beauty stores, optical practices and related contract manufacturing operations. The Pharmaceutical Wholesale segment consists of the Alliance Boots pharmaceutical wholesaling and distribution businesses. The firm's portfolio of retail and business brands includes Walgreens, Duane Reade, Boots and Alliance Healthcare, as well as global health and beauty product brands, including No7, Botanics, Liz Earle and Soap & Glory.",Healthcare,US,12/31/2014,Walgreens Boots Alliance,Stock,"['Consumer Defensive', 'Pharmaceutical Retailers', 'Retail - Defensive']","['PETS', 'BIOS', 'CVS', 'RAD', 'VSI']",41.44,35909169000.0,Walgreens Boots Alliance Inc,$,0,Walgreens Boots Alliance,False,Walgreens Boots Alliance,walgreens-boots,"$90,000,000,035,909,100,000.00 ",,Walgreens Boots Alliance,0.0,791,W
791.0,11878.0,WBK,Westpac Banking Corp.,USD,NYSE,Banks Diversified,,Financial Services,AU,,Westpac Banking,Stock,"['Financial Services', 'Banks - Global', 'Banks']","['CM', 'RY', 'TD', 'BCS', 'IBN', 'SHG', 'C']",13.63,48833290000.0,Westpac Banking Corporation,$,0,Westpac Banking,False,Westpac Banking,westpac-banking,"$90,000,000,048,833,200,000.00 ",,Westpac Banking,0.0,792,W
792.0,10427.0,WCG,Wellcare Health Plans Inc.,USD,NYSE,Health Care Plans,,Healthcare,,,Wellcare Health Plans,Stock,"['Healthcare', 'Health Care Plans']","['HUM', 'AET', 'CNC', 'MOH', 'GTS', 'XLV']",349.92,17701019600.0,Wellcare Health Plans Inc.,$,0,Wellcare Health Plans,False,Wellcare Health Plans,wellcare-health,"$90,000,000,017,701,000,000.00 ",,Wellcare Health Plans,0.0,793,W
793.0,8993.0,WCN,Waste Connections Inc,USD,NYSE,Waste Management,"Waste Connections, Inc. engages in the provision of solid waste services. The company is headquartered in Concord, Ontario and currently employs 16,356 full-time employees. The firm provides waste collection, transfer, disposal and recycling services in markets in the United States and Canada. The firm operates through six segments: Southern segment, Western segment, Eastern segment, Canada segment, Central segment and E&P segment. Through its R360 Environmental Solutions subsidiary, it also provides non-hazardous exploration and production, or E&P, waste treatment, recovery and disposal services in various natural resource producing areas in the United States. The company also provides intermodal services for the rail haul movement of cargo and solid waste containers in the Pacific Northwest through a network of intermodal facilities. As of December 31, 2016, it served residential, commercial, industrial and exploration and production (E&P) customers in 40 states and the District of Columbia in the United States and five provinces in Canada.",Industrials,CA,4/25/2002,Waste Connections,Stock,"['Industrials', 'Waste Management']","['CWST', 'RSG', 'WM', 'VTNR']",108.83,28611190800.0,Waste Connections Inc,$,Waste Connections,Waste Connections,False,Waste Connections,waste-connections,"$90,000,000,028,611,100,000.00 ",,Waste Connections,0.0,794,W
794.0,9916.0,WDAY,Workday Inc,USD,NASDAQ,Software Application,"Workday, Inc. engages in the development of enterprise cloud applications for finance and human resources. The company is headquartered in Pleasanton, California and currently employs 11,800 full-time employees. The firm delivers financial management, human capital management and analytics applications designed for various companies, educational institutions and government agencies. As part of its applications, the Company provides embedded analytics that capture the content and context of everyday business events, facilitating informed decision-making from wherever users are working. Its applications include Workday Financial Management, Workday Human Capital Management (HCM) and Other Applications. The company also provides open, standards-based Web-services application programming interfaces, and pre-built packaged integrations and connectors. Workday Financial Management is a unified application with a range of financial capabilities, relevant analytics and metrics, and auditable process management. Workday HCM allows an organization to staff, pay, organize and develop its global workforce.",Technology,US,12/10/2012,Workday,Stock,"['Technology', 'Software - Application', 'Application Software']","['ADP', 'ULTI', 'PAYX', 'SAP', 'EFX', 'CRM', 'PCTY', 'PAYC', 'XLK']",218.62,51812938000.0,Workday Inc,$,0,Workday,False,Workday,workday,"$90,000,000,051,812,900,000.00 ",,Workday,0.0,795,W
795.0,10712.0,WDC,Western Digital Corp,USD,NASDAQ,Computer Hardware,"Western Digital Corp. engages in the development, manufacture, market and sale of data storage devices and solutions. The company is headquartered in San Jose, California and currently employs 61,800 full-time employees. The firm's portfolio of offerings addresses three categories: Datacenter Devices and Solutions (capacity and performance enterprise hard disk drives (HDDs), enterprise solid state drives (SSDs), datacenter software and system solutions); Client Devices (mobile, desktop, gaming and digital video hard drives, client SSDs, embedded products and wafers), and Client Solutions (removable products, hard drive content solutions and flash content solutions). The firm develops and manufactures a portion of the recording heads and magnetic media used in its hard drive products.",Technology,US,1/31/1991,Western Digital,Stock,"['Technology', 'Data Storage', 'Computer Hardware']","['NTGR', 'NTAP', 'STX', 'TDC', 'HPQ', 'SMCI', 'XLK']",40.6,12352346100.0,Western Digital Corp,$,0,Western Digital,False,Western Digital,western-digital,"$90,000,000,012,352,300,000.00 ",,Western Digital,0.0,796,W
796.0,11667.0,WEC,WEC Energy Group Inc,USD,NYSE,Utilities Regulated Electric,"WEC Energy Group, Inc. is a holding company, which engages in the generation and distribution of electricity and natural gas. The company is headquartered in Milwaukee, Wisconsin and currently employs 7,878 full-time employees. Its segments include Wisconsin; Illinois; Other States; Electric Transmission; We Power, and Corporate and Other. Wisconsin includes the electric and natural gas utility operations of Wisconsin Electric Power Company, Wisconsin Gas LLC, and Wisconsin Public Service Corporation, including WE's and WPS's electric and natural gas operations in the state of Michigan. Illinois includes the natural gas utility and non-utility operations of The Peoples Gas Light and Coke Company and North Shore Gas Company. Other states includes the natural gas utility and non-utility operations of Minnesota Energy Resources Corporation and Michigan Gas Utilities Corporation.",Utilities,US,11/21/1947,WEC Energy,Stock,"['Utilities', 'Utilities - Regulated Electric', 'Utilities - Regulated']","['DTE', 'PCG', 'LNT', 'AEE', 'CMS', 'AVA', 'SCG', 'DUK', 'XEL', 'XLU']",104.43,32940877800.0,WEC Energy Group Inc,$,0,WEC Energy,False,WEC Energy,wec-energy,"$90,000,000,032,940,800,000.00 ",,WEC Energy,0.0,797,W
