Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
,,30L3.DE,"SOLUTIONS 30 INH.EO-,1275",EUR,EURONEXT,,"Solutions 30 SE provides support solutions for new digital technologies to individuals and professionals in France, Italy, Germany, the Netherlands, Belgium, Luxembourg, Poland, and Spain. The company offers telecom support services, including installation, assistance using communications equipment, deployment of telecommunication infrastructure, and maintenance. It also provides IT support services, such as installation and maintenance of IT hardware, IT infrastructure, and servers; implementation of automatized robotic processes; deployment and maintenance of Internet of Things; TOTEM/KIOSK design, manufacturing, installation, and maintenance; and console creation for data analytics. In addition, the company installs and maintains smart meters; charging stations for electric vehicles; smart appliances comprising thermostats, light bulbs, plugs, and sensors; and L/H gas converters, as well as point of sale equipment and digital signs. Further, it deploys and maintains self-check-out technology and store digital infrastructure; and provides installation, maintenance, and deployment of wired and wireless connectivity, intrusion alarm, fire alarm, video/CCTV, and access control systems, as well as cabling and logistics services. The company was founded in 2003 and is based in Luxembourg City, Luxembourg.",,LU,,"SOLUTIONS 30 INH.EO-,1275",,,,12.5,1409087488.0,"SOLUTIONS 30 INH.EO-,1275",EUR,"SOLUTIONS 30 INH.EO-,1275","SOLUTIONS 30 INH.EO-,1275",,"SOLUTIONS 30 INH.EO-,1275",30l3.de,,,"SOLUTIONS 30 INH.EO-,1275",,3
,,3300.HK,China Glass Holdings Ltd,HKD,HKSE,Capital Goods,"China Glass Holdings Limited, through its subsidiaries, engages in the production, marketing, and distribution of glass and glass products in Mainland China, Hong Kong, the Middle East, Bangladesh, South Korea, Italy, Nigeria, and internationally. It operates through five segments: Clear Glass Products, Painted Glass Products, Coated Glass Products, Energy Saving and New Energy Glass Products, and Design and Installation Service. The company's principal products include clear float glass, high transmittance float glass, high clear float glass, ultra-clear float glass, and tinted float glass; on-line sun-E reflective glass, solar control thermal reflective glass, low-E reflective glass, solar control low-E reflective glass, solar control reflective glass, and TCO glass, as well as offline high transmittance double silver low-E reflective glass, low-E reflective glass, and solar control reflective glass; PV products, such as solar ultra-clear photovoltaic glass and amorphous silicon solar thin-film cells; and deep processed glass, such as silver mirror products. It also provides design, parts, and installation services for pharmaceutical glass production lines. The company was founded in 2004 and is headquartered in Central, Hong Kong.",Building,HK,6/23/2005,China Glass Holdings Ltd,,,,1.01,1828251520.0,China Glass Holdings Ltd,HKD,China Glass Holdings Ltd,China Glass Holdings Ltd,,China Glass Holdings Ltd,3300.hk,,,China Glass Holdings Ltd,,3
,,3301.HK,Ronshine China Holdings Ltd,HKD,HKSE,Real Estate,"Ronshine China Holdings Limited, an investment holding company, engages in the property development business. It is involved in the development of mid-to high-end residential properties and commercial properties in cities in the Western Taiwan Straits Economic Zone, Yangtze River Delta Economic Region, and selected first-and second-tier cities in the People's Republic of China. The company was formerly known as Ronshine China Holdings Limited. Ronshin Group was founded in 2003 and is headquartered in Shanghai, China. Ronshine China Holdings Limited is a subsidiary of Dingxin Company Limited.",Real Estate,CN,1/13/2016,Ronshine China Holdings Ltd,,,,5.49,9242030100.0,Ronshine China Holdings Ltd,HKD,Ronshine China Holdings Ltd,Ronshine China Holdings Ltd,,Ronshine China Holdings Ltd,3301.hk,,,Ronshine China Holdings Ltd,,3
,,3302.HK,Kinergy Corporation Ltd,HKD,HKSE,Technology Hardware & Equipment,"Kinergy Corporation Ltd., together with its subsidiaries, provides contract manufacturing, design, engineering, and assembly services for the electronics industry in Singapore, the Philippines, the United States, the People's Republic of China, Japan, and internationally. It operates through two segments, Electronics Manufacturing Services (EMS) and Original Design Manufacturing (ODM). The EMS segment manufactures and sells sub-systems, such as work-holders, sliders, and magazine handlers; complete machines, including dicing machines, lapping machines, lifters, and polishing machines; and mechanical components for semiconductor processing equipment industry, as well as provides maintenance and commissioning services. The ODM segment designs, develops, manufactures, and sells automated equipment, such as auto frame loader, auto-buffing equipment, and strip laser markers; precision tools, such as encapsulation moulds and dies; and spare parts. It offers its products under the Kinergy brand. The company is also involved in marketing and logistics business; and the procurement of materials. The company was formerly known as Kinergy Ltd and changed its name to Kinergy Corporation Ltd. in December 2013. Kinergy Corporation Ltd. was founded in 1988 and is headquartered in Singapore.",Electrical Equipment,SG,7/18/2018,Kinergy Corporation Ltd,,,,0.74,634490050.0,Kinergy Corporation Ltd,HKD,Kinergy Corporation Ltd,Kinergy Corporation Ltd,,Kinergy Corporation Ltd,3302.hk,,,Kinergy Corporation Ltd,,3
,,3303.HK,Jutal Offshore Oil Services Ltd,HKD,HKSE,Energy,"Jutal Offshore Oil Services Limited, an investment holding company, primarily provides fabrication and integrated services for oil and gas, other energy and refining, and chemical industries. It engages in the fabrication of oil and gas equipment and facilities, including water and natural gas processing systems, and oil treatment equipment, as well as subsea equipment and topsides; and offshore engineering and heavy installation activities. The company also provides technical support services for the shipbuilding industry; undersea maintenance services; and quayside and warehouse services, as well as trades in biofuel products. In addition, it constructs and sells offshore oil and natural gas exploration facilities; and quayside machineries and chemical engineering facilities. Further, the company designs, fabricates, installs, and repairs steel formation structures. It operates in the People's Republic of China, Singapore, Portugal, France, the United States, Switzerland, Sweden, the United Kingdom, the Netherlands, and internationally. The company was founded in 1995 and is headquartered in Shenzhen, the People's Republic of China.",,CN,9/21/2006,Jutal Offshore Oil Services Ltd,,,,0.73,1192834560.0,Jutal Offshore Oil Services Ltd,HKD,Jutal Offshore Oil Services Ltd,Jutal Offshore Oil Services Ltd,,Jutal Offshore Oil Services Ltd,3303.hk,,,Jutal Offshore Oil Services Ltd,,3
,,3306.HK,JNBY Design Ltd,HKD,HKSE,Consumer Durables & Apparel,"JNBY Design Limited, together with its subsidiaries, engages in the design, marketing, retail, and sale of fashion apparels, accessory products, and household goods in Mainland China, Hong Kong, Taiwan, and internationally. It offers contemporary apparel, footwear, and accessories for women, men, and children, as well as household products under the JNBY, CROQUIS, jnby by JNBY, less, Pomme de terre, JNBYHOME, REVERB, and PERSONAL NOTE 73 brands. As of June 30, 2020, the company operated 1,855 retail stores. It also offers its products through online and social media interactive marketing service platforms. The company was formerly known as Croquis Investment Limited and changed its name to JNBY Design Limited in June 2016. JNBY Design Limited was founded in 1994 and is headquartered in Hangzhou, the People's Republic of China.","Textiles, Apparel & Luxury Goods",CN,10/31/2016,JNBY Design Ltd,,,,10.34,5363875300.0,JNBY Design Ltd,HKD,JNBY Design Ltd,JNBY Design Ltd,,JNBY Design Ltd,3306.hk,,,JNBY Design Ltd,,3
,,3308.HK,Golden Eagle Retail Group Ltd,HKD,HKSE,Retailing,"Golden Eagle Retail Group Limited, an investment holding company, develops and operates lifestyle center and stylish department store chain in the People's Republic of China. The company operates through Retail Operations; Property Development and Hotel Operations; and Other Operations segments. It also operates supermarkets and hotels. As of December 31, 2019, the company operated 31 self-owned stores with a total gross floor area of 2,502,937 square meters and a total operating area of 1,712,198 square meters; and 16 lifestyle centers with a total gross floor area of 1,983,541 square meters in the People's Republic of China. In addition, it engages in trading activities; property holding; operation of aquariums; and trading of cosmetic products. Further, the company is involved in the automobile inspection, sale, distribution, and exhibition; property development and investment; and branded fashion and footwear retail businesses. Additionally, it offers communication and information service, as well as invests in education services. The company was incorporated in 2005 and is based in Nanjing, the People's Republic of China. Golden Eagle Retail Group Limited is a subsidiary of Golden Eagle International Retail Group Limited.",Retail,CN,3/21/2006,Golden Eagle Retail Group Ltd,,,,7.06,11721082900.0,Golden Eagle Retail Group Ltd,HKD,Golden Eagle Retail Group Ltd,Golden Eagle Retail Group Ltd,,Golden Eagle Retail Group Ltd,3308.hk,,,Golden Eagle Retail Group Ltd,,3
,,3309.HK,C-Mer Eye Care Holdings Ltd,HKD,HKSE,Health Care Equipment & Services,"C-MER Eye Care Holdings Limited, an investment holding company, provides ophthalmic services under the C-MER Dennis Lam brand name in Hong Kong and the People's Republic of China. The company operates eye and surgery centers, and satellite clinics that provide cataract and intraocular lens implant, refractive correction, corneal and external eye disease, glaucoma, vitreo-retinal disease, oculoplastic and orbital disease, and squint and pediatric ophthalmology services. It also sells vision aid and pharmaceutical products. The company was founded in 2012 and is headquartered in Central, Hong Kong. C-MER Eye Care Holdings Limited is a subsidiary of C-MER Group Limited.",Health Care,HK,1/15/2018,C-Mer Eye Care Holdings Ltd,,,,6.07,6963807700.0,C-Mer Eye Care Holdings Ltd,HKD,C-Mer Eye Care Holdings Ltd,C-Mer Eye Care Holdings Ltd,,C-Mer Eye Care Holdings Ltd,3309.hk,,,C-Mer Eye Care Holdings Ltd,,3
,,3311.HK,China State Construction International Holdings Ltd,HKD,HKSE,Capital Goods,"China State Construction International Holdings Limited, an investment holding company, engages in the construction business in Hong Kong, Mainland China, Macau, and internationally. It constructs public and private housings; buildings for the government and other institutions; commercial and industrial buildings, and hotels; and other building projects. The company also operates as a contractor in civil engineering works comprising general roads and drainage works, site formation, port works/reclamation, water and sewage treatment plants, bridges construction, tunnels, waterworks, and other special-function civil projects for the government. In addition, it is involved in undertaking foundation projects for the housing authority and private property developers; electrical and mechanical works for the government and semi-government bodies; and other subcontracted works, as well as site investigation, concrete production, and pre-casting activities. Further, the company provides insurance brokerage, project and construction management, project consultancy, and logistic services; designs, manufactures, and installs curtain walls, aluminum windows, and other related products; sells and distributes construction materials; issues guaranteed notes, as well as leases plant and machinery; generates and supplies heat and electricity; and manufactures and sells precast structures. Additionally, it engages in the marine engineering works and property investment activities; and infrastructure operation and investment, thermoelectricity, toll road operation, and property development and facade contracting businesses. The company was founded in 1979 and is headquartered in Wanchai, Hong Kong. China State Construction International Holdings Limited is a subsidiary of China Overseas Holdings Limited.",Construction,HK,7/8/2005,China State Construction International Holdings Ltd,,,,4.76,23988498400.0,China State Construction International Holdings Ltd,HKD,China State Construction International Holdings Ltd,China State Construction International Holdings Ltd,,China State Construction International Holdings Ltd,3311.hk,,,China State Construction International Holdings Ltd,,3
,,3313.HK,Artgo Holdings Ltd,HKD,HKSE,Capital Goods,"ArtGo Holdings Limited, an investment holding company, primarily engages in the trade of commodities in Mainland China. It operates in two segments, Marble Products and Commodity Trading. The company offers marble slabs, and marble related crafts, as well as bathroom and tailor-made household products. It is also involved in mining, processing, trading, and selling marble stones. In addition, the company provides cargo handling services; and wholesales and retails decorating materials and chemical products. Further, it provides technical services for stone processing, as well as enterprise management and investment consulting services; processes minerals; produces and sells calcium carbonate products; and offers business management consulting services. The company was formerly known as ArtGo Mining Holdings Limited and changed its name to ArtGo Holdings Limited in March 2015. ArtGo Holdings Limited was incorporated in 2011 and is headquartered in Shanghai, the People's Republic of China.",Trading Companies & Distributors,CN,12/30/2013,Artgo Holdings Ltd,,,,0.07,282288992.0,Artgo Holdings Ltd,HKD,Artgo Holdings Ltd,Artgo Holdings Ltd,,Artgo Holdings Ltd,3313.hk,,,Artgo Holdings Ltd,,3
