Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
58.0,9265.0,NEE,Nextera Energy Inc,USD,NYSE,Utilities Regulated Electric,"NextEra Energy, Inc. is an electric power and energy infrastructure company. The company is headquartered in Juno Beach, Florida and currently employs 9,100 full-time employees. The firm is an electric power companies in North America and, through its subsidiary NextEra Energy Resources, LLC (NEER) and its affiliated entities, is the generator of renewable energy from the wind and sun. NEE also owns and/or operates generation, transmission and distribution facilities to support its services to retail and wholesale customers, and has investments in gas infrastructure assets. Its segments include FPL and NEER. Florida Power & Light Company (FPL) is a rate-regulated electric utility engaged primarily in the generation, transmission, distribution and sale of electric energy in Florida. NEER is a diversified clean energy company with a business strategy that emphasizes the development, acquisition and operation of long-term contracted assets with a focus on renewable projects. NEER owns, develops, constructs, manages and operates electric generation facilities in wholesale energy markets.",Utilities,US,2/15/1950,NextEra Energy,Stock,"['Utilities', 'Utilities - Regulated Electric', 'Utilities - Regulated']","['ETR', 'FE', 'SO', 'EXC', 'D', 'SCG', 'PPL', 'DUK', 'ES', 'XEL', 'XLU']",77.54,152000000000.0,Nextera Energy Inc,$,NextEra Energy,NextEra Energy,False,NextEra Energy,nextera-energy,"$900,000,000,152,000,000,000.00 ",,NextEra Energy,0.0,59,N
59.0,9871.0,NFLX,Netflix Inc,USD,NASDAQ,Entertainment,"Netflix, Inc. is a streaming entertainment service company, which provides subscription service streaming movies and television episodes over the Internet and sending DVDs by mail. The company is headquartered in Los Gatos, California and currently employs 7,100 full-time employees. The firm operates through three segments: Domestic streaming, International streaming and Domestic DVD. The Domestic streaming segment includes services that streams content to its members in the United States. The International streaming segment includes services that streams content to its members outside the United States. The Domestic DVD segment includes services, such as digital optical disc (DVD)-by-mail. The firm's members can watch original series, documentaries, feature films, as well as television shows and movies directly on their Internet-connected screen, televisions, computers and mobile devices. The company offers its streaming services both domestically and internationally. In the United States, its members can receive DVDs delivered to their homes. The firm had members streaming in over 190 countries, as of December 31, 2016.",Communication Services,US,5/29/2002,Netflix,Stock,"['Consumer Cyclical', 'Media - Diversified', 'Entertainment']","['BCE', 'AMZN', 'CMCSA', 'DISH', 'DIS', 'P', 'VIAB', 'FOXA']",490.76,217000000000.0,Netflix Inc,$,Netflix,Netflix,False,Netflix,netflix,"$900,000,000,217,000,000,000.00 ",,Netflix,0.0,60,N
60.0,10105.0,NKE,Nike Inc,USD,NYSE,Footwear & Accessories,"NIKE, Inc. engages in the design, development, marketing, and sale of athletic footwear, apparel, accessories, equipment, and services. The company is headquartered in Beaverton, Oregon and currently employs 76,700 full-time employees. The firm's operating segments include North America, Western Europe, Central & Eastern Europe, Greater China, Japan and Emerging Markets. Its portfolio brands include the NIKE Brand, Jordan Brand, Hurley and Converse. As of May 31, 2016, the Company focused its NIKE brand product offerings in nine categories: Running, NIKE Basketball, the Jordan Brand, Football (Soccer), Men's Training, Women's Training, Action Sports, Sportswear (its sports-inspired lifestyle products) and Golf. Men's Training includes its baseball and American football product offerings. The company also markets products designed for kids, as well as for other athletic and recreational uses, such as cricket, lacrosse, tennis, volleyball, wrestling, walking and outdoor activities. The firm sells a range of performance equipment and accessories under the NIKE Brand name.",Consumer Cyclical,US,10/17/1990,Nike,Stock,"['Consumer Cyclical', 'Footwear & Accessories', 'Manufacturing - Apparel & Furniture']","['SHOO', 'CROX', 'SKX', 'UAA', 'DECK']",127.66,200000000000.0,Nike Inc,$,0,Nike,False,Nike,nike,"$900,000,000,200,000,000,000.00 ",,Nike,0.0,61,N
61.0,11171.0,NVDA,NVIDIA Corp,USD,NASDAQ,Semiconductors,"NVIDIA Corp. engages in the design and manufacture of computer graphics processors, chipsets, and related multimedia software. The company is headquartered in Santa Clara, California and currently employs 13,277 full-time employees. The company operates through two segments: GPU and Tegra Processor. Its GPU product brands are aimed at specialized markets, including GeForce for gamers; Quadro for designers; Tesla and DGX for AI data scientists and big data researchers; and GRID for cloud-based visual computing users. Its Tegra brand integrates an entire computer onto a single chip, and incorporates GPUs and multi-core central processing units (CPUs) to drive supercomputing for mobile gaming and entertainment devices, as well as autonomous robots, drones and cars. The firm's processor has created platforms that address four markets: Gaming, Professional Visualization, Datacenter, and Automotive. Its offerings include NVIDIA DGX AI supercomputer, the NVIDIA DRIVE AI car computing platform and the GeForce NOW cloud gaming service.",Technology,US,1/22/1999,NVIDIA,Stock,"['Technology', 'Semiconductors']","['INTC', 'MSFT', 'QCOM', 'STM', 'TXN', 'AMBA', 'AMD', 'XLK']",536.72,332000000000.0,NVIDIA Corp,$,0,NVIDIA,False,NVIDIA,nvidia,"$900,000,000,332,000,000,000.00 ",,NVIDIA,0.0,62,N
62.0,5172.0,NVO,Novo Nordisk A/S,USD,NYSE,Biotechnology,,Healthcare,DK,,Novo Nordisk A/S,Stock,"['Healthcare', 'Biotechnology']","['BMY', 'LLY', 'PFE', 'SNY', 'XLV']",67.7,155000000000.0,Novo Nordisk A/S,$,Novo Nordisk,Novo Nordisk,False,Novo Nordisk,novo-nordisk,"$900,000,000,155,000,000,000.00 ",,Novo Nordisk,0.0,63,N
63.0,5169.0,NVS,Novartis AG,USD,NYSE,Drug Manufacturers General,,Healthcare,,,Novartis AG,Stock,"['Healthcare', 'Drug Manufacturers - Major', 'Drug Manufacturers']","['GSK', 'ABT', 'BMY', 'JNJ', 'PFE', 'SNY', 'MRK', 'TEVA', 'XLV']",86.0,197000000000.0,Novartis AG,$,Novartis,Novartis,False,Novartis,novartis,"$900,000,000,197,000,000,000.00 ",,Novartis,0.0,64,N
560.0,9984.0,NDAQ,Nasdaq Inc,USD,NASDAQ,Financial Data & Stock Exchanges,"Nasdaq, Inc. is a holding company, which engages in trading, clearing, exchange technology, regulatory, securities listing, information and public & private company services. The company is headquartered in New York, New York and currently employs 4,339 full-time employees. The firm is a provider of trading, clearing, exchange technology, regulatory, securities listing, information and public company services. The company manages, operates and provides its products and services through four segments: Market Services, Corporate Services, Information Services and Market Technology. Its global offerings include trading and clearing across various asset classes, trade management services, data products, financial indexes, capital formation solutions, corporate solutions, and market technology products and services. Its technology markets across the globe, supporting equity derivative trading, clearing and settlement, cash equity trading, fixed income trading and various other functions. Its Market Services segment include its equity derivative trading and clearing, cash equity trading, fixed income clearing corporation and trade management services businesses. Its Corporate Solutions business serves corporate clients.",Financial Services,US,7/1/2002,Nasdaq,Stock,"['Financial Services', 'Financial Exchanges', 'Brokers & Exchanges']","['MKTX', 'CME', 'CBOE']",129.79,21319045100.0,Nasdaq Inc,$,0,Nasdaq,False,Nasdaq,nasdaq,"$90,000,000,021,319,000,000.00 ",,Nasdaq,0.0,561,N
561.0,11097.0,NDSN,Nordson Corp,USD,NASDAQ,Specialty Industrial Machinery,"Nordson Corp. engages in the engineering, manufacture and market of products and systems used for adhesives, coatings, sealants, biomaterials and other materials. The company is headquartered in Westlake, Ohio and currently employs 7,579 full-time employees. The firm's segments include Adhesive Dispensing Systems, Advanced Technology Systems and Industrial Coating Systems. The Adhesive Dispensing Systems segment delivers its precision dispensing and processing technology to various markets. The Advanced Technology Systems segment integrates its product technologies found in progressive stages of a customer's production process, such as surface treatment, precisely controlled automated, and post-dispense bond testing, optical inspection and X-ray inspection. The Industrial Coating Systems segment provides equipment used primarily for applying coatings, paint, finishes, sealants and other materials, and for curing and drying of dispensed material.",Industrials,US,3/18/1980,Nordson,Stock,"['Industrials', 'Diversified Industrials', 'Industrial Products']","['ASTE', 'TAYD', 'DOV', 'GGG', 'ITW']",202.24,11736897500.0,Nordson Corp,$,0,Nordson,False,Nordson,nordson,"$90,000,000,011,736,800,000.00 ",,Nordson,0.0,562,N
562.0,10751.0,NEM,Newmont Corp.,USD,NYSE,Gold,"Newmont Corp. is a gold producer, which engages in the production of gold. The company is headquartered in Greenwood Village, Colorado and currently employs 12,400 full-time employees. The company is primarily a gold producer with operations and/or assets in the United States, Australia, Peru, Ghana and Suriname. The firm's segments include North America, South America, Asia Pacific and Africa. Its North America segment consists primarily of Carlin, Phoenix, Twin Creeks and Long Canyon in the state of Nevada, and Cripple Creek &Victor (CC&V) in the state of Colorado, in the United States. Its South America segment consists primarily of Yanacocha in Peru and Merian in Suriname. Its Asia Pacific segment consists primarily of Boddington, Tanami and Kalgoorlie in Australia. The firm's Africa segment consists primarily of Ahafo and Akyem in Ghana. As of December 31, 2016, it had gold reserves of 68.5 million ounces and an aggregate land position of approximately 23,000 square miles (59,000 square kilometers).",Basic Materials,US,1/27/1940,Newmont Mining,Stock,"['Basic Materials', 'Gold', 'Metals & Mining']","['ABX', 'AEM', 'RGLD', 'GG', 'FCX', 'BVN', 'GFI', 'AU', 'SBGL', 'AA']",65.63,52724384000.0,Newmont Corporation,$,0,Newmont Mining,False,Newmont Mining,newmont-mining,"$90,000,000,052,724,300,000.00 ",,Newmont Mining,0.0,563,N
563.0,1781.0,NET,Cloudflare Inc,USD,NYSE,Software Infrastructure,"Cloudflare, Inc. engages in the provision of cloud-based services to secure websites. The company is headquartered in San Francisco, California and currently employs 1,069 full-time employees. The firm has built a global cloud platform that delivers a range of network services to businesses of all sizes and geographies. The firm provides businesses a unified control plane to deliver security, performance, and reliability across their on-premise, hybrid, cloud, and Software-as-a-Service (SaaS) applications. The Companyâ€™s product offerings are classified under performance and reliability, advanced security, Cloudflare for Developers, video streaming and delivery, and domain registration. The firm serves various industries including gaming, SaaS, eCommerce, media and entertainment, public sector, public interest groups, and state and local government.",Technology,US,9/13/2019,Cloudflare Inc,Stock,,,66.0,20263913500.0,Cloudflare Inc,$,Cloudflare,Cloudflare,False,Cloudflare,cloudflare,"$90,000,000,020,263,900,000.00 ",,Cloudflare,0.0,564,N
