Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
824.0,7869.0,YNDX,Yandex NV,RUB,NASDAQ,Internet Content & Information,"Yandex NV engages in the provision of search engines and online services. The company is headquartered in Schiphol, Noord-Holland and currently employs 9,588 full-time employees. The firm's segments include Search and Portal, E-commerce, Taxi, Classifieds and Experimental businesses. The firm's Search and Portal segment offers a range of services in Russia, Ukraine, Belarus and Kazakhstan, among which are search, location-based, personalized and mobile services, that enable the Company's users to find relevant and objective information to communicate and connect over the Internet, from both their desktops and mobile devices. The firm's search engine offers access to a range of information available online. The firm's Yandex.Market gives retailers a platform to reach customers seeking specific retailer, product or price information. As of December 31, 2016, Yandex.Taxi was operating in 46 cities across Russia, Georgia, Armenia, Kazakhstan, Belarus and Ukraine. The firm's Classifieds business unit includes Auto.ru, Yandex.Realty, Yandex.Jobs and Yandex.Travel.",Communication Services,NL,5/1/2011,Yandex,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['MSFT', 'BIDU', 'FB', 'BCOR', 'GOOGL', 'XLK']",61.19,21562376200.0,Yandex NV,RUB,Yandex,Yandex,False,Yandex,yandex,"$90,000,000,021,562,300,000.00 ",,Yandex,0.0,Y
825.0,9537.0,YUM,Yum! Brands Inc,USD,NYSE,Restaurants,"Yum!Brands, Inc. operates as a service restaurant company, which engages in the development, operation, franchise, and licenses a system of restaurants. The company is headquartered in Louisville, Kentucky and currently employs 34,000 full-time employees. Brands, Inc. is engaged in restaurant business. As of December 31, 2018, the Company operated or franchised over 48,000 restaurants in more than 140 countries and territories operating under the KFC, Pizza Hut or Taco Bell (collectively the Concepts) brands. The firm operates through three segments: The KFC Division, which includes the operations of the KFC concept around the world; The Pizza Hut Division, which includes the operations of the Pizza Hut concept around the world, and The Taco Bell Division, which includes the operations of the Taco Bell concept around the world. KFC restaurants across the world offer fried and non-fried chicken products, such as sandwiches, chicken strips, chicken-on-the-bone and other chicken products. Pizza Hut is a restaurant chain specialized in the sale of ready-to-eat pizza products. Taco Bell specializes in Mexican-style food products, including various types of tacos, burritos, quesadillas, salads, nachos and other related items.",Consumer Cyclical,US,9/17/1997,Yum! Brands,Stock,"['Consumer Cyclical', 'Restaurants']","['SBUX', 'JACK', 'DRI', 'EAT', 'MCD', 'DPZ', 'CMG', 'WEN', 'FRSH']",101.82,30715836400.0,Yum! Brands Inc,$,0,Yum! Brands,False,Yum! Brands,yum-brands,"$90,000,000,030,715,800,000.00 ",,Yum! Brands,0.0,Y
826.0,12111.0,YUMC,Yum China Holdings Inc,USD,NYSE,Restaurants,"Yum China Holdings, Inc. engages in the operation and management of restaurants and fast food chains. The company is headquartered in Shanghai, Shanghai and currently employs 450,000 full-time employees. The firm's segments include KFC, Pizza Hut Casual Dining, and All Other Segments, including Pizza Hut Home Service, East Dawning, Little Sheep and Taco Bell. As of December 31, 2016, the Company had over 7,500 restaurants in China. Its restaurant base consists of various restaurant concepts. The firm's restaurants in each of its concept offer consumers the ability to dine in and/or carry out food. In addition, KFC, Pizza Hut Casual Dining, Pizza Hut Home Service and East Dawning offer delivery service. KFC is the quick-service restaurant (QSR) brand. Pizza Hut Casual Dining is the casual dining restaurant (CDR) brand. As of December 31, 2016, the Company had over 360 Pizza Hut Home Service units in over 50 cities in China. The Little Sheep concept specializes in Hot Pot cooking. East Dawning is a Chinese food QSR brand. Taco Bell is a QSR brand specializing in Mexican-style food.",Consumer Cyclical,CN,10/31/2016,Yum China,Stock,"['Consumer Cyclical', 'Restaurants']","['SAUC', 'QSR']",58.84,24674201600.0,Yum China Holdings Inc,$,0,Yum China,False,Yum China,yum-china,"$90,000,000,024,674,200,000.00 ",,Yum China,0.0,Y
2587.0,10955.0,Y,Alleghany Corp,USD,NYSE,Insurance Property & Casualty,"Alleghany Corp. engages in the provision of property, casualty reinsurance, insurance and financial services. The company is headquartered in New York City, New York and currently employs 9,300 full-time employees. The Company, through its subsidiary Alleghany Insurance Holdings LLC (AIHL) and its subsidiaries, is engaged in the property and casualty insurance business. AIHL's insurance operations are conducted by its subsidiaries RSUI Group, Inc. (RSUI), CapSpecialty, Inc. (CapSpecialty) and Pacific Compensation Corporation (PacificComp). Its segments include reinsurance and insurance. Its reinsurance segment consists of property and casualty reinsurance operations conducted by Transatlantic Holdings, Inc. reinsurance operating subsidiaries. Its insurance segment consists of property and casualty insurance operations conducted by AIHL through its insurance operating subsidiaries RSUI, CapSpecialty and PacificComp. AIHL Re LLC, which is a captive reinsurance company, provides reinsurance to its insurance operating subsidiaries and affiliates.",Financial Services,US,2/1/1929,Alleghany,Stock,"['Financial Services', 'Insurance - Property & Casualty']","['ACGL', 'GLRE', 'MHLD', 'WRB', 'CB', 'WTM']",619.25,8750250000.0,Alleghany Corp,$,0,Alleghany,False,Alleghany,alleghany,"$9,000,000,008,750,250,000.00 ",,Alleghany,0.0,Y
2588.0,10118.0,YELP,Yelp Inc,USD,NYSE,Internet Content & Information,"Yelp, Inc. engages in the provision of an one-stop local platform for consumers to discover, connect, and transact with local businesses of all sizes. The company is headquartered in San Francisco, California and currently employs 5,900 full-time employees. The firm offers local business review sites. Yelp provides a platform for consumers to share their everyday local business experiences with other consumers by posting reviews, tips, photos and videos, and to engage directly with businesses, through reviews, its Request-A-Quote and Message the Business features, and by completing transactions on the Yelp Platform. Yelp also provides businesses of all sizes with a range of free and paid services that help them engage with consumers. The Yelp Platform allows consumers to transact with local businesses directly on Yelp through Yelp Reservations, its online reservations product, and integrations with partners ranging from Shoptiques.com (boutique shopping) to GolfNow (tee time booking) to BloomNation (flower ordering).",Communication Services,US,3/2/2012,Yelp,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['MSFT', 'FB', 'CRCM', 'GOOGL', 'XLK']",28.9,2138487170.0,Yelp Inc,$,0,Yelp,False,Yelp,yelp,"$9,000,000,002,138,480,000.00 ",,Yelp,0.0,Y
2589.0,7542.0,YETI,Yeti Holdings Inc,USD,NYSE,Leisure,"YETI Holdings, Inc. engages in the design, marketing, and distribution of products for the outdoor and recreation market. The company is headquartered in Austin, Texas and currently employs 647 full-time employees. The firm's product portfolio includes three categories: Coolers & Equipment, Drinkware and Other. The firm's Coolers & Equipment category consists of hard coolers, soft coolers, and associated accessories. Its Tundra hard coolers, designed to perform in hunting and fishing environments, are also used in boating, whitewater rafting, camping, barbecuing, tailgating, farming and ranching activities. The firm's Hopper coolers are designed to provide ice retention. The Rambler stainless steel Drinkware family includes the collection of YETI products that fit in cup holders and the palms of consumers' hands. The Other category of the Company offers an array of YETI branded gear, which includes YETI hats, shirts, bottle openers and ice substitutes. The firm's products are sold under the YETI brand.",Consumer Cyclical,US,10/25/2018,Yeti Holdings Inc,Stock,,,56.14,4888800300.0,Yeti Holdings Inc,$,YETI,YETI,False,YETI,yeti,"$9,000,000,004,888,800,000.00 ",,YETI,0.0,Y
2590.0,10119.0,YEXT,Yext Inc,USD,NYSE,Software Infrastructure,"Yext, Inc. is an emerging growth company engages in software development. The company is headquartered in New York City, New York and currently employs 900 full-time employees. Yext puts business on the map. The Yext Knowledge Engine enables companies to manage their digital knowledge in the cloud and sync it to over 100 services in the PowerListings Network, including Apple Maps, Bing, Cortana, Facebook, Google, Google Maps, Instagram, Siri and Yelp. Yext Listings, Pages and Reviews help businesses around the globe and facilitate face-to-face digital interactions. Yext Knowledge Engine enables businesses to control and manage their digital knowledge and makes it available through the PowerListings Network of over 100 third-party maps, apps, search engines, intelligent GPS systems, digital assistants, vertical directories and social networks in a complete, up to date and accurate manner.",Technology,US,4/13/2017,Yext,Stock,"['Technology', 'Software - Infrastructure', 'Application Software']","['PFPT', 'PFM', 'PCYG', 'XLK']",18.03,2156586500.0,Yext Inc,$,0,Yext,False,Yext,yext,"$9,000,000,002,156,580,000.00 ",,Yext,0.0,Y
2591.0,7546.0,YMAB,"Y-mAbs Therapeutics, Inc",USD,NASDAQ,Biotechnology,"Y-mAbs Therapeutics, Inc. is a clinical-stage biopharmaceutical company, which focuses on the development and commercialization of antibody-based therapeutic products for the treatment of cancer. The company is headquartered in New York City, New York and currently employs 32 full-time employees. The firm is focused on developing and commercializing the therapeutic products for the treatment of cancer. Its product pipeline includes naxitamab and omburtamab. The Company’s lead antibody programs target GD2 and B7-H3. The firm develops naxitamab for the treatment of pediatric patients with relapsed or refractory (R/R), neuroblastoma (NB), and radiolabeled omburtamab for the treatment of pediatric patients with central nervous system (CNS), leptomeningeal metastases (LM). The firm also creates humanized, affinity matured bispecific antibodies. In addition, the Company has two B7-H3 targeting product candidates, omburtamab- diethylenetriamine pentaacetate (DTPA) and huB7-H3, which are in pre-clinical stage.",Healthcare,US,9/21/2018,"Y-mAbs Therapeutics, Inc",Stock,,,48.76,1975447940.0,"Y-mAbs Therapeutics, Inc",$,0,"Y-mAbs Therapeutics, Inc",False,"Y-mAbs Therapeutics, ",y-mabs-therapeutics,"$9,000,000,001,975,440,000.00 ",,"Y-mAbs Therapeutics,",1.0,Y
2592.0,11415.0,YY,JOYY Inc,CNY,NASDAQ,Internet Content & Information,"JOYY, Inc. engages in managing a communication social platform, which enables users to join real-time online group activities through voice, text, and video. The company is headquartered in Guangzhou, Guangdong and currently employs 4,325 full-time employees. The firm's segments include YY IVAS and others, Huya broadcasting, and 100 Education. YY enables users to create and organize groups of varying sizes to discover and participate in a range of online activities, including music shows, online games, dating shows, live game broadcasting and e-learning. YY offers users an entertainment experience through its social community. The company owns the domain names of YY.com, Duowan.com, 100.com, Huya.com, Edu24ol.com and Zhiniu8.com. The firm's YY platform, including YY.com, is jointly operated by personnel from Guangzhou Huaduo and Zhuhai Duowan. Its product, YY Client, enables users to engage in live interactions online. Its Web-based YY enables users to conduct real-time interactions through Web browsers without requiring any downloads or installations.",Communication Services,CN,11/21/2012,YY,Stock,"['Technology', 'Internet Content & Information', 'Online Media']","['SINA', 'BIDU', 'CYOU', 'RENN', 'XLK']",96.4,7789428700.0,JOYY Inc,CNY,0,YY,False,YY,yy,"$9,000,000,007,789,420,000.00 ",,YY,0.0,Y
4559.0,524.0,YI,111 Inc,CNY,NASDAQ,Pharmaceutical Retailers,"111, Inc. engages in the provision of pharmaceutical products and medical services through online retail pharmacy and indirectly through offline pharmacy network. The company is headquartered in Shanghai, Shanghai and currently employs 1,350 full-time employees. The firm is mainly engaged in the provision of online medical services, drug purchasing and health management services through Internet and information technology. The firm mainly conducts its business in the domestic market.",Healthcare,CN,9/12/2018,111 Inc,Stock,,,7.45,613577540.0,111 Inc,CNY,111,111,False,111,111,"$900,000,000,613,577,000.00 ",,111,0.0,Y
