Unnamed: 0,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,first_letter
0.0,10029.0,AAPL,Apple Inc,USD,NASDAQ,Consumer Electronics,"Apple, Inc. engages in the design, manufacture, and sale of smartphones, personal computers, tablets, wearables and accessories, and other variety of related services. The company is headquartered in Cupertino, California and currently employs 137,000 full-time employees. The company is considered one of the Big Four technology companies, alongside Amazon, Google, and Microsoft. The firm's hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple Watch smartwatch, the Apple TV digital media player, the AirPods wireless earbuds and the HomePod smart speaker. Apple's software includes the macOS, iOS, iPadOS, watchOS, and tvOS operating systems, the iTunes media player, the Safari web browser, the Shazam acoustic fingerprint utility, and the iLife and iWork creativity and productivity suites, as well as professional applications like Final Cut Pro, Logic Pro, and Xcode. Its online services include the iTunes Store, the iOS App Store, Mac App Store, Apple Music, Apple TV+, iMessage, and iCloud. Other services include Apple Store, Genius Bar, AppleCare, Apple Pay, Apple Pay Cash, and Apple Card.",Technology,US,12/12/1980,Apple,Stock,"['Technology', 'Consumer Electronics', 'Computer Hardware']","['MSFT', 'NOK', 'IBM', 'HPQ', 'GOOGL', 'BB', 'XLK']",119.49,2030000000000.0,Apple Inc,$,0,Apple,False,Apple,apple,"$9,000,000,002,030,000,000,000.00 ",FALSE,Apple,0.0,A
1.0,9539.0,AMZN,Amazon.com Inc,USD,NASDAQ,Internet Retail,"Amazon.com, Inc. engages in the provision of online retail shopping services. The company is headquartered in Seattle, Washington and currently employs 750,000 full-time employees. The firm's products include merchandise and content that it purchases for resale from vendors and those offered by third-party sellers. The company also manufactures and sells electronic devices. The company operates through three segments: North America, International and Amazon Web Services (AWS). Its AWS products include analytics, Amazon Athena, Amazon CloudSearch, Amazon EMR, Amazon Elasticsearch Service, Amazon Kinesis, Amazon Managed Streaming for Apache Kafka, Amazon Redshift, Amazon QuickSight, AWS Data Pipeline, AWS Glue and AWS Lake Formation. AWS solutions include machine learning, analytics and data lakes, Internet of Things, serverless computing, containers, enterprise applications, and storage. In addition, the Company provides services, such as advertising. The company also offers Amazon Prime, a membership program that includes free shipping, access to streaming of various movies and television (TV) episodes.",Consumer Cyclical,US,5/1/1997,Amazon.com,Stock,"['Consumer Cyclical', 'Specialty Retail', 'Retail - Apparel & Specialty']","['MSFT', 'COST', 'EBAY', 'OSTK', 'MELI', 'BKS', 'WMT', 'CBS', 'GOOGL']",3137.39,1570000000000.0,Amazon.com Inc,$,Amazon,Amazon,False,Amazon,amazon,"$9,000,000,001,570,000,000,000.00 ","=VALUE(IF(OR([@exchange]=""NASDAQ"",[@exchange]=""NYSE""),900000000,1)&[@mktCap])",Amazon,0.0,A
5.0,9921.0,ABBV,Abbvie Inc,USD,NYSE,Drug Manufacturers General,"AbbVie, Inc. is a research-based biopharmaceutical company, which engages in the development and sale of pharmaceutical products. The company is headquartered in North Chicago, Illinois and currently employs 30,000 full-time employees. The firm is engaged in the discovery, development, manufacture and sale of a range of pharmaceutical products. Its products are focused on treating conditions, such as chronic autoimmune diseases in rheumatology, gastroenterology and dermatology; oncology, including blood cancers; virology, including hepatitis C virus (HCV) and human immunodeficiency virus (HIV); neurological disorders, such as Parkinson's disease and multiple sclerosis; metabolic diseases, including thyroid disease and complications associated with cystic fibrosis, and other serious health conditions. The company offers products in various categories, including HUMIRA (adalimumab), Oncology products, Virology Products, Additional Virology products, Metabolics/Hormones products, Endocrinology products and other products, which include Duopa and Duodopa (carbidopa and levodopa), Anesthesia products and ZINBRYTA (daclizumab).",Healthcare,US,1/2/2013,AbbVie,Stock,"['Healthcare', 'Drug Manufacturers - Major', 'Drug Manufacturers']","['AMGN', 'NBIX', 'GILD', 'BIIB', 'AZN', 'GSK', 'BMY', 'LLY', 'PFE', 'XLV']",98.15,173000000000.0,Abbvie Inc,$,0,AbbVie,False,AbbVie,abbvie,"$900,000,000,173,000,000,000.00 ",,AbbVie,0.0,A
6.0,551.0,ABT,Abbott Laboratories,USD,NYSE,Medical Devices,"Abbott Laboratories engages in the discovery, development, manufacture, and sale of a broad and diversified line of health care products. The company is headquartered in Abbott Park, Illinois and currently employs 103,000 full-time employees. The firm operates through four segments: Established Pharmaceutical Products, Diagnostic Products, Nutritional Products and Vascular Products. Its Established Pharmaceutical Products include a range of branded generic pharmaceuticals manufactured around the world and marketed and sold outside the United States. Its Diagnostic Products include a range of diagnostic systems and tests. Its Nutritional Products include a range of pediatric and adult nutritional products. Its Company's Vascular Products include a range of coronary, endovascular, vessel closure and structural heart devices for the treatment of vascular disease. The Company, through St. Jude Medical, Inc., also offers products, such as rhythm management products, electrophysiology products, heart failure related products, vascular products, structural heart products and neuromodulation products.",Healthcare,US,3/1/1937,Abbott Laboratories,Stock,"['Healthcare', 'Medical Devices']","['HOLX', 'BSX', 'BMY', 'JNJ', 'PFE', 'TMO', 'MDT', 'MYL', 'XLV']",112.65,200000000000.0,Abbott Laboratories,$,Abbott,Abbott,False,Abbott,abbott,"$900,000,000,200,000,000,000.00 ",,Abbott,0.0,A
7.0,9631.0,ACN,Accenture PLC,USD,NYSE,Information Technology Services,"Accenture Plc engages in the provision of management consulting, technology, and outsourcing services. The company is headquartered in Dublin, Dublin and currently employs 492,000 full-time employees. The company provides management and technology consulting services. Its segments include Communications, Media and Technology; Financial Services; Health and Public Service; Products, and Resources. The Communications, Media & Technology segment serves communications, electronics, technology, media and entertainment industries. The Financial Services segment serves banking, capital markets and insurance industries. The Health & Public service segment serves healthcare payers and providers, and government departments and agencies, public service organizations, educational institutions and non-profit organizations. The Resources segment serves chemicals, energy, forest products, metals and mining, utilities and related industries. The company also offers digital advertising services.",Technology,IE,9/1/2009,Accenture,Stock,"['Technology', 'Information Technology Services', 'Application Software']","['CTSH', 'ERIC', 'SAP', 'NOK', 'IBM', 'WIT', 'G', 'INFY', 'DXC', 'XLK']",242.75,154000000000.0,Accenture PLC,$,Accenture,Accenture,False,Accenture,accenture,"$900,000,000,154,000,000,000.00 ",,Accenture,0.0,A
8.0,10023.0,ADBE,Adobe Inc,USD,NASDAQ,Software Infrastructure,"Adobe, Inc. engages in the provision of digital marketing and media solutions. The company is headquartered in San Jose, California and currently employs 22,634 full-time employees. The firm offers products and services used by professionals, marketers, knowledge workers, application developers, enterprises and consumers for creating, managing, measuring, optimizing and engaging with compelling content and experiences. The company operates through three segments: Digital Media, Digital Experience and Publishing. Its Digital Media segment provides tools and solutions that enable individuals, small and medium businesses and enterprises to create, publish, promote and monetize their digital content. Its Digital Experience segment provides solutions and services for how digital advertising and marketing are created, managed, executed, measured and optimized. Its Publishing segment addresses market opportunities ranging from the diverse authoring and publishing needs of technical and business publishing to its legacy type and original equipment manufacturer printing businesses.",Technology,US,1/8/1986,Adobe,Stock,"['Technology', 'Software - Application', 'Application Software']","['MSFT', 'INTU', 'ADSK', 'SYMC', 'NUAN', 'TYPE', 'SAP', 'RHT', 'CRM', 'ORCL', 'XLK']",467.75,224000000000.0,Adobe Inc,$,0,Adobe,False,Adobe,adobe,"$900,000,000,224,000,000,000.00 ",,Adobe,0.0,A
9.0,10027.0,AMGN,Amgen Inc,USD,NASDAQ,Drug Manufacturers General,"Amgen, Inc. is a biotechnology company, which engages in the discovery, development, manufacture and marketing of human therapeutics. The company is headquartered in Thousand Oaks, California and currently employs 21,500 full-time employees. The firm discovers, develops, manufactures and delivers various human therapeutics. The company operates in human therapeutics segment. Its marketed products portfolio includes Neulasta (pegfilgrastim); erythropoiesis-stimulating agents (ESAs), such as Aranesp (darbepoetin alfa) and EPOGEN (epoetin alfa); Sensipar/Mimpara (cinacalcet); XGEVA (denosumab); Prolia (denosumab); NEUPOGEN (filgrastim), and other marketed products, such as KYPROLIS (carfilzomib), Vectibix (panitumumab), Nplate (romiplostim), Repatha (evolocumab), BLINCYTO (blinatumomab), IMLYGIC (talimogene laherparepvec) and Corlanor (ivabradine). The company focuses on human therapeutics for the treatment of serious illness in the areas of oncology/hematology, cardiovascular disease and neuroscience. Its product candidates in Phase III include Erenumab for episodic migraine, Aranesp for myelodysplastic syndromes, BLINCYTO for acute lymphoblastic leukemia and IMLYGIC for metastatic melanoma.",Healthcare,US,5/1/1987,Amgen,Stock,"['Healthcare', 'Biotechnology']","['ALXN', 'CELG', 'GILD', 'BIIB', 'GSK', 'BMY', 'JNJ', 'PFE', 'ABBV', 'XLV']",240.69,140000000000.0,Amgen Inc,$,0,Amgen,False,Amgen,amgen,"$900,000,000,140,000,000,000.00 ",,Amgen,0.0,A
10.0,10715.0,AMT,American Tower Corp,USD,NYSE,REIT Specialty,"American Tower Corp. is a real estate investment trust, which owns, operates, and develops multitenant communications real estate. The company is headquartered in Boston, Massachusetts and currently employs 5,026 full-time employees. The firm operates as a real estate investment trust (REIT), which owns, operates and develops multitenant communications real estate. ATC's segments include U.S. property, Asia property, EMEA property, Latin America property, Services and Other. Its primary business is property operations, which include the leasing of space on communications sites to wireless service providers, radio and television broadcast companies, wireless data providers, government agencies and municipalities, and tenants in various other industries. Its U.S. property segment includes operations in the United States. Its Asia property segment includes operations in India. The EMEA property segment includes operations in Germany, Ghana, Nigeria, South Africa and Uganda. The Latin America property segment includes operations in Brazil, Chile, Colombia, Costa Rica, Mexico and Peru. Its services segment offers tower-related services in the United States.",Real Estate,US,1/3/2012,American Tower,Stock,"['Communication Services', 'Telecom Services']","['DRE', 'CTL', 'PCH', 'PW', 'TDS', 'LAND', 'CTT', 'CCI', 'SIR']",238.45,106000000000.0,American Tower Corp,$,0,American Tower,False,American Tower,american-tower,"$900,000,000,106,000,000,000.00 ",,American Tower,0.0,A
11.0,12173.0,ASML,ASML Holding N.V.,USD,NASDAQ,Semiconductor Equipment & Materials,,Technology,NL,,ASML,Stock,"['Technology', 'Semiconductor Equipment & Materials', 'Semiconductors']","['INTC', 'KLAC', 'PLAB', 'TSM', 'CAJ', 'XLK']",418.05,176000000000.0,ASML Holding N.V.,$,0,ASML,False,ASML,asml,"$900,000,000,176,000,000,000.00 ",,ASML,0.0,A
12.0,9722.0,AVGO,Broadcom Inc,USD,NASDAQ,Semiconductors,"Broadcom, Inc. is a global technology company, which designs, develops and supplies semiconductor and infrastructure software solutions. The company is headquartered in San Jose, California and currently employs 19,000 full-time employees. The firm operates through four segments: Wired Infrastructure, Wireless Communications, Enterprise Storage, and Industrial & Other. The company offers a range of products that are used in end-products, such as enterprise and data center networking, home connectivity, set-top boxes, telecommunication equipment, smartphones, data center servers and storage systems, factory automation, power generation and alternative energy systems, and electronic displays. Its product portfolio ranges from discrete devices to complex sub-systems that include multiple device types, and also includes firmware for interfacing between analog and digital systems. Its products include mechanical hardware that interfaces with optoelectronic or capacitive sensors.",Technology,US,2/1/2016,Broadcom,Stock,"['Technology', 'Semiconductors']",['XLK'],375.92,152000000000.0,Broadcom Inc,$,0,Broadcom,False,Broadcom,broadcom,"$900,000,000,152,000,000,000.00 ",,Broadcom,0.0,A
