Column1,index,symbol,long name,currency,exchange,industry,description,sector,country,ipo date,shorter name,Type,Industries,Similar Companies,price,mktCap,name raw,currency symbol,robinhood name,short name,Warrant,shortest name,url name, smart_order ,random csv equations,pure name,shortest - pure diff,order,first_letter
72.0,9783.0,QCOM,Qualcomm Inc,USD,NASDAQ,Semiconductors,"QUALCOMM, Inc. engages in the development, design, and provision of digital telecommunications products and services. The company is headquartered in San Diego, California and currently employs 37,000 full-time employees. The firm is engaged in the development, launch and expansion of technologies like fifth-generation (5G). The firm operates through three segments: QCT (Qualcomm CDMA Technologies) segment, QTL (Qualcomm Technology Licensing) segment and QSI (Qualcomm Strategic Initiatives) segment. The company is specialized in offering third-generation (3G), fourth-generation (4G) wireless technologies and 5G wireless technologies. Its offered technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices and other connected devices. Its technologies and products are also used in industry segments and applications beyond mobile, including automotive, computing, Internet of Things (IoT) and networking.",Technology,US,12/1/1991,QUALCOMM,Stock,"['Technology', 'Semiconductors']","['CSCO', 'MXIM', 'NVDA', 'ERIC', 'NOK', 'SNE', 'MSI', 'TXN', 'GOOGL', 'BB', 'XLK']",147.69,167000000000.0,Qualcomm Inc,$,Qualcomm,Qualcomm,False,Qualcomm,qualcomm,"$900,000,000,167,000,000,000.00 ",,Qualcomm,0.0,73,Q
634.0,7865.0,QGEN,Qiagen NV,USD,NYSE,Medical Diagnostics & Research,"QIAGEN NV is a holding company, which engages in the provision of sample and assay technology to transform biological samples into valuable molecular insights. The company is headquartered in Venlo, Limburg and currently employs 5,200 full-time employees. The firm is engaged in providing Sample to Insight solutions that transform biological samples into molecular insights. Its Sample to Insight solutions integrate sample and assay technologies, bioinformatics and automation systems. Its sample technologies are used for isolating and preparing deoxyribonucleic acid (DNA), ribonucleic acid (RNA) and proteins from blood or other liquids, tissue, plants or other materials. Its assay technologies make these biomolecules visible for analysis, such as identifying the genetic information of a pathogen or a gene mutation in a tumor. Its bioinformatics solutions interpret data to provide actionable insights. The firm's automation platforms based on polymerase chain reaction (PCR), next-generation sequencing (NGS) and other technologies tie these together in molecular testing workflows from Sample to Insight.",Healthcare,NL,9/1/1996,Qiagen,Stock,"['Healthcare', 'Diagnostics & Research', 'Medical Diagnostics & Research']","['HOLX', 'GHDX', 'GNMK', 'BDX', 'GE', 'TMO', 'TECH', 'XLV']",46.51,10639115300.0,Qiagen NV,$,Qiagen,Qiagen,False,Qiagen,qiagen,"$90,000,000,010,639,100,000.00 ",,Qiagen,0.0,635,Q
635.0,10066.0,QRVO,Qorvo Inc,USD,NASDAQ,Semiconductors,"Qorvo, Inc. engages in the provision of core technologies and radio frequency solutions for mobile, infrastructure, and aerospace or defense applications. The company is headquartered in Greensboro, North Carolina and currently employs 8,100 full-time employees. The firm designs, develops, manufactures and markets its products to the United States and international original equipment manufacturers (OEMs) and original design manufacturers (ODMs). Its segments include Mobile Products (MP) and Infrastructure and Defense Products (IDP). The MP segment is a supplier of radio frequency (RF) solutions that perform various functions in the cellular radio front end section of smartphones and other cellular devices. The IDP segment is a supplier of RF solutions that support various global applications, including ubiquitous high-speed network connectivity to the cloud, data center communications, Internet connectivity throughout the home and workplace, and upgraded military capabilities across the globe. The company operates design, sales and manufacturing facilities located throughout Asia, Europe and North America.",Technology,US,6/3/1997,Qorvo,Stock,"['Technology', 'Semiconductors']","['MXIM', 'SWKS', 'MTSI', 'ADI', 'PRKR', 'XLK']",148.25,16908505100.0,Qorvo Inc,$,0,Qorvo,False,Qorvo,qorvo,"$90,000,000,016,908,500,000.00 ",,Qorvo,0.0,636,Q
636.0,8030.0,QSR,Restaurant Brands International Inc,USD,NYSE,Restaurants,"Restaurant Brands International, Inc. is a holding company, which engages in the operation of quick service restaurants. The company is headquartered in Toronto, Ontario and currently employs 6,000 full-time employees. The firm had over 23,000 restaurants in more than 100 countries and the United States territories, as of September 30, 2017. The company operates through three segments: Tim Hortons (TH), Burger King (BK) and Popeyes Louisiana Kitchen (PLK). TH restaurants are quick service restaurants with a menu that includes blend coffee, tea, espresso-based hot and cold specialty drinks, baked goods, including donuts, Timbits, bagels, muffins, cookies and pastries, grilled paninis, classic sandwiches, wraps and soups, among others. BK restaurants are quick service restaurants that feature flame-grilled hamburgers, chicken and other specialty sandwiches, French fries, soft drinks and other food items. PLK restaurants are chicken quick service restaurants that feature Louisiana style menu, including chicken tenders, fried shrimp and other seafood, red beans and rice, and other regional items.",Consumer Cyclical,CA,12/10/2014,Restaurant Brands International,Stock,"['Consumer Cyclical', 'Restaurants']","['JACK', 'SONC', 'MCD', 'WEN']",57.41,17490358300.0,Restaurant Brands International Inc,$,Restaurant Brands International,Restaurant Brands International,False,Restaurant Brands ,restaurant-brands,"$90,000,000,017,490,300,000.00 ",,Restaurant Brands,1.0,637,Q
2125.0,10352.0,QCP,Quality Care Properties Inc.,USD,NYSE,REITs,,Real Estate,,,Quality Care Properties,Stock,"['Real Estate', 'REIT - Healthcare Facilities', 'REITs']","['NYMT', 'O', 'NTP']",20.74,1949090000.0,Quality Care Properties Inc.,$,0,Quality Care Properties,False,Quality Care Properties,quality-care,"$9,000,000,001,949,090,000.00 ",,Quality Care Properties,0.0,2126,Q
2126.0,11177.0,QDEL,Quidel Corp,USD,NASDAQ,Diagnostics & Research,"Quidel Corp. engages in the development, manufacture and market of rapid diagnostic testing solutions. The company is headquartered in San Diego, California and currently employs 1,224 full-time employees. These diagnostic testing solutions are separated into four product categories: immunoassays, molecular assays, virology and specialty products. The firm sells its products directly to end users and distributors, in each case, for professional use in physician offices, hospitals, clinical laboratories, reference laboratories, universities, retail clinics, pharmacies and wellness screening centers. Its diagnostic solutions aid in the detection and diagnosis of critical diseases and other medical conditions, including infectious diseases, women's health, gastrointestinal diseases, autoimmune diseases, bone health and thyroid diseases. The firm provides diagnostic testing solutions under various brand names, including Quidel, QuickVue, QuickVue+, MicroVue, FreshCells, D3 FastPoint, Super E-Mix, ELVIS, Sofia, Quidel Molecular, Amplivue, Lyra and Thyretain.",Healthcare,US,8/5/1981,Quidel,Stock,"['Healthcare', 'Diagnostics & Research', 'Medical Diagnostics & Research']","['OSUR', 'VIVO', 'BDX', 'DHR', 'TMO', 'PKI', 'BIO.B', 'XLV']",214.42,9020134400.0,Quidel Corp,$,0,Quidel,False,Quidel,quidel,"$9,000,000,009,020,130,000.00 ",,Quidel,0.0,2127,Q
2127.0,530.0,QFIN,360 Finance Inc,CNY,NASDAQ,Credit Services,"360 Finance, Inc. is a holding company, which engages in the provision of digital consumer finance platform. The company is headquartered in Shanghai, Shanghai and currently employs 786 full-time employees. The firm mainly provides tailored online consumer finance products to prime, underserved borrowers funded primarily by funding partners. The Companyâ€™s technology platform enables a user experience supported by resolute risk management.",Financial Services,CN,12/14/2018,360 Finance Inc,Stock,,,11.99,1759052930.0,360 Finance Inc,CNY,0,360 Finance Inc,False,360 Finance ,360-finance-inc,"$9,000,000,001,759,050,000.00 ",,360 Finance,1.0,2128,Q
2128.0,10108.0,QIWI,Qiwi PLC,RUB,NASDAQ,Credit Services,"Qiwi Plc is a holding company, which engages in the provision of payment and financial services. The firm's network enables payment services across physical, online and mobile channels. The firm operates in target markets and customer segments. As of December 31, 2016, the Company had deployed over 17.2 million virtual wallets, over 162,000 kiosks and terminals, and enabled merchants to accept over Russian rubles 70 billion cash and electronic payments monthly. The firm's consumers can use cash, stored value and other electronic payment methods to order and pay for goods and services across physical or virtual environments interchangeably. The firm provides integrated network of physical distribution points and virtual wallets, as well as payment channels and methods that enable consumers to deposit cash, convert it into a digital form and transfer the funds to a virtual wallet or pay for any merchant in its network.",Financial Services,CY,5/3/2013,QIWI,Stock,"['Financial Services', 'Credit Services']","['EEFT', 'EBAY', 'MBT', 'WU', 'V', 'VEON']",16.02,1004662270.0,Qiwi PLC,RUB,0,QIWI,False,QIWI,qiwi,"$9,000,000,001,004,660,000.00 ",,QIWI,0.0,2129,Q
2129.0,9997.0,QLYS,Qualys Inc,USD,NASDAQ,Software Infrastructure,"Qualys, Inc. engages in the provision of cloud security and compliance solutions. The company is headquartered in Foster City, California and currently employs 1,194 full-time employees. The firm's solutions enable organizations to identify security risks to their information technology (IT) infrastructures, help protect their IT systems and applications from cyber-attacks. Its suite of security and compliance solutions delivered on its Qualys Cloud Platform enables its customers to identify their IT assets, collect and analyze IT security data, discover and prioritize vulnerabilities, recommend remediation actions and verify the implementation of such actions. Its Qualys Cloud Platform consists of a suite of IT security and compliance solutions. The Qualys Cloud Suite includes solutions, such as Vulnerability Management, Continuous Monitoring, Cloud Agent, AssetView, ThreatPROTECT, Policy Compliance, Payment Card Industry Compliance, Security Assessment Questionnaire, Web Application Scanning and Web Application Firewall. The company provides its solutions through a software-as-a-service model.",Technology,US,9/28/2012,Qualys,Stock,"['Technology', 'Software - Application', 'Application Software']","['INTC', 'MSFT', 'SYMC', 'IBM', 'PFPT', 'FEYE', 'HPQ', 'IMPV', 'XLK']",91.63,3575090940.0,Qualys Inc,$,0,Qualys,False,Qualys,qualys,"$9,000,000,003,575,090,000.00 ",,Qualys,0.0,2130,Q
2130.0,5908.0,QRTEA,Qurate Retail Inc,USD,NASDAQ,Internet Retail,"Qurate Retail, Inc. engages in the business of video and on-line commerce industries. The company is headquartered in Englewood, Colorado and currently employs 27,226 full-time employees. Through its subsidiaries and affiliates, the Company operates in North America, Europe and Asia. The firm's principal businesses and assets include its subsidiaries QVC, Inc. (QVC), zulily, llc (zulily) and and Home Shopping Network (HSN). The firm's segments include QVC, zulily, and Corporate and other.",Consumer Cyclical,US,3/28/1991,Qurate Retail Inc,Stock,,,8.7,3630301180.0,Qurate Retail Inc,$,Qurate Retail Series A,Qurate Retail Series A,False,Qurate Retail Series A,qurate-retail-series,"$9,000,000,003,630,300,000.00 ",,Qurate Retail Series A,0.0,2131,Q
