,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math,pct_chg_temp
1138,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1090,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1098,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1150,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1102,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1106,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1110,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1114,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1146,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1118,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1122,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1094,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1142,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1134,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1126,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1130,0.0,2003-06-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1101,0.0,2003-09-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
1133,0.0,2003-09-30,AAPL,2003-12-19,2003-12-19 17:25:45,FY,1551750000.0,1124750000.0,427000000.0,0.06879325,117750000.0,303000000.0,0.0,6500000.0,427250000.0,1552000000.0,23000000.0,28250000.0,74500000.0,0.012002500000000001,-250000.0,-4.025e-05,250000.0,23000000.0,0.0037055,6000000.0,17250000.0,0.002779,0.0008475,0.0008475,5089000000.0,5089000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,https://www.sec.gov/Archives/edgar/data/320193/000104746903041604/a2124888z10-k.htm,849000000.0,292500000.0,1141500000.0,14000000.0,124750000.0,1471750000.0,167250000.0,21250000.0,6000000.0,27250000.0,0.0,58750000.0,162250000.0,1703750000.0,288500000.0,0.0,0.0,0.0,151750000.0,589250000.0,0.0,0.0,58750000.0,0.0,58750000.0,0.0,648000000.0,481500000.0,598500000.0,-24250000.0,-15500000.0,1055750000.0,1703750000.0,292500000.0,76000000.0,-773000000.0,-2750000.0,4000000.0,-50000000.0,-50250000.0,882500000.0,-2000000.0,72250000.0,-41000000.0,0.0,-662000000.0,0.0,0.0,207000000.0,11250000.0,13250000.0,6750000.0,0.0,0.0,6750000.0,0.0,286000000.0,849000000.0,563000000.0,72250000.0,-41000000.0,31250000.0,FY-2003,2003,-657500000.0,1055750000.0,46250000.0,882500000.0,1091250000.0,2.473907509546033,0.7497282280468656
