,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math,Cash Flow From Operations Ratio
1624,0.0,1995-12-31,AAPL,1995-12-19 00:00:00,1995-12-19 00:00:00,FY,2765500000.0,2051000000.0,714500000.0,0.0645905,153500000.0,395750000.0,0.0,0.0,543500000.0,2594500000.0,13000000.0,31750000.0,213250000.0,0.01927775,171000000.0,0.015458250000000002,-15500000.0,168500000.0,0.01523225,62500000.0,106000000.0,0.00958225,0.0076925,0.0076925,3445000000.0,3445000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019395000016/0000320193-95-000016-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-95-000016.txt,189000000.0,49000000.0,238000000.0,443750000.0,141500000.0,1306000000.0,177750000.0,0.0,0.0,0.0,0.0,175500000.0,215500000.0,1557750000.0,291250000.0,115250000.0,0.0,0.0,90500000.0,581250000.0,75750000.0,0.0,0.0,0.0,251250000.0,0.0,832500000.0,99500000.0,616000000.0,19500000.0,9750000.0,725250000.0,1557750000.0,49000000.0,191000000.0,2000000.0,18250000.0,0.0,91750000.0,-87500000.0,724750000.0,-10250000.0,-60000000.0,0.0,0.0,0.0,0.0,0.0,-100500000.0,0.0,0.0,21500000.0,-14500000.0,0.0,48750000.0,0.0,-111750000.0,189000000.0,300750000.0,-60000000.0,-39750000.0,-99750000.0,FY-1995,1995,137750000.0,725250000.0,181500000.0,724750000.0,150500000.0,1.4834408602150537,-0.1032258064516129
1551,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1571,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1575,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1583,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1547,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1587,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1543,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1591,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1567,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1555,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1579,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1595,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1539,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1599,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1563,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1559,0.0,1996-03-31,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
1554,0.0,1996-06-30,AAPL,1996-12-19 00:00:00,1996-12-19 00:00:00,FY,2458250000.0,2216250000.0,242000000.0,0.024611,151000000.0,392000000.0,0.0,0.0,587750000.0,2804000000.0,0.0,39000000.0,-284750000.0,-0.028958499999999998,-345750000.0,-0.03516225,22000000.0,-323750000.0,-0.03292475,-119750000.0,-204000000.0,-0.0207465,-0.014717500000000001,-0.014717500000000001,3465000000.0,3465000000.0,https://www.sec.gov/Archives/edgar/data/320193/000032019396000023/0000320193-96-000023-index.html,https://www.sec.gov/Archives/edgar/data/320193/0000320193-96-000023.txt,388000000.0,48250000.0,436250000.0,165500000.0,153000000.0,1128750000.0,149500000.0,0.0,0.0,0.0,0.0,88500000.0,215750000.0,1341000000.0,197750000.0,46500000.0,0.0,0.0,162250000.0,500750000.0,237250000.0,0.0,0.0,0.0,325750000.0,0.0,826500000.0,109750000.0,408500000.0,-7500000.0,-3750000.0,514500000.0,1341000000.0,48250000.0,283750000.0,-104250000.0,-109750000.0,0.0,-96750000.0,108750000.0,628000000.0,46750000.0,129750000.0,0.0,0.0,0.0,0.0,0.0,-29750000.0,0.0,0.0,9750000.0,-3500000.0,0.0,99000000.0,0.0,199000000.0,388000000.0,189000000.0,129750000.0,-16750000.0,113000000.0,FY-1996,1996,-165000000.0,514500000.0,-323750000.0,628000000.0,545000000.0,1.923614578132801,0.25911133300049927
