,index,date,symbol,filing_date,accepted_date,period,net_revenue,cost_of_sales,gross_profit_margin_non,gross_profit_margin_ratio,r_n_d,g_n_a,s_n_m,other_income,total_opex,cost_expenses,interest_expense,d_n_a,ebitda_non,ebitda_margin,operating_income,operating_margin,total_other_income,pretax_income_non,pretax_income_margin,income_tax_expense,net_income,profit_margin,eps_non,eps_diluted,shares_outstanding_non,shares_outstanding_diluted,sec_filing_link,sec_statement_link,cash_non,short_term_investments,cash_n_short_term_investments,inventory,other_current_assets,total_current_assets,pp_n_e,goodwill,intangible_assets,goodwill_n_intangible_assets,long_term_investments,tax_assets,other_assets,total_assets,accounts_payable,short_term_debt,income_tax_payables,deferred_revenue,other_current_liabilities,total_current_liabilities,long_term_debt,deferred_revenue_non_current,deferred_tax_liabilities_non_current,other_non_current_liabilities,total_non_current_liabilities,other_liabilities,total_liabilities,common_stock,retained_earnings,accumulated_other_comprehensive_income,other_se,total_se,total_l_se,total_investments,total_debt,net_debt,deferred_income_tax,sbc,change_in_working_capital,accounts_receivable,other_working_capital,other_non_cash_items,net_cash_by_operating_activities,investments_in_pp_n_e,acquisitions_net,purchase_of_investments,sales_maturities_of_investments,other_investing_activities,net_cash_used_for_investing_activities,debt_repayment,common_stock_issued,common_stock_repurchased,dividends_paid,other_financing_activities,net_cash_used_provided_by_financing_activities,effect_of_fx_rate_changes_on_cash,net_change_in_cash,cash_at_end_of_period,cash_at_beginning_of_period,operating_cash_flow,capex,free_cash_flow,QQ-YYYY,Year,ffo_math,book_value_math,ebit_math,working_capital_math,quick_assets_math,quick_ratio_math
1492,0.0,1997-12-31,AAPL,1997-12-05 00:00:00,1997-12-05 00:00:00,FY,1770250000.0,1428250000.0,342000000.0,0.04829825,121250000.0,321500000.0,0.0,0.0,609500000.0,2037750000.0,2750000.0,29500000.0,-229000000.0,-0.03234,-267500000.0,-0.03777725,3500000.0,-261250000.0,-0.0368945,0.0,-261250000.0,-0.0368945,-0.0185025,-0.0185025,3530000000.0,3530000000.0,https://www.sec.gov/Archives/edgar/data/320193/000104746997006960/0001047469-97-006960-index.html,https://www.sec.gov/Archives/edgar/data/320193/0001047469-97-006960.txt,307500000.0,57250000.0,364750000.0,109250000.0,123250000.0,856000000.0,121500000.0,0.0,0.0,0.0,0.0,66000000.0,204000000.0,1058250000.0,171250000.0,6250000.0,0.0,0.0,182750000.0,454500000.0,237750000.0,0.0,0.0,0.0,303750000.0,0.0,758250000.0,124500000.0,147250000.0,-18500000.0,-9250000.0,300000000.0,1058250000.0,57250000.0,244000000.0,-63500000.0,-1750000.0,0.0,-226500000.0,115250000.0,401500000.0,127000000.0,47000000.0,0.0,0.0,0.0,0.0,0.0,-133250000.0,0.0,0.0,46000000.0,0.0,0.0,5750000.0,0.0,-80500000.0,307500000.0,388000000.0,47000000.0,-109250000.0,-62250000.0,FY-1997,1997,-231750000.0,300000000.0,-258500000.0,401500000.0,480000000.0,1.643014301430143
1431,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1459,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1439,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1443,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1427,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1447,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1423,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1451,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1419,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1455,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1415,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1471,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1467,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1435,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1463,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1411,0.0,1998-03-31,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1438,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1470,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1430,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1442,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1410,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
1426,0.0,1998-06-30,AAPL,,,FY,1485250000.0,1115500000.0,369750000.0,0.062237,75750000.0,227000000.0,0.0,0.0,304500000.0,1420000000.0,19500000.0,27750000.0,129500000.0,0.021797749999999998,65250000.0,0.010983,-2500000.0,82250000.0,0.0138445,5000000.0,77250000.0,0.01300275,0.0041075,0.0041075,4702000000.0,4702000000.0,,,370250000.0,204750000.0,575000000.0,19500000.0,91250000.0,924500000.0,87000000.0,0.0,0.0,0.0,0.0,43250000.0,152000000.0,1072250000.0,179750000.0,0.0,0.0,0.0,124250000.0,380000000.0,238500000.0,0.0,0.0,0.0,281750000.0,0.0,661750000.0,158250000.0,224500000.0,-9750000.0,0.0,410500000.0,1072250000.0,204750000.0,238500000.0,-131750000.0,250000.0,0.0,143000000.0,20000000.0,544500000.0,-35000000.0,193750000.0,0.0,0.0,0.0,0.0,0.0,-135750000.0,0.0,0.0,10250000.0,0.0,0.0,4750000.0,0.0,62750000.0,370250000.0,307500000.0,193750000.0,-14000000.0,179750000.0,FY-1998,1998,105000000.0,410500000.0,101750000.0,544500000.0,595000000.0,2.3815789473684212
